purchase,age,hair_color,US_region,validation,promotion_ord,gender_ord,residence_ord
0,26,Brown,Northeast,0,1,1,1
0,31,Blond,Northwest,1,1,0,1
0,22,Blond,Southeast,0,1,0,1
0,41,Blond,Southwest,0,0,0,1
0,32,Brown,Northwest,0,0,1,0
0,56,Brown,Northeast,0,1,0,1
0,29,Brown,Southeast,0,1,0,0
0,47,Blond,Southwest,1,1,0,0
0,31,Black,Northeast,0,1,1,0
0,35,Black,Southwest,0,0,1,1
0,53,Brown,Southwest,1,1,0,0
0,44,Brown,Southeast,0,0,0,1
0,31,Blond,Southwest,1,0,1,1
0,47,Brown,Northwest,1,0,0,1
0,46,Red,Southwest,0,1,0,1
0,57,Brown,Southeast,0,0,1,1
0,59,Blond,Southwest,0,1,1,1
0,54,Blond,Northwest,1,1,0,1
0,46,Blond,Northwest,0,1,0,1
0,43,Brown,Southwest,0,0,1,1
0,52,Blond,Southwest,0,1,1,1
0,56,Brown,Southwest,1,0,0,1
0,30,Red,Southeast,0,1,1,0
0,45,Brown,Southwest,0,1,0,1
0,31,Blond,Northeast,1,1,1,1
0,22,Black,Northeast,1,0,0,0
0,31,Brown,Southeast,0,0,0,1
0,46,Black,Southeast,0,0,1,1
0,27,Brown,Northwest,0,1,0,0
0,45,Brown,Northeast,0,1,1,1
0,49,Blond,Northeast,1,0,0,1
0,42,Blond,Southwest,1,1,1,1
0,54,Red,Southeast,0,1,0,1
0,21,Brown,Northwest,0,0,0,1
0,40,Blond,Northeast,0,1,0,0
0,45,Black,Northwest,0,1,0,1
0,37,Blond,Northwest,1,0,0,0
0,38,Black,Southeast,0,1,1,0
0,21,Brown,Southeast,1,1,1,0
0,59,Blond,Southwest,0,1,0,1
0,35,Brown,Southwest,0,0,0,1
0,33,Blond,Northwest,0,0,0,1
0,50,Blond,Southwest,0,0,1,1
0,59,Blond,Northeast,1,1,1,1
0,50,Blond,Southeast,0,1,0,1
0,28,Brown,Southwest,0,0,0,0
0,59,Brown,Northeast,1,0,0,1
0,32,Brown,Southwest,0,1,0,1
0,56,Brown,Southeast,0,1,0,0
0,31,Brown,Northwest,0,1,0,1
0,27,Brown,Southwest,0,1,1,1
0,42,Black,Southeast,0,1,0,0
0,39,Brown,Northwest,1,1,1,1
0,47,Brown,Northeast,1,1,0,0
0,25,Brown,Southwest,0,0,0,1
0,49,Brown,Northwest,0,0,0,1
0,56,Black,Southeast,0,0,0,1
0,37,Blond,Northwest,0,0,1,0
0,30,Brown,Northwest,1,1,0,0
0,32,Brown,Northeast,0,1,0,1
0,53,Blond,Northwest,1,0,1,0
0,34,Blond,Southwest,0,0,1,1
0,46,Black,Northeast,0,1,1,0
0,52,Brown,Southwest,1,1,0,0
0,33,Blond,Northwest,0,0,0,0
0,25,Blond,Southeast,1,0,0,1
0,32,Black,Southeast,0,1,0,0
0,43,Red,Southwest,0,0,0,1
0,28,Brown,Southwest,0,0,0,1
0,33,Brown,Northwest,0,1,1,1
0,41,Brown,Northeast,1,0,0,1
0,41,Brown,Northeast,1,0,0,1
0,39,Blond,Northeast,1,0,0,1
0,22,Black,Northeast,0,0,0,0
0,47,Blond,Southeast,0,0,1,1
0,43,Blond,Southwest,1,1,0,0
0,27,Blond,Northwest,0,0,1,1
0,26,Brown,Northwest,0,0,0,1
0,43,Blond,Southeast,0,1,0,1
0,21,Brown,Northeast,0,1,1,1
0,47,Blond,Northeast,0,1,0,1
0,41,Blond,Northeast,1,0,0,1
0,22,Brown,Northwest,0,0,0,1
0,54,Blond,Southeast,0,1,0,1
0,42,Brown,Southwest,1,1,0,1
0,57,Brown,Southeast,0,0,1,1
0,23,Brown,Northwest,1,1,0,1
0,46,Blond,Northeast,0,1,1,0
0,35,Brown,Southwest,1,0,1,1
0,60,Brown,Southwest,0,0,1,0
0,24,Red,Northeast,0,0,0,1
0,50,Blond,Northeast,0,0,1,0
0,29,Blond,Southwest,1,0,0,1
0,29,Brown,Southeast,0,0,0,1
0,51,Brown,Northwest,1,0,1,0
0,55,Brown,Southeast,0,1,0,1
0,42,Brown,Southwest,1,0,0,1
0,54,Blond,Northwest,0,0,0,1
0,53,Brown,Southwest,0,1,1,1
0,32,Brown,Northwest,0,0,0,1
0,30,Brown,Northeast,1,0,1,1
0,40,Blond,Southeast,1,0,1,1
0,53,Black,Southwest,1,1,1,1
0,51,Brown,Northeast,0,0,1,1
0,47,Blond,Southwest,1,0,0,0
0,33,Blond,Southeast,0,1,1,1
0,45,Blond,Northeast,0,1,0,1
0,29,Black,Southwest,1,1,0,0
0,27,Brown,Southwest,1,0,0,0
0,35,Blond,Southwest,0,1,0,0
0,49,Blond,Northwest,0,1,0,1
0,51,Blond,Northwest,1,1,0,1
0,46,Blond,Southwest,1,1,0,1
0,35,Brown,Northwest,1,0,1,1
0,59,Brown,Southeast,1,1,0,0
0,21,Red,Northeast,0,0,0,0
0,25,Brown,Southwest,1,0,0,1
0,25,Brown,Southeast,0,0,0,0
0,22,Brown,Northeast,0,1,1,1
0,46,Black,Northeast,0,0,0,1
0,45,Blond,Northeast,1,1,0,0
0,50,Black,Southwest,1,0,0,1
0,24,Brown,Southwest,1,0,0,1
0,43,Brown,Southeast,0,0,1,1
0,50,Brown,Northwest,1,1,0,1
0,34,Brown,Northeast,0,0,0,1
0,35,Black,Northwest,0,1,0,1
0,23,Blond,Northeast,0,0,0,1
0,60,Brown,Northeast,0,1,0,1
0,41,Black,Southeast,0,0,0,1
0,47,Blond,Southwest,0,1,1,1
0,42,Red,Northwest,1,0,1,0
0,29,Blond,Southeast,1,0,0,1
0,25,Brown,Southwest,0,1,0,1
0,41,Blond,Southeast,1,1,0,1
0,47,Brown,Northeast,1,0,0,1
0,44,Brown,Northwest,0,0,0,0
0,34,Blond,Northeast,0,0,0,1
0,34,Brown,Northwest,0,0,1,0
0,38,Brown,Southwest,0,1,0,0
0,52,Black,Northwest,1,1,1,1
0,43,Brown,Southwest,0,0,1,1
0,41,Blond,Northwest,0,1,1,1
0,44,Brown,Southwest,1,0,1,1
0,44,Black,Northwest,0,1,0,1
0,22,Brown,Northeast,0,0,0,1
0,48,Brown,Southeast,0,1,1,1
0,40,Brown,Southwest,1,0,0,1
0,48,Black,Southwest,0,0,0,1
0,54,Brown,Southeast,0,0,0,1
0,35,Blond,Northwest,0,0,1,1
0,49,Blond,Southeast,1,0,1,1
0,25,Brown,Northeast,0,1,1,1
0,36,Brown,Northwest,0,0,0,1
0,56,Red,Northeast,0,0,1,0
0,42,Blond,Southeast,0,1,0,1
0,54,Blond,Northeast,0,1,0,1
0,37,Brown,Northwest,1,0,1,1
0,55,Blond,Southwest,0,0,0,0
0,21,Blond,Southeast,0,1,0,1
0,36,Blond,Northwest,1,1,1,1
0,49,Black,Southwest,1,0,0,1
0,22,Brown,Northeast,1,0,0,1
0,40,Brown,Southwest,0,1,0,0
0,34,Black,Northwest,1,0,1,0
0,52,Black,Southwest,0,0,0,0
0,28,Black,Northeast,0,1,1,1
0,24,Brown,Northeast,1,1,0,0
0,52,Black,Southwest,0,1,0,0
0,22,Brown,Northeast,0,0,0,1
0,21,Brown,Southwest,0,0,0,0
0,52,Brown,Southwest,0,1,0,0
0,59,Blond,Southwest,1,1,1,1
0,35,Blond,Southeast,0,0,0,1
0,47,Brown,Northeast,0,1,0,0
0,27,Brown,Northwest,0,1,1,1
0,54,Brown,Northwest,0,0,0,1
0,45,Brown,Northwest,1,1,0,0
0,31,Brown,Southwest,0,1,1,0
0,54,Blond,Southeast,0,1,0,1
0,43,Blond,Northeast,0,1,0,1
0,42,Blond,Southeast,0,1,1,1
0,23,Brown,Northeast,0,1,0,1
0,39,Blond,Southeast,1,1,1,0
0,36,Black,Southwest,0,0,0,1
0,32,Black,Northwest,1,0,0,1
0,31,Brown,Southwest,0,0,0,1
0,34,Blond,Southwest,1,0,0,1
0,26,Blond,Southwest,0,0,1,1
0,44,Brown,Northeast,0,0,1,1
0,45,Brown,Northwest,0,0,0,1
0,47,Red,Southeast,0,1,1,1
0,56,Brown,Southeast,0,0,0,1
0,49,Brown,Southeast,1,0,0,1
0,29,Black,Northeast,1,0,1,0
0,41,Brown,Northwest,0,1,1,1
0,39,Brown,Northwest,0,1,1,1
0,48,Brown,Northwest,0,0,0,1
0,40,Brown,Northeast,1,0,1,1
0,38,Black,Northeast,0,1,0,0
0,60,Brown,Northeast,1,0,0,1
0,42,Brown,Southeast,1,0,0,0
0,52,Red,Northwest,1,1,0,1
0,46,Blond,Northwest,0,1,0,0
0,27,Brown,Southeast,1,0,0,1
0,25,Red,Southwest,0,1,1,1
1,32,Brown,Northeast,0,1,0,1
1,58,Brown,Southeast,0,0,0,1
0,42,Blond,Southeast,0,0,0,1
0,54,Blond,Southwest,1,1,0,1
0,53,Black,Northeast,0,1,1,1
0,44,Brown,Northwest,1,1,1,1
0,59,Brown,Southeast,1,0,1,1
0,47,Blond,Northwest,1,1,0,0
0,49,Brown,Southwest,0,1,0,0
0,60,Blond,Northwest,0,1,1,0
0,52,Black,Northwest,1,1,0,1
0,51,Blond,Northwest,0,0,0,1
0,49,Blond,Northeast,0,0,1,0
0,25,Blond,Northwest,0,1,1,1
0,29,Brown,Northwest,0,0,0,1
0,33,Brown,Northwest,0,0,1,1
0,51,Black,Northwest,0,1,1,1
0,36,Blond,Northwest,0,1,0,1
0,48,Blond,Northwest,1,1,1,1
0,38,Blond,Northeast,1,1,0,1
0,48,Red,Southwest,0,0,0,1
0,46,Brown,Southeast,0,1,1,1
0,31,Brown,Southeast,0,1,1,1
0,23,Black,Southeast,0,1,0,1
0,47,Brown,Northeast,0,0,0,1
0,41,Black,Southwest,0,1,1,1
0,34,Brown,Southwest,0,0,0,1
0,47,Red,Southwest,0,0,0,1
0,25,Blond,Northwest,1,1,0,1
0,36,Black,Southeast,0,1,0,0
0,23,Black,Northwest,0,1,0,0
0,38,Black,Northwest,0,1,1,1
0,58,Black,Northwest,0,1,0,1
0,33,Blond,Northeast,0,1,0,0
0,60,Brown,Southwest,1,1,0,1
0,56,Blond,Southeast,0,0,1,0
0,48,Blond,Northwest,0,0,0,1
0,47,Brown,Northeast,0,0,1,1
0,41,Blond,Southeast,1,1,0,0
0,60,Blond,Southwest,0,0,0,1
0,29,Blond,Southeast,0,1,1,1
0,34,Red,Northeast,0,1,0,1
0,40,Brown,Southeast,0,1,0,1
0,60,Blond,Northeast,0,1,0,0
0,55,Brown,Northwest,0,1,1,0
0,32,Blond,Northeast,0,0,0,1
0,38,Brown,Southwest,1,1,0,1
0,27,Brown,Northwest,0,0,1,1
0,32,Brown,Southwest,0,0,1,1
0,59,Blond,Northwest,1,1,1,1
0,40,Blond,Southwest,0,1,0,1
0,43,Blond,Northwest,0,0,0,1
0,29,Blond,Northeast,1,0,0,1
0,34,Red,Northwest,0,0,1,1
0,36,Red,Southeast,0,0,1,0
0,54,Blond,Southwest,0,0,0,1
0,47,Blond,Southeast,0,0,0,1
0,56,Blond,Southeast,0,1,0,1
0,30,Red,Northwest,1,0,1,0
0,42,Brown,Northwest,0,1,0,1
0,22,Blond,Southwest,0,0,0,1
0,21,Blond,Southeast,1,0,0,1
0,34,Blond,Northwest,1,1,0,1
0,44,Blond,Southwest,1,0,1,0
0,46,Blond,Northwest,1,0,1,0
0,54,Blond,Southeast,0,1,1,0
0,42,Brown,Southwest,0,1,0,1
0,34,Brown,Southeast,0,0,0,1
0,23,Blond,Northwest,0,1,0,1
0,31,Red,Northwest,1,0,0,0
0,45,Brown,Northeast,0,1,1,0
0,52,Brown,Southeast,0,1,0,1
0,59,Black,Northeast,0,1,1,1
0,58,Brown,Northeast,1,0,1,0
0,40,Black,Northeast,0,0,1,0
0,56,Black,Northeast,1,0,0,0
0,43,Red,Northeast,1,0,0,0
0,34,Blond,Southeast,0,1,0,0
0,54,Brown,Northwest,1,1,0,1
0,38,Brown,Northwest,1,1,1,0
0,43,Brown,Northeast,0,1,0,1
0,47,Blond,Northeast,0,0,1,1
0,52,Brown,Northeast,1,1,1,0
0,47,Brown,Southwest,1,1,1,1
0,45,Brown,Southeast,0,1,0,0
0,39,Black,Southwest,0,1,0,0
0,53,Black,Southeast,0,1,0,1
0,27,Blond,Northwest,1,0,0,1
0,25,Blond,Southeast,0,0,0,1
0,60,Blond,Southwest,1,0,0,1
0,38,Blond,Northwest,1,0,0,0
0,48,Brown,Northwest,0,0,1,1
0,58,Brown,Southeast,1,0,1,0
0,44,Blond,Southwest,0,1,1,0
0,49,Black,Northeast,0,1,1,1
0,56,Blond,Northeast,0,0,1,0
0,39,Blond,Southeast,0,0,1,0
0,57,Brown,Southwest,1,0,0,0
0,27,Brown,Northwest,0,1,1,1
0,60,Blond,Northeast,1,0,0,0
0,26,Brown,Southeast,0,0,0,0
0,25,Brown,Northeast,0,0,0,1
0,46,Brown,Northeast,0,0,0,1
0,60,Brown,Southwest,1,0,1,1
0,36,Brown,Southeast,0,1,1,1
0,26,Brown,Southwest,0,1,1,1
0,26,Brown,Southeast,0,1,1,1
0,56,Brown,Southeast,0,1,0,1
0,44,Brown,Northeast,0,0,0,1
0,53,Brown,Northwest,1,0,0,1
0,44,Blond,Northeast,0,0,1,1
0,34,Brown,Northwest,1,0,0,1
0,30,Brown,Southeast,0,1,1,1
0,38,Black,Northeast,1,0,0,0
0,51,Red,Northeast,0,0,1,1
0,38,Brown,Southeast,0,0,0,1
0,36,Brown,Southwest,1,1,0,1
0,35,Brown,Northwest,0,1,1,1
0,39,Brown,Northeast,1,0,1,1
0,42,Brown,Southwest,0,0,0,0
0,38,Blond,Southwest,0,0,1,1
0,22,Brown,Southwest,0,1,0,1
0,49,Red,Northwest,1,1,1,0
0,29,Brown,Southwest,0,0,0,1
0,56,Blond,Northwest,1,1,1,1
0,34,Blond,Northwest,0,0,0,1
0,51,Blond,Northwest,0,1,0,0
0,59,Black,Southeast,1,0,0,1
0,21,Brown,Northeast,1,0,0,0
0,39,Brown,Northwest,1,0,0,0
0,44,Brown,Southwest,0,1,0,0
0,60,Brown,Southeast,0,0,0,1
0,47,Blond,Northeast,0,1,1,0
0,29,Brown,Southwest,0,0,0,0
0,56,Black,Northeast,0,0,0,1
0,42,Brown,Northeast,0,1,0,1
0,34,Black,Southeast,0,1,0,1
0,51,Black,Southeast,1,1,1,0
0,57,Blond,Southeast,1,0,1,0
0,22,Brown,Northeast,0,1,0,1
0,22,Brown,Southwest,0,0,0,1
0,40,Blond,Northwest,1,1,0,1
0,23,Red,Northwest,0,1,0,0
0,42,Blond,Northwest,0,1,0,1
0,39,Red,Northeast,1,1,0,0
0,34,Blond,Southeast,0,1,0,1
0,35,Blond,Southeast,1,1,0,1
0,29,Blond,Southwest,1,1,0,1
0,28,Brown,Northwest,0,0,0,1
0,37,Blond,Southwest,1,1,1,1
0,42,Blond,Southwest,1,0,1,1
0,26,Brown,Northwest,0,0,1,0
0,47,Blond,Northwest,1,1,0,1
0,40,Blond,Northwest,1,1,0,1
0,50,Brown,Southwest,0,0,0,0
0,40,Blond,Northwest,0,1,0,1
0,57,Brown,Northwest,0,1,0,1
0,28,Brown,Northwest,1,1,0,1
0,43,Brown,Northeast,1,0,1,1
0,33,Black,Northwest,0,1,1,1
0,35,Black,Northwest,0,1,1,1
0,60,Blond,Northeast,1,0,1,1
0,53,Blond,Northeast,1,0,1,1
0,22,Blond,Southeast,1,1,0,1
0,40,Brown,Southeast,1,1,1,0
0,26,Brown,Southwest,0,0,0,1
0,33,Black,Northeast,1,1,0,0
0,57,Blond,Southwest,0,1,0,1
0,42,Blond,Southeast,0,0,1,0
0,42,Red,Northwest,0,1,0,1
0,24,Blond,Northeast,0,0,1,1
0,54,Blond,Northwest,1,0,0,1
0,40,Blond,Southwest,1,0,1,0
0,25,Brown,Southeast,1,0,0,1
0,52,Blond,Southeast,0,1,0,1
0,35,Brown,Northwest,1,1,0,0
0,41,Black,Northeast,0,1,0,1
0,36,Brown,Southwest,0,0,0,0
0,60,Blond,Southeast,0,0,0,0
0,21,Brown,Southeast,0,1,1,1
0,38,Blond,Southwest,0,0,0,1
0,52,Blond,Northwest,0,1,0,0
0,23,Red,Southeast,1,1,0,0
0,48,Blond,Southeast,1,0,0,1
0,34,Black,Northwest,0,1,1,1
0,34,Brown,Southwest,0,0,0,0
0,55,Blond,Southwest,0,0,1,1
0,46,Blond,Northeast,1,1,0,1
0,25,Red,Southwest,1,1,1,1
1,49,Blond,Northeast,0,0,1,1
0,59,Red,Northwest,1,1,0,1
0,34,Black,Northwest,1,1,1,1
0,34,Brown,Southwest,1,1,0,1
0,41,Black,Southwest,0,1,0,1
0,35,Brown,Northwest,1,0,0,0
0,59,Brown,Northeast,0,0,0,1
0,29,Blond,Northwest,0,1,0,1
0,47,Brown,Northwest,0,1,0,1
0,41,Blond,Southwest,0,1,0,1
0,26,Brown,Northwest,0,0,0,1
0,50,Blond,Southwest,0,0,0,1
0,46,Blond,Northwest,1,1,0,1
0,29,Blond,Northwest,0,0,1,1
0,49,Blond,Southwest,1,1,1,0
0,46,Brown,Southwest,1,0,0,0
0,48,Black,Northwest,0,0,0,1
0,46,Blond,Northeast,0,0,0,1
0,53,Brown,Southwest,1,1,1,0
0,34,Black,Southwest,0,0,0,1
0,30,Red,Northeast,0,1,0,1
0,30,Brown,Northeast,1,1,0,1
0,30,Brown,Southwest,0,1,0,0
0,41,Black,Southwest,0,0,0,1
0,25,Black,Southeast,1,1,0,1
0,33,Black,Northwest,0,1,0,1
0,28,Brown,Southwest,0,1,0,0
0,57,Black,Southwest,0,0,1,0
0,54,Black,Northeast,0,1,0,1
0,28,Blond,Northwest,0,1,1,0
0,49,Black,Northwest,0,0,0,1
0,58,Blond,Southwest,1,0,0,1
0,58,Blond,Southwest,0,0,0,0
0,35,Blond,Northeast,0,1,0,1
0,43,Blond,Southeast,0,0,0,1
0,45,Brown,Southeast,1,0,0,1
0,23,Brown,Northwest,0,0,0,0
1,32,Blond,Northeast,0,0,0,1
0,45,Brown,Southwest,0,0,0,0
0,32,Blond,Southwest,0,0,1,1
0,45,Blond,Northeast,1,0,0,1
0,49,Blond,Southeast,0,0,0,0
0,22,Blond,Southeast,1,1,0,0
0,26,Blond,Northwest,0,0,0,1
0,41,Brown,Northwest,0,0,0,1
0,24,Blond,Southwest,0,1,0,1
0,43,Black,Southeast,0,1,1,1
0,44,Black,Southwest,1,0,0,1
0,47,Black,Northeast,0,0,0,0
0,36,Brown,Northwest,0,1,1,1
0,27,Black,Northeast,0,0,0,1
0,37,Brown,Southwest,0,0,1,1
0,59,Red,Southeast,0,0,0,1
0,55,Blond,Northwest,1,1,0,1
0,34,Blond,Northwest,0,0,0,1
0,46,Black,Southwest,1,1,0,1
0,30,Blond,Southeast,1,1,0,1
0,45,Red,Southeast,0,1,0,1
0,48,Brown,Southwest,0,0,1,1
0,21,Blond,Southwest,0,1,0,0
0,30,Brown,Southeast,1,1,0,0
0,44,Blond,Northwest,0,0,1,1
0,26,Brown,Southeast,0,1,1,1
0,27,Brown,Southwest,0,0,0,1
0,53,Brown,Northwest,1,0,0,1
0,24,Red,Northeast,1,0,0,1
0,60,Blond,Southwest,0,1,1,1
0,31,Brown,Northeast,0,1,1,0
0,52,Blond,Southeast,0,1,0,1
0,58,Brown,Northwest,0,0,1,1
0,58,Blond,Northeast,1,1,0,0
0,50,Blond,Northwest,0,1,0,1
0,28,Brown,Northeast,1,1,1,1
0,52,Blond,Southeast,0,0,0,1
0,32,Brown,Northeast,1,1,1,1
0,38,Black,Northwest,1,1,0,1
0,39,Brown,Northwest,0,1,0,1
0,22,Black,Southwest,0,0,0,1
0,60,Blond,Northwest,0,0,1,0
0,46,Brown,Southwest,0,0,0,1
0,25,Brown,Northwest,0,1,0,1
0,35,Blond,Southwest,0,1,0,0
0,57,Brown,Southeast,0,0,0,0
0,24,Brown,Southwest,0,0,1,0
0,26,Black,Northeast,1,0,0,0
0,29,Brown,Northeast,0,0,1,1
0,46,Brown,Northwest,1,1,0,1
0,27,Blond,Northeast,0,0,1,0
0,37,Blond,Southwest,1,1,0,0
0,51,Brown,Northeast,0,1,0,0
0,47,Blond,Southeast,0,1,0,0
0,55,Blond,Southeast,1,0,0,1
0,37,Brown,Southeast,1,1,1,1
0,32,Blond,Southwest,0,1,0,0
0,55,Blond,Northwest,0,0,0,1
0,48,Brown,Northwest,0,0,0,1
0,52,Blond,Southeast,0,1,1,1
0,37,Blond,Northwest,1,0,1,1
0,29,Red,Northeast,1,0,0,1
0,36,Black,Southwest,0,1,1,1
0,46,Brown,Northwest,0,1,0,0
0,54,Brown,Northwest,0,0,0,1
0,25,Brown,Southwest,1,1,0,0
0,21,Brown,Southeast,1,1,0,1
0,53,Brown,Southeast,0,1,0,0
0,50,Black,Southwest,0,1,0,1
0,45,Black,Northwest,0,0,0,0
0,53,Brown,Northeast,0,0,0,1
0,21,Black,Southwest,1,1,0,1
0,31,Black,Southeast,0,1,0,1
0,33,Brown,Southwest,0,0,0,1
0,30,Blond,Southwest,1,0,1,1
0,58,Blond,Southwest,0,1,1,1
0,36,Blond,Northeast,0,0,0,0
0,48,Brown,Southwest,1,0,0,1
0,43,Brown,Northwest,0,0,0,1
0,42,Blond,Southwest,0,0,0,1
0,26,Blond,Northwest,1,0,0,1
0,27,Brown,Northwest,0,0,0,1
0,23,Black,Southeast,0,1,0,1
0,23,Blond,Northwest,1,1,0,1
0,45,Black,Northwest,0,1,1,1
0,54,Black,Northwest,0,0,0,1
0,34,Blond,Southeast,0,1,0,1
0,38,Brown,Southwest,0,0,0,0
0,21,Red,Southwest,0,1,1,0
0,58,Brown,Northwest,1,0,1,1
0,42,Blond,Northeast,1,1,1,1
0,36,Blond,Southeast,0,0,0,1
0,33,Brown,Northwest,0,0,0,1
0,39,Brown,Southwest,0,0,0,1
0,25,Blond,Southwest,0,0,1,1
0,37,Brown,Southeast,1,0,0,1
0,37,Red,Northeast,1,1,0,1
0,50,Brown,Southwest,1,0,0,1
0,51,Brown,Southwest,0,1,0,1
0,60,Blond,Southwest,1,1,0,0
0,37,Brown,Southeast,0,0,1,0
0,60,Blond,Southwest,0,1,0,1
0,49,Black,Northeast,0,0,1,0
0,26,Brown,Northwest,0,1,1,1
0,55,Brown,Southeast,0,1,0,1
0,30,Blond,Southwest,0,0,0,0
0,53,Blond,Northeast,0,1,0,1
0,35,Blond,Northwest,1,1,0,1
0,27,Brown,Northeast,0,0,0,1
0,50,Black,Southeast,1,1,1,1
0,41,Brown,Northwest,1,0,0,1
0,42,Blond,Northeast,0,1,0,1
0,27,Red,Southwest,0,0,0,0
0,24,Blond,Northwest,0,0,0,1
0,48,Brown,Southwest,0,0,0,1
0,56,Brown,Northeast,1,0,1,1
0,51,Brown,Southwest,1,1,0,1
0,32,Brown,Southwest,0,0,0,0
0,50,Black,Southwest,0,1,1,1
0,47,Brown,Northwest,0,0,1,0
0,58,Red,Northeast,0,1,1,0
0,51,Brown,Northwest,0,0,0,0
0,21,Brown,Northeast,0,0,1,1
0,21,Black,Northeast,1,1,1,1
0,47,Brown,Northeast,1,0,0,1
0,44,Blond,Northwest,0,0,0,0
0,41,Blond,Northwest,0,1,0,1
0,53,Blond,Southeast,1,0,1,0
0,46,Black,Northeast,0,1,0,0
0,29,Blond,Southwest,1,1,1,0
0,50,Blond,Northwest,0,1,0,0
0,47,Blond,Northeast,1,0,0,1
0,33,Brown,Southwest,0,1,0,1
0,50,Blond,Northeast,0,1,1,1
0,36,Blond,Southeast,0,0,1,0
0,23,Black,Northwest,1,1,0,1
0,35,Blond,Southeast,0,1,0,0
0,41,Brown,Southwest,0,0,0,1
0,23,Blond,Southeast,0,1,0,1
0,27,Blond,Southwest,1,1,0,1
0,60,Black,Southeast,1,0,0,1
0,30,Blond,Southwest,0,1,0,1
0,23,Red,Southeast,0,0,1,0
0,38,Brown,Southwest,0,0,0,1
0,25,Brown,Northeast,0,1,1,0
0,44,Black,Northwest,1,0,1,1
0,51,Blond,Southwest,0,0,0,1
0,41,Blond,Northeast,0,0,0,1
0,60,Brown,Northwest,0,1,1,0
0,30,Black,Southeast,0,0,0,0
0,35,Blond,Southeast,0,1,0,0
0,35,Black,Southwest,0,1,0,1
0,56,Brown,Southwest,1,0,1,0
0,40,Black,Northwest,0,1,0,1
0,50,Black,Northeast,0,0,1,1
0,36,Blond,Southeast,0,0,1,0
0,28,Brown,Southwest,0,0,0,0
0,26,Blond,Northeast,0,0,1,1
0,32,Brown,Southwest,0,1,0,1
0,49,Black,Southeast,0,0,0,1
0,60,Blond,Southwest,0,0,0,0
0,36,Blond,Northwest,0,1,0,1
0,33,Brown,Northeast,1,1,1,1
0,58,Black,Northwest,1,0,1,1
0,22,Blond,Southwest,0,0,1,0
0,26,Brown,Southeast,1,1,1,1
0,26,Red,Northwest,0,1,0,1
0,32,Brown,Southeast,0,0,0,0
0,33,Blond,Southwest,0,1,0,0
0,22,Blond,Southeast,1,0,0,0
0,60,Brown,Southeast,0,1,1,1
0,60,Black,Southwest,1,0,1,1
0,56,Blond,Southeast,0,1,0,1
0,40,Blond,Southwest,0,1,1,1
0,37,Blond,Southeast,0,1,1,1
0,45,Brown,Southwest,1,1,0,1
0,27,Black,Northwest,1,1,0,1
0,51,Blond,Northeast,1,1,0,1
1,34,Brown,Southwest,1,1,0,1
0,24,Blond,Southeast,0,0,1,1
0,28,Blond,Northwest,0,0,1,1
0,32,Brown,Southwest,0,1,0,1
0,42,Blond,Northwest,0,1,1,1
0,28,Brown,Northeast,0,0,1,1
0,51,Brown,Southwest,1,1,0,1
0,35,Brown,Southeast,0,0,0,1
0,41,Blond,Northwest,0,1,0,1
0,44,Black,Southeast,0,0,1,1
0,59,Brown,Southwest,0,1,0,0
0,58,Brown,Southwest,1,1,0,0
0,25,Blond,Northwest,1,1,1,1
0,38,Brown,Northwest,0,0,0,1
0,36,Blond,Southeast,0,0,0,1
0,23,Blond,Southeast,0,1,0,1
0,22,Brown,Southeast,0,0,0,0
0,36,Brown,Northeast,0,1,0,1
0,22,Blond,Southeast,0,0,0,1
0,45,Brown,Northwest,0,1,0,1
0,24,Blond,Southeast,0,0,0,1
0,57,Brown,Northeast,1,1,0,1
0,24,Brown,Northeast,0,1,0,1
0,34,Black,Southwest,0,0,1,0
0,48,Brown,Northwest,0,1,1,1
0,59,Blond,Northeast,1,0,1,1
0,50,Blond,Northwest,0,1,0,1
0,32,Blond,Northwest,0,1,1,1
0,34,Blond,Northeast,1,1,1,0
0,56,Brown,Southwest,1,0,1,1
0,46,Blond,Northwest,1,0,1,1
0,31,Brown,Northwest,1,1,0,1
0,41,Black,Southeast,0,0,0,1
0,45,Brown,Southeast,0,0,0,1
0,57,Black,Northeast,0,0,0,0
0,31,Blond,Southwest,0,1,0,1
0,57,Red,Northwest,1,1,0,1
1,52,Brown,Southeast,1,1,0,1
0,53,Brown,Northeast,0,1,0,1
0,30,Blond,Southeast,0,1,0,1
0,54,Blond,Northeast,1,0,0,1
0,22,Brown,Southeast,0,1,1,0
0,25,Brown,Southwest,0,0,0,1
0,56,Brown,Southwest,0,1,1,1
0,58,Blond,Northwest,1,0,0,1
0,54,Brown,Southeast,0,0,1,1
0,39,Blond,Northwest,0,1,0,0
0,42,Red,Southwest,0,1,1,0
0,41,Blond,Northwest,0,1,0,1
0,46,Black,Northeast,0,0,0,1
0,44,Blond,Northwest,0,0,1,1
0,21,Brown,Northeast,0,0,0,1
0,21,Red,Northwest,1,0,0,1
0,54,Black,Northwest,0,0,0,0
0,24,Blond,Northeast,1,0,1,1
0,39,Blond,Northwest,1,1,1,0
0,48,Black,Southwest,1,0,0,1
0,27,Brown,Northwest,1,1,0,1
0,53,Brown,Northwest,0,1,0,1
0,23,Black,Northeast,0,0,1,1
0,25,Black,Southeast,0,0,0,1
