OBS#,CHK_ACCT,duration,history,new_car,used_car,furniture,radio/tv,education,retraining,amount,SAV_ACCT,employment,install_rate,MALE_DIV,male_single,MALE_MAR_or_WID,CO-APPLICANT,guarantor,present_resident,real_estate,PROP_UNKN_NONE,age,other_install,rent,OWN_RES,num_credits,job,num_dependents,telephone,foreign,response
424,3,21,3,0,0,1,0,0,0,1591,1,3,4,0,1,0,0,0,3,1,0,34,0,0,1,2,3,1,0,0,1
425,1,12,2,0,0,1,0,0,0,2762,4,4,1,0,0,0,0,0,2,0,0,25,1,0,1,1,2,1,1,0,0
426,1,18,2,0,1,0,0,0,0,2779,0,2,1,0,0,1,0,0,3,0,0,21,0,1,0,1,2,1,1,0,1
427,3,28,4,0,0,0,1,0,0,2743,0,4,4,0,1,0,0,0,2,0,0,29,0,0,1,2,2,1,0,0,1
428,3,18,4,0,0,0,1,0,0,1149,3,2,4,0,1,0,0,0,3,1,0,46,0,0,1,2,2,1,0,0,1
429,3,9,2,0,0,1,0,0,0,1313,0,4,1,0,1,0,0,0,4,0,0,20,0,0,1,1,2,1,0,0,1
430,0,18,4,0,0,0,0,0,0,1190,0,0,2,0,0,0,0,0,4,0,1,55,0,0,0,3,0,2,0,0,0
431,3,5,2,0,0,0,0,0,1,3448,0,3,1,0,1,0,0,0,4,1,0,74,0,0,1,1,1,1,0,0,1
432,1,24,2,0,0,0,0,0,0,11328,0,2,2,0,1,0,1,0,3,0,0,29,1,0,1,2,3,1,1,0,0
433,0,6,4,0,0,1,0,0,0,1872,0,0,4,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0,1
434,3,24,4,0,0,0,0,0,0,2058,0,2,4,1,0,0,0,0,2,1,0,33,0,0,1,2,2,1,1,0,1
435,0,9,2,0,0,1,0,0,0,2136,0,2,3,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0,1
436,1,12,2,0,0,0,1,0,0,1484,4,2,2,0,0,1,0,0,1,1,0,25,0,0,1,1,2,1,1,0,0
437,3,6,2,0,0,0,0,0,0,660,2,3,2,0,0,1,0,0,4,1,0,23,0,1,0,1,1,1,0,0,1
438,3,24,4,1,0,0,0,0,0,1287,3,4,4,0,0,0,0,0,4,1,0,37,0,0,1,2,2,1,1,0,1
439,0,42,4,0,0,0,0,0,0,3394,0,0,4,0,1,0,1,0,4,0,0,65,0,0,1,2,0,1,0,0,1
440,2,12,1,0,0,0,0,0,1,609,0,1,4,0,0,0,0,0,1,1,0,26,0,0,1,1,0,1,0,0,0
441,3,12,2,1,0,0,0,0,0,1884,0,4,4,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,1,0,1
442,0,12,2,0,0,1,0,0,0,1620,0,2,2,0,0,0,1,0,3,0,0,30,0,0,1,1,2,1,0,0,1
443,1,20,3,0,0,0,0,0,0,2629,0,2,2,0,1,0,0,0,3,0,0,29,1,0,1,2,2,1,1,0,1
444,3,12,2,0,0,0,0,1,0,719,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0,0
445,1,48,4,0,0,1,0,0,0,5096,0,2,2,0,0,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0,0
446,3,9,4,0,0,0,0,1,0,1244,4,4,4,0,0,0,0,0,4,0,0,41,0,1,0,2,1,1,0,0,1
447,0,36,2,1,0,0,0,0,0,1842,0,1,4,0,0,0,0,0,4,0,0,34,0,0,1,1,2,1,1,0,0
448,1,7,2,0,0,0,1,0,0,2576,0,2,2,0,1,0,0,1,2,1,0,35,0,0,1,1,2,1,0,0,1
449,2,12,2,0,0,1,0,0,0,1424,4,4,3,0,0,0,0,0,4,1,0,55,0,0,1,1,3,1,1,0,1
450,1,15,3,0,0,0,0,0,0,1512,3,2,3,0,0,1,0,0,3,0,0,61,1,0,1,2,2,1,0,0,0
451,3,36,4,0,1,0,0,0,0,11054,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,3,1,1,0,1
452,3,6,2,0,0,0,1,0,0,518,0,2,3,0,0,0,0,0,1,1,0,29,0,0,1,1,2,1,0,0,1
453,3,12,0,0,0,1,0,0,0,2759,0,4,2,0,1,0,0,0,4,0,0,34,0,0,1,2,2,1,0,0,1
454,3,24,2,0,1,0,0,0,0,2670,0,4,4,0,1,0,0,0,4,0,0,35,0,0,1,1,3,1,1,0,1
455,0,24,2,1,0,0,0,0,0,4817,0,3,2,0,1,0,1,0,3,0,0,31,0,0,1,1,2,1,1,0,0
456,3,24,2,0,1,0,0,0,0,2679,0,1,4,0,0,0,0,0,1,0,1,29,0,0,1,1,3,1,1,0,1
457,0,11,4,1,0,0,0,0,0,3905,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0,1
458,0,12,2,0,1,0,0,0,0,3386,0,4,3,0,1,0,0,0,4,0,1,35,0,0,0,1,2,1,1,0,0
459,0,6,2,0,0,0,0,0,0,343,0,1,4,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0,1
460,3,18,2,0,0,0,1,0,0,4594,0,1,3,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0,1
461,0,36,2,0,0,1,0,0,0,3620,0,2,1,0,1,0,0,1,2,0,0,37,0,0,1,1,2,2,0,0,1
462,0,15,2,1,0,0,0,0,0,1721,0,1,2,0,1,0,0,0,3,1,0,36,0,0,1,1,2,1,0,0,1
463,1,12,2,0,0,1,0,0,0,3017,0,1,3,0,0,0,0,0,1,1,0,34,0,1,0,1,3,1,0,0,1
464,1,12,2,0,0,0,0,0,0,754,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,2,2,1,0,0,1
465,3,18,2,0,0,0,0,0,1,1950,0,3,4,0,1,0,0,0,1,0,0,34,1,0,1,2,2,1,1,0,1
466,0,24,2,0,1,0,0,0,0,2924,0,2,3,0,1,0,0,1,4,0,1,63,1,0,1,1,2,2,1,0,1
467,0,24,3,0,0,0,1,0,0,1659,0,1,4,0,0,0,0,0,2,0,0,29,0,1,0,1,1,1,1,0,0
468,3,48,3,0,0,0,1,0,0,7238,4,4,3,0,1,0,0,0,3,0,0,32,1,0,1,2,2,2,0,0,1
469,3,33,3,0,0,0,0,0,1,2764,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,1,0,1
470,3,24,3,0,1,0,0,0,0,4679,0,3,3,0,1,0,0,0,3,0,0,35,0,0,1,2,1,1,1,0,1
471,1,24,2,0,0,0,1,0,0,3092,1,1,3,0,0,1,0,0,2,0,0,22,0,1,0,1,2,1,1,0,0
472,0,6,2,0,0,0,0,1,0,448,0,1,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0,0
473,0,9,2,1,0,0,0,0,0,654,0,2,4,0,1,0,0,0,3,0,0,28,0,0,1,1,1,1,0,0,0
474,3,6,2,0,0,0,0,0,0,1238,4,0,4,0,1,0,0,0,4,0,0,36,0,0,1,1,3,2,1,0,1
475,1,18,4,0,0,0,1,0,0,1245,0,2,4,0,0,1,0,0,2,0,0,33,0,0,1,1,2,1,0,0,0
476,0,18,0,0,0,1,0,0,0,3114,0,1,1,0,0,0,0,0,4,0,0,26,0,1,0,1,2,1,0,0,0
477,3,39,2,0,1,0,0,0,0,2569,2,2,4,0,1,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0,1
478,2,24,2,0,0,0,1,0,0,5152,0,3,4,0,1,0,0,0,2,0,0,25,1,0,1,1,2,1,0,0,1
479,1,12,2,0,0,0,0,0,1,1037,1,3,3,0,1,0,0,0,4,1,0,39,0,0,1,1,1,1,0,0,1
480,0,15,4,0,0,1,0,0,0,1478,0,4,4,0,1,0,0,0,4,0,0,44,0,0,1,2,2,2,1,0,1
481,1,12,4,0,0,0,1,0,0,3573,0,2,1,0,0,0,0,0,1,1,0,23,0,0,1,1,1,1,0,0,1
482,1,24,2,1,0,0,0,0,0,1201,0,1,4,0,1,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1
483,0,30,2,0,0,1,0,0,0,3622,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,2,1,1,0,1
484,3,15,3,0,0,1,0,0,0,960,3,3,3,0,0,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0,1
485,3,12,4,1,0,0,0,0,0,1163,2,2,4,0,1,0,0,0,4,1,0,44,0,0,1,1,2,1,1,0,1
486,1,6,3,1,0,0,0,0,0,1209,0,0,4,0,1,0,0,0,4,0,0,47,0,0,1,1,3,1,1,0,0
487,3,12,2,0,0,0,1,0,0,3077,0,2,2,0,1,0,0,0,4,0,0,52,0,0,1,1,2,1,1,0,1
488,3,24,2,1,0,0,0,0,0,3757,0,4,4,0,0,0,1,0,4,0,1,62,0,0,0,1,2,1,1,0,1
489,3,10,2,1,0,0,0,0,0,1418,1,2,3,0,1,0,0,0,2,1,0,35,0,1,0,1,1,1,0,1,1
490,3,6,2,1,0,0,0,0,0,3518,0,2,2,0,1,0,0,1,3,0,0,26,0,1,0,1,2,1,0,0,1
491,3,12,4,0,0,0,1,0,0,1934,0,4,2,0,1,0,0,0,2,0,1,26,0,0,1,2,2,1,0,0,1
492,1,27,0,0,0,0,0,0,1,8318,0,4,2,0,0,0,0,0,4,0,1,42,0,0,0,2,3,1,1,0,0
493,3,6,4,0,0,0,1,0,0,1237,1,2,1,0,0,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0,1
494,1,6,2,0,0,0,1,0,0,368,4,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0,1
495,0,12,4,1,0,0,0,0,0,2122,0,2,3,0,1,0,0,0,2,1,0,39,0,1,0,2,1,2,0,1,1
496,0,24,2,0,0,1,0,0,0,2996,4,2,2,0,0,1,0,0,4,0,0,20,0,0,1,1,2,1,0,0,0
497,1,36,2,0,0,1,0,0,0,9034,1,1,4,0,1,0,1,0,1,0,1,29,0,1,0,1,3,1,1,0,0
498,3,24,4,0,0,1,0,0,0,1585,0,3,4,0,1,0,0,0,3,0,0,40,0,0,1,2,2,1,0,0,1
499,1,18,2,0,0,0,1,0,0,1301,0,4,4,0,0,1,0,1,2,1,0,32,0,0,1,1,1,1,0,0,1
500,2,6,4,1,0,0,0,0,0,1323,1,4,2,1,0,0,0,0,4,0,0,28,0,0,1,2,2,2,1,0,1
501,0,24,2,1,0,0,0,0,0,3123,0,1,4,0,0,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0,0
502,0,36,2,0,1,0,0,0,0,5493,0,4,2,0,1,0,0,0,4,0,1,42,0,0,0,1,2,2,0,0,1
503,2,9,2,0,0,0,1,0,0,1126,1,4,2,1,0,0,0,0,4,1,0,49,0,0,1,1,2,1,0,0,1
504,1,24,4,0,0,0,1,0,0,1216,1,1,4,0,1,0,0,0,4,0,1,38,1,0,1,2,2,2,0,0,0
505,0,24,2,1,0,0,0,0,0,1207,0,1,4,0,0,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0,0
506,3,10,2,1,0,0,0,0,0,1309,4,2,4,0,1,0,0,1,4,0,0,27,0,0,1,1,1,1,0,0,0
507,2,15,4,0,1,0,0,0,0,2360,2,2,2,0,1,0,0,0,2,0,0,36,0,0,1,1,2,1,1,0,1
508,1,15,1,1,0,0,0,0,0,6850,1,0,1,0,1,0,0,0,2,0,0,34,0,0,1,1,3,2,1,0,0
509,3,24,2,0,0,0,1,0,0,1413,0,2,4,0,0,1,0,0,2,0,0,28,0,0,1,1,2,1,0,0,1
510,3,39,2,0,1,0,0,0,0,8588,1,4,4,0,1,0,0,0,2,0,0,45,0,0,1,1,3,1,1,0,1
511,0,12,2,1,0,0,0,0,0,759,0,3,4,0,1,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0,0
512,3,36,2,0,1,0,0,0,0,4686,0,2,2,0,1,0,0,0,2,0,1,32,0,0,0,1,3,1,1,0,1
513,2,15,2,0,0,0,0,0,1,2687,0,3,2,0,1,0,0,0,4,0,0,26,0,1,0,1,2,1,1,0,1
514,1,12,3,0,0,0,1,0,0,585,0,2,4,0,0,1,1,0,4,1,0,20,0,1,0,2,2,1,0,0,1
515,3,24,2,1,0,0,0,0,0,2255,4,1,4,0,1,0,0,0,1,0,0,54,0,0,1,1,2,1,0,0,1
516,0,6,4,1,0,0,0,0,0,609,0,3,4,0,0,0,0,0,3,0,0,37,0,0,1,2,2,1,0,1,1
517,0,6,4,1,0,0,0,0,0,1361,0,1,2,0,1,0,0,0,4,1,0,40,0,0,1,1,1,2,0,1,1
518,3,36,4,0,0,1,0,0,0,7127,0,1,2,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,1,0,0
519,0,6,2,1,0,0,0,0,0,1203,1,4,3,0,1,0,0,0,2,0,0,43,0,0,1,1,2,1,1,0,1
520,3,6,4,0,0,0,1,0,0,700,4,4,4,0,1,0,0,0,4,0,1,36,0,0,0,2,2,1,0,0,1
521,3,24,4,0,0,0,0,0,0,5507,0,4,3,0,1,0,0,0,4,0,1,44,0,0,0,2,2,1,0,0,1
522,0,18,2,0,0,0,1,0,0,3190,0,2,2,0,0,0,0,0,2,1,0,24,0,0,1,1,2,1,0,0,0
523,0,48,0,0,0,1,0,0,0,7119,0,2,3,0,1,0,0,0,4,0,1,53,0,0,0,2,2,2,0,0,0
524,3,24,2,0,1,0,0,0,0,3488,1,3,3,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0,1
525,1,18,2,0,0,0,1,0,0,1113,0,2,4,0,0,0,0,1,4,1,0,26,0,0,1,1,1,2,0,0,1
526,1,26,2,0,1,0,0,0,0,7966,0,1,2,0,1,0,0,0,3,0,0,30,0,0,1,2,2,1,0,0,1
527,3,15,4,0,0,0,0,1,0,1532,1,2,4,0,0,0,0,0,3,0,0,31,0,0,1,1,2,1,0,0,1
528,3,4,4,0,0,0,1,0,0,1503,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,2,1,2,0,0,1
529,0,36,2,0,0,0,1,0,0,2302,0,2,4,1,0,0,0,0,4,0,0,31,0,1,0,1,2,1,0,0,0
530,0,6,2,1,0,0,0,0,0,662,0,1,3,0,1,0,0,0,4,1,0,41,0,0,1,1,1,2,1,0,1
531,1,36,2,0,0,0,0,1,0,2273,0,3,3,0,1,0,0,0,1,0,0,32,0,0,1,2,2,2,0,0,1
532,1,15,2,1,0,0,0,0,0,2631,1,2,2,0,0,0,0,0,4,0,0,28,0,1,0,2,2,1,1,0,0
533,3,12,3,0,1,0,0,0,0,1503,0,2,4,0,0,1,0,0,4,1,0,41,0,1,0,1,2,1,0,0,1
534,3,24,2,0,0,0,1,0,0,1311,1,3,4,0,0,1,0,0,3,0,0,26,0,0,1,1,2,1,1,0,1
535,3,24,2,0,0,0,1,0,0,3105,4,1,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0,1
536,2,21,4,0,0,0,0,1,0,2319,0,1,2,1,0,0,0,0,1,0,0,33,0,1,0,1,2,1,0,0,0
537,0,6,2,1,0,0,0,0,0,1374,4,0,4,0,0,0,0,0,3,0,0,75,0,0,1,1,3,1,1,0,1
538,1,18,4,0,0,1,0,0,0,3612,0,4,3,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0,1
539,0,48,2,1,0,0,0,0,0,7763,0,4,4,0,1,0,0,0,4,0,1,42,1,0,0,1,3,1,0,0,0
540,2,18,2,0,0,1,0,0,0,3049,0,1,1,0,0,0,0,0,1,0,0,45,1,0,1,1,1,1,0,0,1
541,1,12,2,0,0,0,1,0,0,1534,0,1,1,0,0,1,0,0,1,1,0,23,0,1,0,1,2,1,0,0,0
542,3,24,3,1,0,0,0,0,0,2032,0,4,4,0,1,0,0,0,4,0,1,60,0,0,0,2,2,1,1,0,1
543,0,30,2,0,0,1,0,0,0,6350,4,4,4,0,1,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0,0
544,2,18,2,0,0,1,0,0,0,2864,0,2,2,0,1,0,0,0,1,1,0,34,0,0,1,1,1,2,0,0,0
545,3,12,4,1,0,0,0,0,0,1255,0,4,4,0,1,0,0,0,4,1,0,61,0,0,1,2,1,1,0,0,1
546,0,24,3,1,0,0,0,0,0,1333,0,0,4,0,1,0,0,0,2,1,0,43,0,0,0,2,2,2,0,0,0
547,3,24,4,1,0,0,0,0,0,2022,0,2,4,0,0,0,0,0,4,0,0,37,0,0,1,1,2,1,1,0,1
548,3,24,2,0,0,0,1,0,0,1552,0,3,3,0,1,0,0,0,1,0,0,32,1,0,1,1,2,2,0,0,1
549,0,12,1,0,0,0,1,0,0,626,0,2,4,0,0,0,0,0,4,1,0,24,1,0,1,1,1,1,0,0,0
550,3,48,4,0,1,0,0,0,0,8858,4,3,2,0,1,0,0,0,1,0,1,35,0,0,0,2,2,1,1,0,1
551,3,12,4,0,0,0,0,0,0,996,4,3,4,0,0,0,0,0,4,1,0,23,0,0,1,2,2,1,0,0,1
552,3,6,1,0,0,0,1,0,0,1750,2,4,2,0,1,0,0,0,4,0,0,45,1,0,1,1,1,2,0,0,1
553,0,48,2,0,0,0,1,0,0,6999,0,3,1,0,0,1,0,1,1,1,0,34,0,0,1,2,2,1,1,0,0
554,1,12,4,1,0,0,0,0,0,1995,1,1,4,0,1,0,0,0,1,0,0,27,0,0,1,1,2,1,0,0,1
555,1,9,2,0,0,0,0,1,0,1199,0,3,4,0,0,0,0,0,4,0,0,67,0,0,1,2,3,1,1,0,1
556,1,12,2,0,0,0,1,0,0,1331,0,1,2,0,1,0,0,0,1,0,0,22,1,0,1,1,2,1,0,0,0
557,1,18,0,1,0,0,0,0,0,2278,1,1,3,0,0,0,0,0,3,0,0,28,0,0,1,2,2,1,0,0,0
558,3,21,0,1,0,0,0,0,0,5003,4,2,1,0,0,0,0,0,4,0,0,29,1,0,1,2,2,1,1,0,0
559,0,24,1,0,0,1,0,0,0,3552,0,3,3,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0,0
560,1,18,4,0,0,1,0,0,0,1928,0,1,2,0,1,0,0,0,2,1,0,31,0,0,1,2,1,1,0,0,0
561,0,24,2,0,1,0,0,0,0,2964,4,4,4,0,1,0,0,0,4,0,1,49,1,0,0,1,2,2,1,0,1
562,0,24,1,0,0,0,1,0,0,1546,0,3,4,0,1,0,0,1,4,0,0,24,1,1,0,1,1,1,0,0,0
563,2,6,3,0,0,0,1,0,0,683,0,1,2,0,0,0,0,0,1,0,0,29,1,0,1,1,2,1,0,0,1
564,1,36,2,1,0,0,0,0,0,12389,4,2,1,0,1,0,0,0,4,0,1,37,0,0,0,1,2,1,1,0,0
565,1,24,3,0,0,0,0,0,1,4712,4,2,4,0,1,0,0,0,2,0,0,37,1,0,1,2,3,1,1,0,1
566,1,24,3,0,0,0,1,0,0,1553,1,3,3,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0,1
567,0,12,2,1,0,0,0,0,0,1372,0,3,2,1,0,0,0,0,3,0,0,36,0,0,1,1,2,1,0,0,0
568,3,24,4,0,0,0,1,0,0,2578,3,4,2,0,1,0,0,0,2,0,0,34,0,0,1,1,2,1,0,0,1
569,1,48,2,0,0,0,1,0,0,3979,4,3,4,0,1,0,0,0,1,0,0,41,0,0,1,2,2,2,1,0,1
570,0,48,2,0,0,0,1,0,0,6758,0,2,3,0,0,0,0,0,2,0,0,31,0,0,1,1,2,1,1,0,0
571,0,24,2,0,0,1,0,0,0,3234,0,1,4,0,0,0,0,0,4,1,0,23,0,1,0,1,1,1,1,0,0
572,3,30,4,0,0,0,1,0,0,5954,0,3,3,0,1,0,1,0,2,0,0,38,0,0,1,1,2,1,0,0,1
573,3,24,2,0,1,0,0,0,0,5433,4,0,2,0,0,0,0,0,4,0,0,26,0,1,0,1,3,1,1,0,1
574,0,15,2,0,0,0,0,0,1,806,0,2,4,0,0,0,0,0,4,0,0,22,0,0,1,1,1,1,0,0,1
575,1,9,2,0,0,0,1,0,0,1082,0,4,4,0,1,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0,1
576,3,15,4,0,0,1,0,0,0,2788,0,3,2,0,0,0,1,0,3,0,0,24,1,0,1,2,2,1,0,0,1
577,1,12,2,0,0,0,1,0,0,2930,0,3,2,0,0,0,0,0,1,1,0,27,0,0,1,1,2,1,0,0,1
578,3,24,4,0,0,0,0,1,0,1927,4,2,3,0,0,0,0,0,2,0,0,33,0,0,1,2,2,1,1,0,1
579,1,36,4,1,0,0,0,0,0,2820,0,1,4,1,0,0,0,0,4,0,0,27,0,0,1,2,2,1,0,0,0
580,3,24,2,0,0,0,0,0,0,937,0,1,4,0,0,1,0,0,3,0,0,27,0,0,1,2,1,1,0,0,1
581,1,18,4,1,0,0,0,0,0,1056,0,4,3,0,1,0,0,1,3,1,0,30,1,0,1,2,2,1,0,0,0
582,1,12,4,1,0,0,0,0,0,3124,0,1,1,0,1,0,0,0,3,1,0,49,1,0,1,2,1,2,0,0,1
583,3,9,2,0,0,1,0,0,0,1388,0,2,4,0,0,0,0,0,2,1,0,26,0,1,0,1,2,1,0,0,1
584,1,36,2,0,0,0,0,0,0,2384,0,1,4,0,1,0,0,0,1,0,1,33,0,1,0,1,1,1,0,0,0
585,3,12,2,1,0,0,0,0,0,2133,4,4,4,0,0,0,0,0,4,0,1,52,0,0,0,1,3,1,1,0,1
586,0,18,2,0,0,1,0,0,0,2039,0,2,1,0,0,0,0,0,4,1,0,20,1,1,0,1,2,1,0,0,0
587,0,9,4,1,0,0,0,0,0,2799,0,2,2,0,1,0,0,0,2,1,0,36,0,1,0,2,2,2,0,0,1
588,0,12,2,0,0,1,0,0,0,1289,0,2,4,0,1,0,0,1,1,0,0,21,0,0,1,1,1,1,0,0,1
589,0,18,2,0,0,0,0,0,0,1217,0,2,4,0,0,1,0,0,3,1,0,47,0,0,1,1,1,1,1,0,0
590,0,12,4,0,0,1,0,0,0,2246,0,4,3,0,1,0,0,0,3,0,0,60,0,0,1,2,2,1,0,0,0
591,0,12,4,0,0,0,1,0,0,385,0,3,4,0,0,0,0,0,3,1,0,58,0,0,1,4,1,1,1,0,1
592,1,24,3,1,0,0,0,0,0,1965,4,2,4,0,0,0,0,0,4,0,0,42,0,1,0,2,2,1,1,0,1
593,3,21,2,0,0,0,0,0,1,1572,3,4,4,0,0,0,0,0,4,1,0,36,1,0,1,1,1,1,0,0,1
594,1,24,2,1,0,0,0,0,0,2718,0,2,3,0,0,0,0,0,4,0,0,20,0,1,0,1,1,1,1,0,0
595,0,24,1,0,0,0,0,0,0,1358,4,4,4,0,1,0,0,0,3,0,0,40,1,0,1,1,3,1,1,0,0
596,1,6,1,1,0,0,0,0,0,931,1,1,1,0,0,0,0,0,1,0,0,32,1,0,1,1,1,1,0,0,0
597,0,24,2,1,0,0,0,0,0,1442,0,3,4,0,0,0,0,0,4,0,0,23,0,1,0,2,2,1,0,0,0
598,1,24,0,0,0,0,0,0,1,4241,0,2,1,0,1,0,0,0,4,1,0,36,0,0,1,3,1,1,1,0,0
599,3,18,4,1,0,0,0,0,0,2775,0,3,2,0,1,0,0,0,2,0,0,31,1,0,1,2,2,1,0,0,0
600,3,24,3,0,0,0,0,0,1,3863,0,2,1,0,1,0,0,0,2,0,1,32,0,0,0,1,2,1,0,0,1
601,1,7,2,0,0,0,1,0,0,2329,0,1,1,0,0,0,0,1,1,1,0,45,0,0,1,1,2,1,0,0,1
602,1,9,2,0,0,1,0,0,0,918,0,2,4,0,0,0,0,0,1,0,0,30,0,0,1,1,2,1,0,0,0
603,1,24,1,0,0,0,0,1,0,1837,0,3,4,0,0,0,0,0,4,0,1,34,1,0,0,1,1,1,0,0,0
604,3,36,2,0,0,1,0,0,0,3349,0,2,4,0,0,0,0,0,2,0,0,28,0,0,1,1,3,1,1,0,0
605,2,10,2,0,0,1,0,0,0,1275,0,1,4,0,0,0,0,0,2,0,0,23,0,0,1,1,2,1,0,0,1
606,0,24,1,0,0,1,0,0,0,2828,2,2,4,0,1,0,0,0,4,1,0,22,1,0,1,1,2,1,1,0,1
607,3,24,4,0,0,0,0,0,1,4526,0,2,3,0,1,0,0,0,2,1,0,74,0,0,1,1,3,1,1,0,1
608,1,36,2,0,0,0,1,0,0,2671,1,2,4,0,0,0,1,0,4,0,1,50,0,0,0,1,2,1,0,0,0
609,3,18,2,0,0,0,1,0,0,2051,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,2,1,0,0,1
610,3,15,2,0,1,0,0,0,0,1300,4,4,4,0,1,0,0,0,4,0,1,45,1,0,0,1,2,2,0,0,1
611,0,12,2,0,0,0,0,0,0,741,1,0,4,0,0,0,0,0,3,0,0,22,0,0,1,1,2,1,0,0,0
612,2,10,2,1,0,0,0,0,0,1240,1,4,1,0,0,0,0,0,4,0,1,48,0,0,0,1,1,2,0,0,0
613,0,21,2,0,0,0,1,0,0,3357,3,1,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0,1
614,0,24,1,0,1,0,0,0,0,3632,0,2,1,0,0,0,0,1,4,0,0,22,1,1,0,1,2,1,0,1,1
615,3,18,3,0,0,1,0,0,0,1808,0,3,4,0,0,0,0,0,1,1,0,22,0,0,1,1,2,1,0,0,0
616,1,48,0,0,0,0,0,0,1,12204,4,2,2,0,1,0,0,0,2,0,0,48,1,0,1,1,3,1,1,0,1
617,1,60,3,0,0,0,1,0,0,9157,4,2,2,0,1,0,0,0,2,0,1,27,0,0,0,1,3,1,0,0,1
618,0,6,4,1,0,0,0,0,0,3676,0,2,1,0,1,0,0,0,3,1,0,37,0,1,0,3,2,2,0,0,1
619,1,30,2,0,0,1,0,0,0,3441,1,2,2,0,0,0,1,0,4,0,0,21,0,1,0,1,2,1,0,0,0
620,3,12,2,1,0,0,0,0,0,640,0,2,4,1,0,0,0,0,2,1,0,49,0,0,1,1,1,1,0,0,1
621,1,21,4,0,0,0,0,0,1,3652,0,3,2,0,1,0,0,0,3,0,0,27,0,0,1,2,2,1,0,0,1
622,3,18,4,1,0,0,0,0,0,1530,0,2,3,0,1,0,0,0,2,0,0,32,1,0,1,2,2,1,0,0,0
623,3,48,2,0,0,0,0,0,1,3914,4,2,4,1,0,0,0,0,2,1,0,38,1,0,1,1,2,1,0,0,0
624,0,12,2,0,0,1,0,0,0,1858,0,1,4,0,0,0,0,0,1,0,0,22,0,1,0,1,2,1,0,0,1
625,0,18,2,0,0,0,1,0,0,2600,0,2,4,0,1,0,0,0,4,0,1,65,0,0,0,2,2,1,0,0,0
626,3,15,2,0,0,0,1,0,0,1979,4,4,4,0,1,0,0,0,2,0,0,35,0,0,1,1,2,1,0,0,1
627,2,6,2,0,0,1,0,0,0,2116,0,2,2,0,1,0,0,0,2,1,0,41,0,0,1,1,2,1,1,0,1
628,1,9,1,1,0,0,0,0,0,1437,1,3,2,0,1,0,0,0,3,0,1,29,0,0,1,1,2,1,0,0,0
629,3,42,4,0,0,1,0,0,0,4042,2,2,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,1,0,1
630,3,9,2,0,0,0,0,1,0,3832,4,4,1,0,1,0,0,0,4,1,0,64,0,0,1,1,1,1,0,0,1
631,0,24,2,0,0,0,1,0,0,3660,0,2,2,0,0,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0,1
632,0,18,1,0,0,1,0,0,0,1553,0,2,4,0,1,0,0,0,3,0,0,44,1,0,1,1,2,1,0,0,0
633,1,15,2,0,0,0,1,0,0,1444,4,1,4,0,1,0,0,0,1,0,0,23,0,0,1,1,2,1,0,0,1
634,3,9,2,0,0,1,0,0,0,1980,0,1,2,0,0,0,1,0,2,0,0,19,0,1,0,2,2,1,0,0,0
635,1,24,2,1,0,0,0,0,0,1355,0,1,3,0,0,0,0,0,4,0,0,25,0,0,1,1,1,1,1,0,0
636,3,12,2,0,0,0,0,1,0,1393,0,4,4,0,1,0,0,0,4,0,0,47,1,0,1,3,2,2,1,0,1
