ID#,balance,qual_miles,cc1_miles,cc2_miles,cc3_miles,bonus_miles,bonus_trans,flight_miles_12mo,flight_trans_12,days_since_enroll,award?
1036,153554,0,1,1,1,11786,6,1750,4,5784,1
1037,42990,0,1,1,1,5345,3,0,0,5804,0
1038,16664,0,1,1,1,0,0,0,0,5778,1
1039,37618,0,3,1,1,17385,7,0,0,5818,0
1040,53384,0,3,1,1,16907,12,0,0,5778,0
1041,43326,0,1,1,1,1100,7,1100,7,5776,0
1042,113683,0,3,1,1,11821,12,0,0,5773,0
1043,77930,0,4,1,1,37541,35,3600,18,5773,1
1044,27625,0,3,1,1,27799,16,500,1,5772,1
1045,33835,0,1,1,1,2280,7,1000,2,5771,0
1046,170049,3692,2,1,1,10232,16,750,2,5770,0
1047,154664,0,4,1,3,73881,33,0,0,5769,0
1048,36935,0,4,1,1,34448,17,0,0,5766,1
1049,67904,0,1,1,1,81,1,0,0,5764,0
1050,57434,0,2,1,1,11140,16,0,0,5770,1
1051,11031,0,1,1,1,1600,5,0,0,5762,0
1052,78268,0,1,1,1,6172,13,500,1,5758,0
1053,98213,0,5,1,1,68013,29,0,0,5755,1
1054,9430,0,3,1,1,11323,13,0,0,5756,1
1055,5195,0,1,1,1,33050,3,50,1,5755,1
1056,9793,0,1,1,1,3100,2,0,0,5755,0
1057,34690,0,3,1,1,18124,14,0,0,5752,1
1058,138368,0,5,1,1,68663,13,0,0,5755,0
1059,63547,0,4,1,1,31745,14,0,0,5748,0
1060,217130,0,4,1,1,51202,20,0,0,5745,0
1061,14106,0,1,1,1,475,4,0,0,5749,0
1062,44026,0,2,1,1,12282,18,634,1,5738,0
1063,62183,1896,4,1,1,38635,18,0,0,5738,1
1064,165534,0,5,1,1,71312,18,1000,2,5736,1
1065,45358,0,3,1,1,14507,9,0,0,5735,0
1066,72325,0,5,1,1,56792,16,0,0,5731,1
1067,190285,0,5,1,1,69262,16,348,1,5728,0
1068,235567,0,3,1,1,16106,15,0,0,5728,0
1069,305519,0,5,1,1,79216,27,650,3,5724,1
1070,161546,0,1,1,1,8042,6,600,2,5722,0
1071,38884,0,1,1,1,2850,13,500,1,5729,0
1072,42040,1000,1,1,1,14189,17,4034,13,5717,1
1073,96988,0,2,1,1,7761,14,0,0,5715,0
1074,24394,0,1,1,1,3250,3,250,1,5713,1
1075,354641,0,5,1,1,77694,29,3600,9,5710,1
1076,39313,0,3,1,1,24091,16,0,0,5706,1
1077,468,0,1,1,1,26650,14,550,3,5708,1
1078,146014,0,4,1,1,26366,17,700,3,5822,0
1079,42999,0,4,1,1,33801,12,350,1,5653,1
1080,37163,0,3,1,1,19318,14,0,0,4988,0
1081,6158,0,4,1,1,27754,14,0,0,5546,1
1082,108904,0,3,1,1,19931,17,0,0,5255,0
1083,25168,0,1,1,1,500,1,500,1,5547,0
1084,68454,0,3,1,1,13667,12,0,0,5559,0
1085,70877,0,2,1,1,8956,15,0,0,5696,0
1086,1057,0,1,1,1,433,5,0,0,5622,0
1087,35342,0,5,1,1,70454,12,0,0,5534,1
1088,16992,0,1,1,1,0,0,0,0,5582,0
1089,2558,0,1,1,1,6264,10,0,0,5581,1
1090,196093,0,1,1,1,14000,3,0,0,5595,1
1092,269558,0,1,1,1,10000,1,0,0,5472,1
1093,88500,0,1,1,1,2500,2,0,0,5090,0
1094,8719,0,1,1,1,2000,9,0,0,5671,0
1095,36936,0,1,1,1,2875,16,0,0,5492,1
1096,427357,0,2,1,1,6027,12,0,0,5587,1
1097,258422,0,4,1,1,48708,17,0,0,5657,0
1098,75428,0,2,1,1,7539,14,0,0,5609,0
1099,34383,0,3,1,1,22956,12,0,0,5611,1
1100,82120,0,1,1,1,8000,3,0,0,5619,0
1101,34546,0,1,1,1,1500,2,0,0,5612,0
1102,92641,0,1,1,1,5265,6,0,0,5568,0
1103,95100,0,1,1,1,1250,3,1250,3,5671,0
1104,19960,0,1,1,1,0,0,0,0,4896,0
1105,47150,0,4,1,1,39561,18,0,0,5577,1
1106,1650,0,1,1,1,1250,3,250,1,5554,1
1107,100992,0,1,1,1,8144,16,409,2,5422,1
1108,68610,0,2,1,1,6115,12,0,0,5349,1
1109,75684,0,2,1,1,27320,9,0,0,5316,0
1110,42438,0,1,1,1,519,10,0,0,5349,0
1111,17645,0,4,1,1,60978,20,0,0,5660,1
1112,24545,0,1,1,1,0,0,0,0,5671,0
1113,84633,0,3,1,1,10771,10,0,0,5479,0
1114,103891,1388,5,1,1,140573,21,1150,3,5699,1
1115,39847,0,5,1,1,95918,38,150,1,5694,1
1116,47938,0,3,1,1,12656,13,0,0,5708,0
1117,88929,0,4,1,1,44932,20,650,2,5694,1
1118,129866,0,5,1,1,66150,30,0,0,5692,0
1119,22585,0,1,1,1,3430,3,0,0,5689,0
1120,47394,0,2,1,1,31347,19,2150,5,5688,1
1121,73640,0,2,1,1,10192,14,0,0,5156,0
1122,247743,0,4,1,1,51296,20,500,1,5087,0
1123,295008,0,5,1,1,136704,27,0,0,5028,1
1124,117543,4116,4,1,1,32355,21,600,2,4954,0
1125,102803,0,5,1,1,90605,20,0,0,5701,0
1126,89945,0,2,1,1,14218,16,350,1,5680,0
1127,739476,0,1,1,1,24215,8,322,1,5678,1
1128,69337,0,3,1,1,17740,13,0,0,5667,0
1129,140866,0,3,1,1,15906,17,0,0,5672,0
1130,25634,2505,1,1,1,0,0,0,0,5663,0
1131,82078,0,4,1,1,40279,9,0,0,5664,0
1132,33327,0,1,1,1,1000,1,0,0,5664,0
1133,95783,0,3,1,1,14506,13,0,0,5659,0
1134,27591,0,1,1,1,8209,34,1800,16,5659,0
1135,82114,0,5,1,1,58335,15,0,0,5658,1
1136,15917,2586,5,1,1,105449,25,200,2,5653,1
1137,140511,0,4,1,1,32105,16,0,0,5651,0
1138,375927,0,2,1,1,18202,30,1100,3,5652,1
1139,28223,0,2,1,1,8625,12,0,0,5651,0
1140,33129,0,3,1,1,30775,14,500,1,5647,0
1141,1625,0,1,1,1,1375,4,0,0,1547,0
1142,52819,0,4,1,1,37535,15,1000,2,5645,1
1143,3507,1745,1,1,1,14500,7,0,0,5643,1
1144,14769,0,1,1,1,500,1,0,0,5639,0
1145,37215,0,2,1,1,8199,8,0,0,5637,0
1146,115655,0,4,1,1,64968,21,500,1,5631,1
1147,179251,0,3,1,1,14775,16,200,2,5629,1
1148,24418,0,2,1,1,12533,13,0,0,5626,1
1149,34562,0,1,1,1,1770,9,250,3,5622,0
1150,144570,0,4,1,1,49052,15,0,0,5617,1
1151,24813,0,1,1,1,4066,10,0,0,5225,0
1152,48803,0,5,1,1,72129,14,0,0,5107,1
1153,22116,0,3,1,1,20809,14,0,0,5463,1
1154,8516,0,1,1,1,0,0,0,0,5566,0
1155,36079,0,3,1,1,22506,22,150,1,5323,0
1156,16872,0,1,1,1,28964,7,0,0,5479,1
1157,62895,0,1,1,1,8500,4,0,0,5520,1
1158,7383,0,1,1,1,7225,11,2750,7,5238,1
1159,2261,0,1,1,1,15062,2,0,0,5556,1
1160,66950,0,1,1,1,17303,20,2000,8,5464,1
1161,84856,0,1,2,1,6894,13,0,0,5547,0
1162,71128,2919,1,1,1,17950,17,4450,11,5162,1
1163,39654,0,1,1,1,1625,6,0,0,5518,0
1164,25214,0,1,1,1,1000,1,0,0,5598,0
1165,48775,0,3,1,1,17494,15,0,0,5588,0
1166,81952,0,5,1,1,64754,22,0,0,5427,1
1167,46535,0,3,1,1,25891,14,150,1,5399,1
1168,23130,0,1,1,1,5032,10,0,0,5500,0
1169,100443,0,3,1,1,12744,21,0,0,5492,0
1170,139664,0,5,1,1,63706,14,0,0,5505,0
1171,31769,0,1,1,1,0,0,0,0,5464,0
1172,60170,0,3,1,1,17235,14,0,0,5351,1
1173,33373,0,1,1,1,0,0,0,0,5427,0
1174,59385,0,3,1,1,22914,11,0,0,5476,0
1175,210040,0,5,1,1,77333,39,0,0,5517,0
1176,23379,0,2,1,1,11712,25,0,0,5499,1
1177,22372,0,3,1,1,14766,12,0,0,4950,0
1178,23120,0,1,1,1,4231,7,0,0,5615,0
1179,46157,0,1,1,1,1625,3,500,1,5609,0
1180,94896,0,4,1,1,38127,15,500,1,5602,1
1181,12091,0,4,1,1,29271,15,0,0,5609,1
1182,56451,0,2,1,1,9302,11,0,0,5597,1
1183,106309,0,3,1,1,21873,22,1200,4,5594,1
1184,121853,0,3,1,1,18120,18,2000,4,5589,0
1185,4137,0,3,1,1,15891,19,0,0,5588,1
1186,21676,0,3,1,1,15392,15,100,1,5584,1
1187,36644,0,3,1,1,14506,13,0,0,5583,0
1188,77102,0,3,1,1,13175,20,1850,6,5581,0
1189,32214,11148,3,1,1,12717,10,0,0,5576,1
1190,42351,0,4,1,1,28959,14,0,0,5594,0
1191,34450,0,1,1,1,26996,7,0,0,5566,0
1192,4151,0,1,1,1,375,3,0,0,5570,0
1193,60646,888,5,1,1,57011,18,50,1,5559,1
1194,44331,0,1,1,1,2850,3,350,1,5555,1
1195,76742,0,3,1,1,17910,13,0,0,5547,0
1196,27993,0,1,1,1,6000,3,0,0,5542,0
1197,67770,0,3,1,1,23960,15,0,0,5539,0
1198,30554,0,4,1,1,38243,25,0,0,5324,1
1199,123646,0,1,1,1,12450,30,2450,29,5069,1
1200,837979,0,1,1,1,18372,15,1450,4,5373,1
1201,6584,0,1,1,1,0,0,0,0,5118,0
1202,17489,0,1,1,1,5565,4,0,0,5380,0
1203,28941,0,1,1,1,2935,6,0,0,4692,0
1204,19085,0,1,1,1,827,11,0,0,5244,0
1205,56480,0,4,1,1,35841,31,500,1,5401,1
1206,8320,0,1,1,1,0,0,0,0,5164,0
1207,13640,0,1,1,1,1500,5,0,0,4923,0
1208,14739,0,1,1,1,1800,4,800,3,5332,1
1209,30594,0,1,1,1,3250,12,0,0,5017,0
1210,11162,0,1,1,1,0,0,0,0,4950,0
1211,15964,0,1,1,1,0,0,0,0,5325,0
1213,5583,0,1,1,1,3147,14,0,0,5365,1
1214,38822,0,1,1,1,2000,9,0,0,5304,0
1215,2305,0,1,1,1,0,0,0,0,5105,0
1216,39372,0,1,1,1,4296,10,0,0,5190,0
1217,25125,0,1,1,1,1875,8,0,0,5147,1
1218,10288,0,1,1,1,1250,3,0,0,5532,0
1219,135149,0,1,1,1,15300,19,3800,17,5267,1
1220,4916,0,1,1,1,900,3,800,2,5107,1
1221,163976,0,4,1,1,39098,18,2594,4,4922,0
1222,207021,0,1,1,1,3600,4,100,1,5412,0
1223,104442,0,4,1,1,38180,23,1450,5,5029,0
1224,131992,0,3,1,1,12504,16,0,0,5372,0
1225,2278,0,1,1,1,0,0,0,0,5175,0
1226,34086,0,3,1,1,19669,18,1500,3,5344,1
1227,8740,0,1,1,1,1250,3,0,0,5395,0
1228,241918,0,4,1,1,40945,13,0,0,5379,0
1229,26748,0,3,1,1,11981,14,0,0,5408,1
1230,65969,0,1,1,1,2550,5,1050,3,5419,0
1231,10009,0,1,1,1,0,0,0,0,5353,0
1232,378759,0,1,1,1,28904,9,2303,4,5408,1
1233,40965,10098,1,1,1,9850,11,1850,6,5429,1
1234,57509,0,4,1,1,52449,19,150,1,5441,1
1235,71503,0,1,1,1,7819,17,0,0,5080,1
1236,110247,0,3,1,1,13690,16,0,0,5272,0
1237,83572,745,5,1,1,101110,27,1700,5,5231,1
1238,106234,5124,2,1,1,11160,26,0,0,5238,0
1239,28205,0,5,1,1,101685,16,0,0,5267,1
1240,7239,0,3,1,1,15835,15,0,0,5343,1
1241,63638,0,1,1,1,0,0,0,0,5155,0
1242,31967,0,1,1,1,1600,4,350,2,5101,0
1243,97752,0,1,1,1,3676,10,0,0,5309,0
1244,8327,0,1,1,1,0,0,0,0,5268,0
1245,10179,0,2,1,1,5321,15,0,0,4989,1
1246,23786,0,1,1,1,16950,4,0,0,5364,0
1247,33020,0,1,1,1,6155,25,1500,3,5322,0
1248,35316,0,1,1,1,1250,4,500,1,5330,0
1249,146086,0,1,1,1,6950,17,6950,17,5345,0
1250,15352,0,1,1,1,1350,4,0,0,5359,0
1251,13522,0,1,1,1,5000,1,0,0,5162,0
1252,13949,0,1,1,1,0,0,0,0,5374,0
1253,99405,0,1,1,1,14150,11,2150,9,5400,1
1254,50016,0,3,1,1,13495,14,0,0,4548,0
1255,23696,0,2,1,1,5577,10,0,0,5531,0
1256,55384,967,1,1,1,0,0,0,0,5309,0
1257,166465,0,4,1,4,98717,30,0,0,5531,0
1258,95207,0,3,1,1,30652,30,2348,8,5531,1
1259,80431,0,1,1,1,2150,2,150,1,5531,0
1260,49288,0,3,1,1,12538,19,600,2,5353,1
1261,81291,0,2,1,1,10522,14,1430,1,5154,0
1262,48877,0,2,1,1,11761,35,371,2,5371,1
1263,164884,0,4,1,1,35226,18,1734,2,5283,1
1264,29707,0,1,1,1,300,3,0,0,5275,0
1265,26325,0,2,1,1,14559,20,1310,2,5521,1
1266,28553,0,3,1,1,13844,5,0,0,5517,0
1267,152421,0,3,1,1,17045,20,500,1,5510,0
1268,17699,0,1,1,1,0,0,0,0,5505,1
1269,70565,2408,1,1,1,25261,15,750,2,5499,1
1270,15450,0,1,1,1,50,1,50,1,5499,0
1271,71736,0,5,1,1,53602,25,50,1,5485,1
1272,37926,0,3,1,1,25153,7,0,0,5845,0
1273,58628,0,3,1,1,22581,13,0,0,5471,0
1274,31007,0,1,1,1,5700,6,1200,4,5465,1
1275,11494,0,1,1,1,8425,15,4700,11,5487,1
1276,27469,0,1,1,1,1,3,0,0,5461,0
1277,44760,0,1,1,1,3105,6,100,2,5455,0
1278,7210,0,1,1,1,2402,13,0,0,5449,1
1279,92402,0,4,1,1,40825,14,0,0,5443,1
1280,22831,0,1,1,1,4500,15,0,0,5442,1
1281,59113,0,4,1,1,46808,32,0,0,5435,1
1282,24608,0,5,1,1,62774,21,0,0,5430,1
1283,16103,0,1,3,1,10819,13,0,0,5427,0
1284,51261,0,1,1,1,2000,4,2000,4,4904,1
1285,24698,0,1,1,1,1329,5,500,1,4267,0
1286,88177,0,5,1,1,53468,19,400,1,5080,1
1287,74453,0,1,1,1,5500,3,0,0,5181,0
1288,39601,0,1,1,1,4066,12,0,0,5434,0
1289,1227,0,1,1,1,0,0,0,0,5786,0
1290,138254,0,1,1,1,24100,9,0,0,5420,1
1291,18046,0,1,1,1,162,4,0,0,5416,1
1292,108395,0,2,1,1,8598,8,0,0,5416,0
1293,21839,0,1,1,1,1375,4,0,0,5411,0
1294,11542,0,4,1,1,49100,16,1500,3,5405,1
1295,41648,0,4,1,1,32117,35,2200,5,5408,1
1296,39908,0,4,1,1,45824,29,0,0,5394,1
1297,14889,0,1,1,1,1500,2,0,0,5393,0
1298,103796,0,5,1,1,63335,26,250,1,5021,1
1299,69323,0,1,1,1,5140,2,0,0,4786,0
1300,21599,0,2,1,1,5561,13,0,0,5302,0
1301,60936,0,5,1,1,56381,17,0,0,5051,1
1302,148053,0,1,1,1,10250,2,250,1,5301,1
1303,10702,0,1,1,1,200,2,200,2,5272,0
1304,249,0,1,1,1,1000,1,0,0,5204,1
1305,36290,0,1,1,1,8600,13,2600,9,5111,1
1306,157416,0,5,1,1,67795,16,0,0,5132,0
1307,1511,0,1,1,1,2250,11,0,0,5051,1
1308,184701,0,4,1,1,45629,13,500,1,4989,0
1309,139298,0,1,1,1,0,0,0,0,4965,0
1310,82380,0,1,1,1,2601,13,0,0,5071,0
1311,115591,867,1,1,1,9500,20,2500,16,4967,1
1312,107333,0,1,1,1,4374,5,1874,4,5063,0
1313,737514,0,3,1,4,43993,40,2150,7,5030,0
1314,23023,0,1,1,1,0,0,0,0,5087,0
1315,43403,1846,1,1,1,3350,12,3350,12,3930,1
1316,15719,0,2,1,1,5740,13,0,0,4974,0
1317,128676,0,1,1,1,8500,3,0,0,5164,0
1318,8836,0,1,1,1,4788,6,808,3,4544,1
1319,94875,0,5,1,1,58314,25,800,7,4736,1
1320,27243,0,2,1,1,6785,12,0,0,4606,0
1321,64969,0,1,1,1,1135,13,0,0,4996,0
1322,6112,0,1,1,1,0,0,0,0,5072,0
1323,71784,0,4,1,1,39276,20,0,0,4936,0
1324,31484,0,1,1,1,3125,11,0,0,4117,0
1325,17995,0,1,1,1,0,0,0,0,4994,0
1326,40994,0,4,1,1,26916,15,500,1,5078,1
1327,286101,1000,5,1,1,72965,31,3000,11,4666,1
1328,205219,0,4,1,1,30347,19,0,0,4792,0
1329,74777,0,2,1,1,20630,8,0,0,5384,1
1330,218191,0,3,1,1,24630,17,0,0,5240,0
1331,22132,0,1,1,1,0,0,0,0,5150,0
1332,83508,1514,1,1,1,11268,13,2176,2,5069,1
1333,88122,0,3,1,1,19408,13,0,0,5174,0
1334,152284,0,5,1,1,77045,38,1648,10,4996,1
1335,4146,0,1,1,1,3750,9,0,0,5210,1
1336,25272,0,1,1,1,0,0,0,0,5189,0
1337,21855,0,1,1,1,200,3,0,0,5383,0
1338,63454,0,4,1,1,49068,13,0,0,5383,1
1339,24292,0,2,1,1,6558,10,0,0,5276,1
1340,60168,0,4,1,1,44133,16,0,0,4313,1
1341,9554,0,1,1,1,2710,3,0,0,5064,1
1342,30130,0,2,1,1,9192,15,0,0,4993,1
1343,12665,0,1,1,1,4125,24,0,0,4539,0
1344,9860,0,1,1,1,99,1,99,1,5055,0
1345,10069,0,1,1,1,200,1,0,0,4933,0
1346,2224,0,1,1,1,0,0,0,0,5098,0
1347,40576,0,1,1,1,0,0,0,0,5118,0
1348,5667,0,1,1,1,5667,4,0,0,4937,0
1349,59791,0,1,1,1,3254,7,0,0,4602,0
1350,128664,8019,4,1,1,44298,16,50,1,5155,1
1351,126947,0,1,1,1,2350,2,350,1,5167,0
1352,189235,0,3,1,1,20487,20,0,0,5282,0
1353,38604,0,1,1,1,625,5,0,0,5184,0
1354,73008,0,3,1,1,12930,18,0,0,5050,0
1355,62942,500,1,1,1,4752,8,2121,6,5070,0
1356,33057,763,1,1,1,5190,5,0,0,4828,0
1357,42572,0,3,1,1,21809,14,100,1,5070,1
1358,38671,0,1,1,1,2200,9,1000,5,5192,0
1359,5320,0,1,1,1,2275,9,0,0,5084,0
1360,228529,0,2,1,1,24687,14,500,1,4924,1
1361,46272,0,1,1,1,5720,10,800,3,5092,1
1362,113758,0,3,1,1,12616,14,0,0,5199,0
1363,105458,0,1,1,1,750,4,700,2,4924,0
1364,39946,0,3,1,1,16951,14,0,0,5282,1
1365,92859,0,4,1,1,33378,15,0,0,5185,1
1366,25158,0,5,1,1,52278,17,0,0,5079,1
1367,82270,0,2,1,1,24612,6,0,0,5270,1
1368,97155,0,2,1,1,10004,3,0,0,5244,0
1369,153197,0,2,1,1,14712,17,100,1,5189,0
1370,55864,0,1,1,1,3691,6,500,1,5251,1
1371,23890,0,4,1,1,35574,19,0,0,5031,1
1372,46545,1000,1,1,1,0,0,0,0,5066,0
1373,7354,0,1,1,1,0,0,0,0,5050,0
1374,45031,0,1,1,1,1000,1,0,0,5227,0
1375,16125,0,3,1,1,23288,17,0,0,5210,1
1376,200,0,1,1,1,200,1,200,1,5254,0
1377,195754,0,5,1,1,98535,40,2550,9,5202,1
1378,54189,0,2,1,1,8940,17,0,0,4791,0
1379,15439,0,1,1,1,490,3,0,0,5147,0
1380,56308,0,1,1,1,2500,3,1000,2,4688,0
1381,1000,0,1,1,1,0,0,0,0,4769,0
1382,45412,0,1,1,1,1100,3,1100,3,5163,0
1383,21582,0,3,1,1,10811,15,0,0,4695,1
1384,16866,0,1,1,1,0,0,0,0,5072,0
1385,86011,0,4,1,1,31769,18,0,0,5381,1
1386,31786,0,1,1,1,2661,10,0,0,5380,0
1387,16994,0,1,1,1,1550,3,1050,2,5379,1
1388,5824,0,1,1,1,0,0,0,0,5401,0
1389,17587,0,1,1,1,17587,7,0,0,5367,0
1390,1000,0,1,1,1,0,0,0,0,5367,0
1392,91670,0,4,1,1,48193,17,1000,2,5365,1
1393,92800,0,5,1,1,62042,23,350,1,5358,1
1394,31134,0,3,1,1,20108,17,0,0,5352,0
1395,57002,0,1,1,1,2570,13,0,0,5350,0
1396,66516,0,4,1,1,45406,16,200,1,5311,0
1397,18154,0,1,2,1,7748,16,0,0,5310,1
1398,320997,2556,5,1,1,82255,24,0,0,5345,1
1399,14345,0,4,1,1,50752,16,0,0,5487,1
1400,43603,0,1,1,1,17100,4,100,1,5335,1
1401,1836,0,1,1,1,850,4,350,3,5329,0
1402,156041,0,2,1,1,5644,13,0,0,5324,1
1403,49145,0,1,2,1,12755,22,2450,7,5323,0
1404,11648,0,1,1,1,475,4,0,0,5318,0
1405,14525,0,1,1,1,4625,28,0,0,5317,0
1406,10689,0,1,1,1,2750,15,0,0,5315,0
1407,37552,0,1,1,1,100,1,0,0,5340,0
1408,210350,0,5,1,1,56754,14,0,0,5302,0
1409,26156,0,3,1,1,23831,16,0,0,5297,1
1410,32061,0,1,1,1,1100,6,0,0,5295,0
1411,355145,0,5,1,1,61926,29,806,8,5288,0
1412,6000,0,1,1,1,0,0,0,0,5286,0
1413,30892,0,3,1,1,11474,11,0,0,5283,0
1414,29263,0,3,1,1,15184,13,0,0,5279,0
1415,221432,0,4,1,1,31975,21,0,0,5275,0
1416,43761,0,1,1,1,5398,16,0,0,5268,0
1417,21393,0,1,1,1,5040,2,0,0,5262,0
1418,108950,0,1,1,1,3300,9,3300,9,5259,1
1419,25089,0,4,1,1,40763,19,550,2,5259,1
1420,77709,0,4,1,1,36028,19,100,2,5253,1
1421,22533,1000,4,1,1,22206,17,100,1,5248,1
1422,25302,0,3,1,1,11312,13,0,0,5245,0
1423,11908,0,1,1,1,0,0,0,0,5240,0
1424,176982,0,1,1,1,2299,9,0,0,5234,0
1425,8723,0,5,1,1,77923,15,0,0,5231,1
1426,9071,0,1,1,1,1647,9,0,0,5225,0
1427,144848,0,4,1,1,37056,15,0,0,5219,0
1428,130364,0,5,1,1,62083,15,250,1,5213,1
1429,15592,4924,4,1,1,37173,13,0,0,5209,1
1430,25404,0,1,1,1,2125,7,500,1,5203,0
1431,34584,0,1,1,1,6962,21,1500,7,5202,1
1432,32313,0,4,1,1,29188,27,0,0,5397,1
1433,168897,0,4,1,1,37451,24,400,2,5189,0
1434,68891,1697,4,1,1,37257,14,500,1,5178,1
1435,18068,0,1,1,1,0,0,0,0,5174,0
1436,137134,0,5,1,1,92740,20,0,0,5170,0
1437,26561,0,1,1,1,100,1,0,0,4926,1
1438,22093,0,3,1,1,14857,11,200,1,2587,0
1439,58538,1739,4,1,1,48670,19,500,2,4352,1
1440,29667,0,1,1,1,5304,19,0,0,4841,0
1441,88093,0,3,1,1,15518,13,343,1,4660,0
1442,472241,500,1,1,1,3600,12,3500,11,5045,1
1443,62569,0,4,1,1,33765,19,50,1,4888,1
1444,20982,0,4,1,1,44238,18,0,0,4716,1
1445,44665,0,1,1,1,333,2,333,2,3601,0
1446,22639,0,1,1,1,1840,4,0,0,5168,0
1447,120152,0,1,1,1,6250,27,3750,26,4497,1
1448,51402,0,1,1,1,4375,14,0,0,4978,0
1449,32749,0,1,1,1,450,3,450,3,5050,1
1450,170309,0,5,1,1,66546,20,4130,4,5009,1
1451,18924,0,1,1,1,4000,18,0,0,5168,0
1452,61919,0,4,1,1,39163,14,350,1,5157,1
1453,193547,0,1,1,1,3544,12,0,0,5153,0
1454,57927,0,1,1,1,1500,3,1500,3,5149,1
1455,161321,0,5,1,1,59645,21,0,0,5147,0
1456,66936,2370,1,1,1,3450,5,950,4,5147,0
1457,72178,0,1,1,1,2100,10,0,0,5139,1
1458,33964,0,1,1,1,300,3,0,0,5128,0
1459,94272,0,3,1,1,11098,16,0,0,5121,0
1460,53360,0,1,1,1,7251,5,6251,4,5120,1
1461,3578,0,1,1,1,0,0,0,0,5114,0
1462,29342,0,2,1,1,5835,4,0,0,5153,0
1463,28228,0,3,1,1,12948,13,300,1,5108,1
1464,118601,0,5,1,1,51240,19,0,0,5105,0
1465,24660,0,2,1,1,7206,14,0,0,5136,1
1466,147822,0,4,1,1,42469,18,0,0,5107,1
1467,190208,0,4,1,1,37122,38,1800,6,5091,0
1468,2625,0,1,1,1,125,1,0,0,5087,0
1469,49438,0,4,1,1,33912,14,0,0,5085,1
1470,24930,0,3,1,1,13060,9,0,0,5084,0
1471,89835,0,2,1,1,9058,11,0,0,5080,0
1472,46734,0,2,1,1,10007,18,0,0,5080,0
1473,315273,0,1,1,1,12584,9,4084,4,5079,1
1474,50,0,1,1,1,50,1,50,1,5073,0
1475,97416,0,5,1,1,63679,29,0,0,5093,0
1476,127768,0,5,1,1,65264,21,250,1,5064,1
1477,139882,0,4,1,1,47089,15,0,0,4859,0
1478,10740,0,1,1,1,0,0,0,0,4926,0
1479,57330,0,1,1,1,380,3,0,0,4986,0
1480,33560,0,1,1,1,2600,14,0,0,4604,0
1481,53210,0,1,1,1,11422,10,0,0,4993,1
1482,9795,0,1,1,1,0,0,0,0,4960,0
1483,16984,0,2,1,1,10334,15,0,0,4884,1
1484,46349,0,4,1,1,33923,20,1100,2,4856,1
1485,118079,0,4,1,1,43298,16,500,1,4867,0
1486,29632,0,1,1,1,0,0,0,0,4898,0
1488,164307,0,3,1,1,21704,14,0,0,4023,0
1489,13490,0,1,1,1,0,0,0,0,4870,0
1490,36296,0,1,1,1,5780,6,0,0,4600,0
1491,190429,6168,1,1,1,27500,11,1500,3,4974,1
1492,120447,0,5,1,1,53804,15,350,1,4840,0
1493,35094,0,1,1,1,4000,11,0,0,4944,1
1494,208804,0,5,1,1,56204,31,500,1,4429,1
1495,30662,0,1,1,1,0,0,0,0,4996,0
1496,157452,0,4,1,1,45312,18,0,0,4471,0
1497,24266,0,1,1,1,2375,12,0,0,4111,0
1498,49991,0,4,1,1,44146,27,2510,4,4803,1
1499,42275,925,1,1,1,4100,6,1600,5,4712,0
1500,59162,0,1,1,1,2520,7,0,0,4726,0
1501,109625,0,5,1,1,63372,19,500,1,5056,1
1502,30486,0,1,1,1,0,0,0,0,5051,0
1503,240904,2288,4,1,1,63385,22,350,1,5045,1
1504,266776,0,1,1,1,8370,30,6520,28,5042,1
1505,20818,0,1,1,1,15214,4,0,0,5036,0
1506,106509,0,1,1,1,1113,7,0,0,5036,0
1507,65982,0,1,1,1,1750,4,750,3,5030,1
1508,9002,0,1,1,1,1586,9,0,0,4933,1
1509,16088,0,3,1,1,17872,15,0,0,4563,1
1510,10079,0,1,1,1,569,8,0,0,4651,0
1511,48863,0,5,1,1,71013,18,1050,3,4925,1
1512,137402,0,1,1,1,950,6,200,3,4685,1
1513,71076,1000,1,1,1,10000,1,0,0,4820,1
1514,20630,0,1,1,1,2045,4,0,0,4643,0
1515,119180,1467,1,1,1,9275,20,1300,6,4657,1
1516,54116,1846,3,1,1,34997,14,0,0,4848,1
1517,36665,0,1,1,1,1625,6,0,0,4747,0
1518,507371,0,4,1,1,51765,18,450,1,4770,1
1519,48721,0,1,1,1,18781,12,300,3,4672,0
1520,391222,0,3,1,1,27471,20,1600,7,4905,1
1521,88668,0,2,1,1,9889,15,100,1,4903,0
1522,46074,0,1,1,1,2193,11,0,0,4419,0
1523,1923,0,1,1,1,1170,2,0,0,4615,0
1524,46030,0,1,1,1,4375,27,0,0,4566,0
1525,31236,0,1,1,1,2250,13,0,0,4523,0
1526,18351,0,1,1,1,0,0,0,0,4744,0
1527,4779,0,1,1,1,600,2,0,0,4926,1
1528,124775,1704,1,1,1,11564,8,700,2,4847,1
1529,66923,0,3,1,1,17139,12,0,0,4875,0
1530,24008,0,1,1,1,540,3,0,0,4901,0
1531,118415,2329,1,1,1,4475,10,100,1,4545,1
1532,2793,0,1,1,1,8000,3,0,0,4588,1
1533,70464,0,1,1,1,4000,4,1000,2,4889,1
1534,71930,0,4,1,1,32774,13,500,1,4300,1
1535,126484,0,1,1,1,5942,13,3192,11,4758,1
