date,time,BOROUGH,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,#_persons_injured,#_persons_killed,#_pedestrians_injured,#_pedestrians_killed,#_cyclist_injured,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/31/2016,21:26,STATEN ISLAND,10308.0,40.56003,-74.16247,"(40.56003, -74.16247)",ARMSTRONG AVENUE                ,GURLEY AVENUE,,0.0,0.0,0,0,0,0,0,0,Glare,Driver Inattention/Distraction,,,,3492600,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/24/2016,8:40,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3428782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/02/2013,12:07,STATEN ISLAND,10314,40.580617700000005,-74.1525287,"(40.5806177, -74.1525287)",FOREST HILL ROAD                ,RICHMOND HILL ROAD              ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,295943,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/20/2014,11:30,MANHATTAN,10017,40.749824,-73.97220229999999,"(40.749824, -73.9722023)",EAST 42 STREET                  ,2 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,338124,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/17/2018,9:25,,,,,,FLATBUSH AVENUE                 ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3982825,Sedan,Station Wagon/Sport Utility Vehicle,,,
02/17/2015,15:00,,,,,,161 STREET                      ,JAMAICA AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3175544,SPORT UTILITY / STATION WAGON,BUS,,,
08/09/2012,22:00,BROOKLYN,11238,40.6811205,-73.9644216,"(40.6811205, -73.9644216)",WASHINGTON AVENUE               ,ATLANTIC AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,172742,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
05/26/2017,9:15,BRONX,10472.0,40.829018,-73.88214,"(40.829018, -73.88214)",,,1236      COLGATE AVENUE                ,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3678528,PASSENGER VEHICLE,,,,
08/01/2018,12:59,,,40.664192,-73.841125,"(40.664192, -73.841125)",156 AVENUE                      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3952878,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/26/2017,4:55,QUEENS,11418.0,40.699272,-73.83934,"(40.699272, -73.83934)",,,85-53     110 STREET                    ,3.0,0.0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3639675,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/17/2015,16:00,QUEENS,11385.0,40.705766,-73.89657240000001,"(40.705766, -73.8965724)",FRESH POND ROAD                 ,67 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3301826,PASSENGER VEHICLE,MOTORCYCLE,,,
03/20/2015,10:00,QUEENS,11103.0,40.763892999999996,-73.91499379999999,"(40.763893, -73.9149938)",STEINWAY STREET                 ,30 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3189549,VAN,PASSENGER VEHICLE,,,
11/30/2018,15:53,QUEENS,11413.0,40.666008000000005,-73.789536,"(40.666008, -73.789536)",150 STREET                      ,SOUTH CONDUIT AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4038122,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
03/01/2017,16:48,,,40.809563,-73.92923,"(40.809563, -73.92923)",EAST 135 STREET                 ,3 AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3628736,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/14/2015,19:10,BRONX,10454,40.807505600000006,-73.9170151,"(40.8075056, -73.9170151)",SAINT ANNS AVENUE               ,EAST 139 STREET                 ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3153240,PASSENGER VEHICLE,,,,
10/01/2013,19:30,QUEENS,11372,40.747535600000006,-73.884854,"(40.7475356, -73.884854)",ROOSEVELT AVENUE                ,81 STREET                       ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,283294,SPORT UTILITY / STATION WAGON,BICYCLE,,,
01/31/2017,12:00,,,40.879709999999996,-73.90134,"(40.87971, -73.90134)",BAILEY AVENUE                   ,WEST 233 STREET,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3607219,Box Truck,,,,
08/13/2018,14:20,BROOKLYN,11230.0,40.633247,-73.96481,"(40.633247, -73.96481)",ARGYLE ROAD                     ,FOSTER AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3960447,Station Wagon/Sport Utility Vehicle,Box Truck,,,
10/07/2015,7:45,QUEENS,11413.0,40.6829888,-73.7545855,"(40.6829888, -73.7545855)",WILLIAMSON AVENUE               ,LUCAS STREET                    ,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3310865,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2016,14:16,BROOKLYN,11223.0,40.60275,-73.98539,"(40.60275, -73.98539)",HIGHLAWN AVENUE                 ,WEST 13 STREET,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3585077,SPORT UTILITY / STATION WAGON,,,,
03/27/2018,20:21,BROOKLYN,11226.0,40.65207,-73.96329,"(40.65207, -73.96329)",,,68        SAINT PAULS PLACE             ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3871151,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/28/2014,17:00,BROOKLYN,11230,40.633702500000005,-73.9671851,"(40.6337025, -73.9671851)",NEWKIRK AVENUE                  ,CONEY ISLAND AVENUE             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,999883,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
11/15/2016,18:00,,,40.82055,-73.89694,"(40.82055, -73.89694)",INTERVALE AVENUE                ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3561894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/20/2017,12:30,MANHATTAN,10021.0,40.774370000000005,-73.963554,"(40.77437, -73.963554)",MADISON AVENUE                  ,EAST 76 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3636806,Van,,,,
08/27/2017,14:30,MANHATTAN,10001.0,,,,,,112       W 25th St                     ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3739421,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2016,22:30,QUEENS,11411.0,40.696616999999996,-73.73227,"(40.696617, -73.73227)",227 STREET                      ,115 ROAD,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3457267,PASSENGER VEHICLE,,,,
09/21/2012,9:05,MANHATTAN,10128,40.784237,-73.9470697,"(40.784237, -73.9470697)",EAST 96 STREET                  ,2 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,55807,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/08/2018,6:00,,,40.647694,-73.98037,"(40.647694, -73.98037)",MC DONALD AVENUE                ,,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3823933,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/18/2016,21:30,QUEENS,11423.0,40.71843,-73.76526,"(40.71843, -73.76526)",,,197-02    HILLSIDE AVENUE               ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3422954,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/19/2015,18:43,MANHATTAN,10022.0,40.7599831,-73.96480179999999,"(40.7599831, -73.9648018)",EAST 58 STREET                  ,2 AVENUE                        ,,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Fatigued/Drowsy,,,,3337246,PASSENGER VEHICLE,UNKNOWN,,,
10/18/2012,18:20,,,40.828922600000006,-73.8371623,"(40.8289226, -73.8371623)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2912499,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/13/2014,18:35,BRONX,10468,40.8617704,-73.8986725,"(40.8617704, -73.8986725)",EAST 188 STREET                 ,CRESTON AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3136544,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/19/2014,8:45,BRONX,10457,40.855669799999994,-73.89967220000001,"(40.8556698, -73.8996722)",RYER AVENUE                     ,EAST 182 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,94745,PASSENGER VEHICLE,UNKNOWN,,,
03/29/2016,17:30,,,,,,,,7 AVENUE                                ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3408174,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/12/2013,19:53,MANHATTAN,10002.0,40.7164784,-73.9928214,"(40.7164784, -73.9928214)",ELDRIDGE STREET                 ,HESTER STREET                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,,,,,7832,PICK-UP TRUCK,,,,
05/23/2016,9:00,BRONX,10459.0,40.820305,-73.89083000000001,"(40.820305, -73.89083)",BRUCKNER BOULEVARD              ,HUNTS POINT AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448962,PASSENGER VEHICLE,,,,
03/07/2018,14:13,STATEN ISLAND,10304.0,40.593872,-74.09980999999999,"(40.593872, -74.09981)",RICHMOND ROAD                   ,DELAWARE STREET,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3859209,TK,PASSENGER VEHICLE,,,
11/22/2017,9:00,,,40.607754,-74.13205,"(40.607754, -74.13205)",BRADLEY AVENUE                  ,SOUTH GANNON AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3796191,TK,PASSENGER VEHICLE,,,
11/19/2015,14:15,MANHATTAN,10025.0,40.7978874,-73.9734608,"(40.7978874, -73.9734608)",WEST 99 STREET                  ,RIVERSIDE DRIVE                 ,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Unspecified,,,3337332,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/17/2016,12:15,,,40.781036,-73.95237,"(40.781036, -73.95237)",3 AVENUE                        ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3562078,TAXI,TAXI,,,
05/13/2018,13:57,,,40.801125,-73.92988000000001,"(40.801125, -73.92988)",FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3899769,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
08/16/2013,14:40,STATEN ISLAND,10308,40.562498100000006,-74.1574108,"(40.5624981, -74.1574108)",ARTHUR KILL ROAD                ,ELVERTON AVENUE                 ,,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,299194,OTHER,PASSENGER VEHICLE,,,
06/24/2015,17:45,MANHATTAN,10036.0,40.76274960000001,-73.9969136,"(40.7627496, -73.9969136)",11 AVENUE                       ,WEST 45 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3246235,LIVERY VEHICLE,TAXI,,,
04/14/2018,14:30,BROOKLYN,11209.0,40.623463,-74.03107,"(40.623463, -74.03107)",3 AVENUE                        ,86 STREET,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,3880504,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
01/08/2016,14:48,MANHATTAN,10018.0,40.752936299999995,-73.98548690000001,"(40.7529363, -73.9854869)",WEST 39 STREET                  ,AVENUE OF THE AMERICAS          ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3367456,TAXI,TAXI,,,
04/29/2015,8:40,,,40.7356559,-73.8066483,"(40.7356559, -73.8066483)",,,PARKING LOT OF 65-50 162 STREET         ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3211426,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/11/2012,13:00,,,,,,,,W/B B.Q.E & COLUMBIA STREET             ,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,188245,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
06/08/2017,10:55,MANHATTAN,10019.0,40.763363,-73.98283,"(40.763363, -73.98283)",BROADWAY                        ,WEST 53 STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3686656,TAXI,SPORT UTILITY / STATION WAGON,,,
06/08/2018,16:00,,,40.672886,-73.99922,"(40.672886, -73.99922)",BROOKLYN QUEENS EXPRESSWAY      ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3917628,Sedan,Sedan,,,
08/19/2017,0:02,,,40.633602,-73.889465,"(40.633602, -73.889465)",ROCKAWAY PARKWAY                ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3733417,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2015,15:00,,,,,,,,1080 MCDOANLD AVENUE SHOPRITE PKG LOT   ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3154934,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/28/2018,16:18,BROOKLYN,11207.0,40.67941,-73.88631,"(40.67941, -73.88631)",,,2936      FULTON STREET                 ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3931206,Box Truck,Station Wagon/Sport Utility Vehicle,,,
11/29/2015,17:25,,,40.7414726,-73.8227997,"(40.7414726, -73.8227997)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3344178,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/01/2017,15:30,QUEENS,11361.0,40.761124,-73.763725,"(40.761124, -73.763725)",,,218-01    NORTHERN BOULEVARD            ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3764543,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/20/2015,10:30,MANHATTAN,10280.0,40.7084571,-74.0173997,"(40.7084571, -74.0173997)",WEST THAMES STREET              ,SOUTH END AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,3299910,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
07/25/2018,6:42,,,40.86272,-73.91165,"(40.86272, -73.91165)",MAJOR DEEGAN EXPRESSWAY         ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3948365,Taxi,,,,
05/12/2014,16:55,BROOKLYN,11235,40.576998100000004,-73.96838290000001,"(40.5769981, -73.9683829)",,,3000 OCEAN PARKWAY                      ,1.0,0.0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,334505,PASSENGER VEHICLE,BICYCLE,,,
06/07/2013,13:15,BROOKLYN,11207,40.654427899999995,-73.89079190000001,"(40.6544279, -73.8907919)",WORTMAN AVENUE                  ,ALABAMA AVENUE                  ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,167403,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/05/2018,15:10,MANHATTAN,10016.0,40.744704999999996,-73.983086,"(40.744705, -73.983086)",,,444       PARK AVENUE SOUTH             ,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3857992,PASSENGER VEHICLE,,,,
11/17/2014,14:25,MANHATTAN,10001,40.7557807,-74.00198520000001,"(40.7557807, -74.0019852)",11 AVENUE                       ,WEST 34 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2825387,VAN,SPORT UTILITY / STATION WAGON,,,
08/10/2016,19:25,BRONX,10460.0,40.84641,-73.8827,"(40.84641, -73.8827)",,,2132      MOHEGAN AVENUE                ,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3498650,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
08/09/2018,17:04,BROOKLYN,11237.0,40.709003,-73.92234,"(40.709003, -73.92234)",FLUSHING AVENUE                 ,SCOTT AVENUE,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,3960026,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
11/30/2018,22:30,BROOKLYN,11236.0,40.653378000000004,-73.90658,"(40.653378, -73.90658)",ROCKAWAY AVENUE                 ,DITMAS AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4035887,Sedan,Sedan,,,
12/07/2017,23:15,,,40.608364,-74.038666,"(40.608364, -74.038666)",VERRAZANO BRIDGE UPPER          ,,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,,,,3805963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/11/2015,22:00,BROOKLYN,11219.0,40.6286836,-74.0121408,"(40.6286836, -74.0121408)",FORT HAMILTON PARKWAY           ,BAY RIDGE AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3238720,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/09/2013,21:50,BROOKLYN,11218,40.6457669,-73.98528320000001,"(40.6457669, -73.9852832)",FT HAMILTON PARKWAY             ,CHESTER AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,131453,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/10/2018,20:30,,,40.761143,-73.75549000000001,"(40.761143, -73.75549)",CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3958900,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
07/13/2013,13:45,,,,,,VICTORY BOULEVARD               ,RICHMOND AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,290864,PICK-UP TRUCK,PASSENGER VEHICLE,,,
07/26/2017,16:12,QUEENS,11354.0,40.7608,-73.83298,"(40.7608, -73.83298)",,,37-06     PRINCE STREET                 ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3719350,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/26/2014,9:36,BROOKLYN,11249,40.715046,-73.96480030000001,"(40.715046, -73.9648003)",WYTHE AVENUE                    ,SOUTH 1 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,311352,BUS,LARGE COM VEH(6 OR MORE TIRES),,,
12/04/2015,23:45,MANHATTAN,10001.0,40.74959129999999,-74.0027863,"(40.7495913, -74.0027863)",WEST 26 STREET                  ,10 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3347010,PICK-UP TRUCK,SMALL COM VEH(4 TIRES) ,,,
10/18/2013,12:41,QUEENS,11415,40.7137319,-73.82632070000001,"(40.7137319, -73.8263207)",126 STREET                      ,82 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,207444,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/29/2016,9:00,,,40.683094,-73.80575999999999,"(40.683094, -73.80576)",VAN WYCK EXPWY                  ,,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3490805,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE
05/22/2017,17:30,BROOKLYN,11218.0,40.642044,-73.98124,"(40.642044, -73.98124)",14 AVENUE                       ,CHURCH AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3676998,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/12/2013,11:00,QUEENS,11434,40.674746,-73.7636755,"(40.674746, -73.7636755)",FARMERS BOULEVARD               ,WESTGATE STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,271316,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/07/2015,18:15,,,40.7090458,-73.8414531,"(40.7090458, -73.8414531)",,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3166116,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/09/2018,11:10,QUEENS,11432.0,40.711459999999995,-73.79647,"(40.71146, -73.79647)",167 STREET                      ,HIGHLAND AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3825277,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/08/2013,20:11,MANHATTAN,10003.0,40.733034,-73.9844413,"(40.733034, -73.9844413)",EAST 15 STREET                  ,2 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,24328,SPORT UTILITY / STATION WAGON,TAXI,,,
01/24/2016,14:45,,,,,,129 STREET                      ,LIBERTY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3376280,PASSENGER VEHICLE,UNKNOWN,,,
09/24/2013,20:15,MANHATTAN,10026,40.8031062,-73.9582484,"(40.8031062, -73.9582484)",MORNINGSIDE AVENUE              ,WEST 113 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,64599,VAN,SPORT UTILITY / STATION WAGON,,,
07/26/2015,13:40,QUEENS,11421.0,40.692831299999995,-73.8546791,"(40.6928313, -73.8546791)",JAMAICA AVENUE                  ,90 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3265148,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/17/2016,16:30,,,40.561512,-74.171844,"(40.561512, -74.171844)",ARTHUR KILL ROAD                ,,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,3562987,PASSENGER VEHICLE,,,,
11/18/2016,8:20,BRONX,10465.0,40.83132,-73.82585,"(40.83132, -73.82585)",,,2920      BARKLEY AVENUE                ,0.0,0.0,0,0,0,0,0,0,Glare,Unspecified,,,,3562818,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/17/2018,14:35,,,40.8059,-73.92523,"(40.8059, -73.92523)",BRUCKNER BOULEVARD              ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4046763,Box Truck,Station Wagon/Sport Utility Vehicle,,,
09/18/2012,23:30,,,40.8393602,-73.8728046,"(40.8393602, -73.8728046)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,2929431,SPORT UTILITY / STATION WAGON,,,,
11/02/2015,9:40,,,,,,MEEKER AVENUE                   ,UNION AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3328248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/02/2014,19:50,BROOKLYN,11220,40.638582799999995,-74.02077209999999,"(40.6385828, -74.0207721)",64 STREET                       ,4 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,329434,TAXI,PASSENGER VEHICLE,,,
02/25/2015,10:00,,,,,,EAST 173 STREET                 ,WEEKS AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3175293,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/19/2018,19:40,,,40.858162,-73.91699,"(40.858162, -73.91699)",MAJOR DEEGAN EXPRESSWAY         ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3990011,Sedan,,,,
02/22/2014,12:45,,,,,,WILLOW ROAD WEST                ,FOREST AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/11/2016,15:24,BRONX,10471.0,40.906862,-73.904099,"(40.906862, -73.904099)",RIVERDALE AVENUE                ,WEST 259 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3368667,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,11:30,,,40.752888,-73.96374,"(40.752888, -73.96374)",FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3893183,TAXI,SPORT UTILITY / STATION WAGON,,,
02/09/2013,17:10,QUEENS,11368,40.7539371,-73.85844759999999,"(40.7539371, -73.8584476)",37 AVENUE                       ,109 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281334,PASSENGER VEHICLE,UNKNOWN,,,
10/23/2014,16:00,BRONX,10453,40.86186420000001,-73.9127392,"(40.8618642, -73.9127392)",WEST FORDHAM ROAD               ,MAJOR DEEGAN EXPRESSWAY         ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2812503,TAXI,PASSENGER VEHICLE,,,
10/27/2017,17:00,BRONX,10474.0,40.809628000000004,-73.890045,"(40.809628, -73.890045)",TIFFANY STREET                  ,OAK POINT AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3778367,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/02/2016,1:10,QUEENS,11372.0,40.7543893,-73.8965222,"(40.7543893, -73.8965222)",NORTHERN BOULEVARD              ,70 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3398442,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2018,18:07,MANHATTAN,10012.0,40.724632,-73.9986,"(40.724632, -73.9986)",PRINCE STREET                   ,MERCER STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4049209,Sedan,,,,
07/29/2015,9:00,MANHATTAN,10022.0,40.759308000000004,-73.9652931,"(40.759308, -73.9652931)",EAST 57 STREET                  ,2 AVENUE                        ,,1.0,0.0,1,0,0,0,0,0,Other Vehicular,,,,,3266883,VAN,,,,
