Seq#,ID#,gender,M,R,F,first_purch,child_bks,youth_bks,cook_bks,DoItYBks,ref_bks,art_bks,geog_bks,ital_cook,ital_atlas,ital_art,florence,related_purchase,Mcode,Rcode,Fcode,yes_florence,no_florence
1941,16072,1,285,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0,5,4,2,0,1
1942,16073,0,131,14,2,20,0,0,0,0,1,0,0,0,0,0,0,0,4,4,2,0,1
1943,16074,1,343,8,12,68,3,1,2,1,1,0,2,0,0,0,1,2,5,3,3,1,0
1944,16082,1,33,34,2,38,0,0,1,0,1,0,0,0,0,0,0,0,2,4,2,0,1
1945,16087,1,164,14,1,14,0,1,0,0,0,2,0,0,0,0,1,2,4,4,1,1,0
1946,16088,1,169,16,2,22,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
1947,16094,1,316,16,4,28,0,0,2,0,0,0,1,0,0,0,1,1,5,4,3,1,0
1948,16112,0,316,36,2,42,0,0,2,0,0,0,1,0,0,1,1,2,5,4,2,1,0
1949,16121,0,287,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1950,16128,1,271,14,2,16,1,0,0,0,0,2,0,0,0,0,0,2,5,4,2,0,1
1951,16142,1,243,20,1,20,1,0,0,0,0,2,0,0,0,0,0,2,5,4,1,0,1
1952,16150,1,286,14,10,66,2,2,3,1,0,0,0,0,0,0,0,0,5,4,3,0,1
1953,16161,1,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
1954,16173,0,426,6,9,34,0,0,2,1,0,0,2,0,0,0,0,2,5,2,3,0,1
1955,16181,1,215,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2,5,3,1,0,1
1956,16185,1,85,18,1,18,0,0,0,0,0,2,0,0,0,0,0,2,3,4,1,0,1
1957,16190,1,197,16,3,28,1,0,0,0,1,0,1,0,0,0,1,1,4,4,3,1,0
1958,16199,1,353,16,9,42,1,0,2,2,3,0,1,0,0,0,1,1,5,4,3,1,0
1959,16215,1,152,14,10,34,4,0,1,0,2,0,0,0,0,0,0,0,4,4,3,0,1
1960,16230,1,390,2,8,20,0,0,1,0,1,0,0,0,0,0,0,0,5,1,3,0,1
1961,16234,1,239,16,2,22,0,2,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
1962,16246,0,320,6,11,34,1,2,2,2,0,0,0,0,0,0,1,0,5,2,3,1,0
1963,16261,0,159,18,1,18,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
1964,16273,1,221,30,10,70,1,2,3,1,0,1,0,0,0,0,1,1,5,4,3,1,0
1965,16303,1,157,14,5,32,2,0,1,0,0,0,0,0,0,0,0,0,4,4,3,0,1
1966,16304,0,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
1967,16308,1,341,26,8,72,2,1,0,2,0,0,2,0,0,0,0,2,5,4,3,0,1
1968,16311,1,99,14,1,14,0,1,0,0,0,0,0,2,0,0,0,2,3,4,1,0,1
1969,16322,1,183,28,2,30,0,0,0,2,0,0,0,0,0,1,0,1,4,4,2,0,1
1970,16323,1,223,2,6,36,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1
1971,16346,0,326,14,6,44,0,0,0,0,2,0,1,2,0,0,0,3,5,4,3,0,1
1972,16360,0,203,2,12,28,1,1,1,0,0,0,2,0,2,0,0,4,5,1,3,0,1
1973,16362,0,361,10,12,64,3,1,3,2,1,0,0,0,2,0,0,2,5,3,3,0,1
1974,16366,1,258,10,9,56,2,1,0,2,1,0,1,0,0,0,0,1,5,3,3,0,1
1975,16373,0,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,0,1
1976,16382,1,288,14,2,18,0,0,1,0,1,0,0,2,0,0,0,2,5,4,2,0,1
1977,16383,0,184,14,2,16,1,0,0,1,0,0,2,2,0,0,0,4,4,4,2,0,1
1978,16387,1,221,10,2,16,0,0,1,0,0,2,0,0,0,0,0,2,5,3,2,0,1
1979,16390,1,165,12,10,66,2,0,2,2,0,0,0,0,0,0,0,0,4,3,3,0,1
1980,16406,1,287,20,2,26,2,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
1981,16424,1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0,1,5,4,3,0,1
1982,16439,0,247,6,2,8,0,0,0,0,0,2,0,0,0,0,0,2,5,2,2,0,1
1983,16440,1,104,14,2,16,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1
1984,16452,1,196,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
1985,16456,1,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
1986,16461,0,96,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1
1987,16476,1,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
1988,16478,1,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0,4,4,2,0,1
1989,16479,1,207,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1,5,3,1,0,1
1990,16491,1,121,36,2,42,0,1,0,0,0,1,0,0,0,0,0,1,4,4,2,0,1
1991,16496,1,93,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
1992,16507,0,44,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,0,1
1993,16511,1,159,2,3,18,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1
1994,16520,1,298,12,9,44,1,1,1,0,1,1,0,1,0,0,0,2,5,3,3,0,1
1995,16523,0,59,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
1996,16537,0,46,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,0,1
1997,16546,1,166,12,2,20,0,0,0,1,0,0,1,1,0,0,0,2,4,3,2,0,1
1998,16548,1,328,4,5,18,0,0,1,0,0,0,1,0,0,0,0,1,5,2,3,0,1
1999,16557,1,297,10,8,44,2,0,1,0,0,0,0,0,0,0,0,0,5,3,3,0,1
2000,16576,0,263,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,1
2001,16586,0,291,6,1,6,0,0,0,0,0,0,1,0,0,0,0,1,5,2,1,0,1
2002,16603,0,195,12,1,12,0,0,0,0,0,0,1,1,0,0,0,2,4,3,1,0,1
2003,16612,1,142,10,2,16,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
2004,16619,1,64,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
2005,16623,1,23,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1
2006,16629,1,20,12,1,12,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0
2007,16633,1,55,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,0,1
2008,16647,1,109,12,2,16,1,0,0,0,0,0,0,1,0,0,0,1,4,3,2,0,1
2009,16650,0,94,12,2,18,1,0,0,0,0,1,0,1,0,0,0,2,3,3,2,0,1
2010,16670,0,343,10,12,66,2,2,1,1,2,0,2,0,2,0,0,4,5,3,3,0,1
2011,16672,1,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2012,16683,1,121,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
2013,16688,0,176,6,10,36,2,1,3,1,0,0,1,0,0,0,0,1,4,2,3,0,1
2014,16690,1,174,10,1,10,0,0,0,0,0,0,1,0,0,0,1,1,4,3,1,1,0
2015,16691,1,132,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0,4,4,1,1,0
2016,16692,1,99,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
2017,16695,1,264,16,6,38,2,1,2,0,0,0,0,0,1,0,0,1,5,4,3,0,1
2018,16696,0,166,2,4,24,0,0,0,0,0,1,1,0,0,0,0,2,4,1,3,0,1
2019,16702,1,278,12,3,24,0,0,1,1,0,0,0,1,0,0,0,1,5,3,3,0,1
2020,16704,1,63,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1
2021,16708,1,61,16,2,20,1,0,0,0,0,1,1,0,0,0,0,2,3,4,2,0,1
2022,16712,1,226,20,10,80,2,1,5,0,1,0,0,0,0,0,1,0,5,4,3,1,0
2023,16713,0,326,8,2,14,0,1,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
2024,16716,1,239,10,9,46,1,1,0,1,0,0,2,0,0,0,0,2,5,3,3,0,1
2025,16747,1,383,12,7,42,1,1,3,0,0,0,1,1,0,0,0,2,5,3,3,0,1
2026,16768,1,256,10,12,62,2,1,1,0,2,0,1,0,2,0,1,3,5,3,3,1,0
2027,16773,1,299,14,2,18,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
2028,16776,1,308,24,1,24,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2029,16789,0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0,0,4,3,3,0,1
2030,16801,1,20,30,1,30,0,0,0,1,0,0,0,1,0,1,0,2,1,4,1,0,1
2031,16805,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1,0,5,4,3,1,0
2032,16817,0,273,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
2033,16820,1,18,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1
2034,16821,0,259,16,2,20,0,1,0,1,0,0,1,0,0,0,0,1,5,4,2,0,1
2035,16833,1,228,20,5,46,0,2,3,0,0,0,0,0,0,0,0,0,5,4,3,0,1
2036,16844,1,181,8,10,62,1,1,3,0,0,1,0,0,0,0,0,1,4,3,3,0,1
2037,16846,1,417,14,12,74,4,1,3,1,1,0,2,0,2,0,0,4,5,4,3,0,1
2038,16850,1,229,4,8,22,0,1,1,1,0,0,0,0,0,0,0,0,5,2,3,0,1
2039,16871,1,88,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2040,16886,1,188,12,2,14,0,0,1,0,0,0,1,0,0,0,0,1,4,3,2,0,1
2041,16887,0,344,24,10,80,1,1,2,0,2,0,0,0,0,0,1,0,5,4,3,1,0
2042,16899,0,140,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,1
2043,16901,1,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0,0,5,2,3,0,1
2044,16902,1,279,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2045,16910,1,238,34,2,42,2,0,0,0,0,0,0,2,0,0,0,2,5,4,2,0,1
2046,16911,1,88,10,5,26,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,1
2047,16914,0,263,6,2,8,0,0,0,0,0,0,1,0,0,0,0,1,5,2,2,0,1
2048,16920,1,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0,0,5,2,3,0,1
2049,16937,1,75,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
2050,16950,1,323,14,10,50,1,1,3,2,1,0,3,0,0,0,0,3,5,4,3,0,1
2051,16955,0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2052,16969,1,25,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1
2053,16977,1,77,16,4,28,0,0,0,1,2,0,0,0,0,0,0,0,3,4,3,0,1
2054,16988,0,179,8,2,10,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,1,0
2055,16994,1,243,30,2,34,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1
2056,17015,1,226,10,12,52,1,1,4,0,2,0,0,0,0,0,0,0,5,3,3,0,1
2057,17017,1,320,10,2,16,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
2058,17035,1,290,10,2,16,0,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,1
2059,17036,1,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
2060,17054,1,233,12,3,24,1,0,0,1,0,0,0,0,0,1,0,1,5,3,3,0,1
2061,17074,1,127,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2062,17075,0,272,30,2,36,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
2063,17081,1,314,18,11,72,4,0,4,2,0,0,0,0,0,0,0,0,5,4,3,0,1
2064,17083,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
2065,17093,0,119,10,7,34,1,1,2,0,1,2,0,0,0,0,0,2,4,3,3,0,1
2066,17108,1,97,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1,3,4,1,0,1
2067,17118,1,235,16,2,24,1,0,0,1,0,0,1,0,0,1,1,2,5,4,2,1,0
2068,17121,1,45,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1
2069,17123,1,330,12,10,58,2,0,2,2,0,0,0,0,0,0,1,0,5,3,3,1,0
2070,17132,0,155,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1
2071,17142,1,316,14,4,36,0,1,2,0,0,0,1,0,0,0,0,1,5,4,3,0,1
2072,17159,0,412,2,10,34,2,2,0,1,0,0,1,0,0,0,1,1,5,1,3,1,0
2073,17162,1,217,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1,5,4,1,0,1
2074,17165,1,88,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2075,17173,1,250,22,6,48,0,0,2,0,1,0,0,0,0,0,0,0,5,4,3,0,1
2076,17186,1,324,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1
2077,17188,0,52,24,2,28,1,0,1,0,0,0,0,0,0,0,0,0,3,4,2,0,1
2078,17195,0,30,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,1
2079,17200,0,366,32,10,88,4,1,2,1,0,0,1,0,0,1,0,2,5,4,3,0,1
2080,17203,1,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
2081,17206,0,299,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2082,17210,1,93,16,2,20,0,0,0,2,0,0,0,0,0,0,0,0,3,4,2,0,1
2083,17217,1,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
2084,17227,0,369,16,9,60,3,0,2,1,1,0,1,0,0,0,0,1,5,4,3,0,1
2085,17235,1,186,12,12,62,5,1,1,2,1,2,0,0,0,0,0,2,4,3,3,0,1
2086,17254,1,186,20,1,20,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2087,17269,1,60,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2088,17271,1,69,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2089,17281,1,418,10,8,36,2,1,0,2,0,0,0,0,0,0,1,0,5,3,3,1,0
2090,17285,1,146,6,5,30,0,0,2,0,0,0,0,0,0,0,0,0,4,2,3,0,1
2091,17294,1,160,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,4,3,2,0,1
2092,17297,0,217,8,11,38,2,1,1,0,2,1,1,0,0,0,1,2,5,3,3,1,0
2093,17302,1,101,32,1,32,1,0,0,0,0,3,0,0,0,0,1,3,4,4,1,1,0
2094,17309,1,280,26,3,42,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,1
2095,17310,1,185,16,3,26,0,0,1,0,2,0,0,0,0,0,0,0,4,4,3,0,1
2096,17311,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2097,17319,1,437,2,11,42,2,0,1,0,0,0,1,0,0,0,1,1,5,1,3,1,0
2098,17322,1,126,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
2099,17331,0,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0,0,5,4,3,0,1
2100,17334,0,231,16,7,56,0,2,1,1,1,0,2,0,0,0,0,2,5,4,3,0,1
2101,17340,1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,1,0,5,4,3,1,0
2102,17353,1,256,14,10,44,0,1,2,1,3,0,1,0,0,0,0,1,5,4,3,0,1
2103,17366,0,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0,0,5,3,3,0,1
2104,17375,0,225,28,2,34,0,1,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
2105,17387,1,219,10,12,62,1,1,3,2,0,0,1,0,0,0,0,1,5,3,3,0,1
2106,17398,0,263,6,3,18,0,0,1,0,0,1,1,0,0,0,0,2,5,2,3,0,1
2107,17399,1,311,24,2,26,0,0,2,0,0,0,1,0,0,0,0,1,5,4,2,0,1
2108,17410,0,311,36,1,36,0,0,0,0,0,1,1,0,0,0,0,2,5,4,1,0,1
2109,17415,1,244,4,1,4,0,0,0,0,0,2,0,0,0,0,0,2,5,2,1,0,1
2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2,5,3,3,0,1
2111,17429,1,88,10,2,16,0,0,1,0,0,1,0,0,0,0,0,1,3,3,2,0,1
2112,17434,1,241,2,12,42,2,0,1,2,1,0,0,0,0,0,1,0,5,1,3,1,0
2113,17436,0,189,20,1,20,0,0,0,0,0,0,1,0,0,0,1,1,4,4,1,1,0
2114,17458,1,236,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2115,17459,0,249,16,1,16,1,0,0,0,0,0,1,1,0,0,0,2,5,4,1,0,1
2116,17464,0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1,4,4,1,0,1
2117,17470,1,140,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
2118,17489,1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0,1,5,3,3,0,1
2119,17491,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2120,17496,0,389,16,9,60,0,1,5,1,1,0,2,0,0,0,0,2,5,4,3,0,1
2121,17519,0,89,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,0
2122,17521,1,438,10,11,46,2,4,1,0,1,0,0,0,0,0,0,0,5,3,3,0,1
2123,17536,1,89,16,1,16,0,0,0,0,1,1,0,0,0,0,1,1,3,4,1,1,0
2124,17541,1,216,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1,5,3,1,0,1
2125,17556,1,153,8,7,26,0,1,2,0,1,2,0,0,0,0,0,2,4,3,3,0,1
2126,17559,1,49,4,1,4,0,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,1
2127,17569,1,174,16,2,22,0,0,1,0,0,0,1,0,0,0,0,1,4,4,2,0,1
2128,17579,1,134,34,7,68,0,2,1,0,3,2,0,2,0,0,0,4,4,4,3,0,1
2129,17581,1,155,8,10,42,0,0,4,1,1,0,0,0,2,0,0,2,4,3,3,0,1
2130,17588,1,132,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
2131,17601,1,106,26,1,26,0,1,0,0,0,1,1,0,0,0,0,2,4,4,1,0,1
2132,17609,1,101,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2133,17633,1,133,34,2,38,0,0,1,0,0,0,0,2,0,0,0,2,4,4,2,0,1
2134,17634,1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,0,1,4,4,2,0,1
2135,17658,1,295,12,2,14,0,1,0,0,0,0,2,0,0,0,0,2,5,3,2,0,1
2136,17660,1,325,14,11,74,5,0,2,2,0,0,0,0,0,0,0,0,5,4,3,0,1
2137,17661,1,91,8,2,16,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0,1
2138,17675,0,276,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2139,17676,0,232,14,2,18,1,0,0,0,1,0,1,0,0,0,0,1,5,4,2,0,1
2140,17683,1,349,16,11,50,3,1,1,1,0,0,1,1,0,0,0,2,5,4,3,0,1
2141,17698,0,465,6,12,74,0,3,2,3,1,0,1,0,0,0,0,1,5,2,3,0,1
2142,17725,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2143,17726,0,319,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,5,3,2,0,1
2144,17729,0,331,8,3,22,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,0,1
2145,17730,1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1,5,4,1,0,1
2146,17734,1,114,16,2,18,1,0,1,0,0,3,0,1,0,0,0,4,4,4,2,0,1
2147,17739,0,153,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1
2148,17740,1,132,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
2149,17745,1,199,12,6,38,0,0,1,1,1,0,1,0,0,0,0,1,4,3,3,0,1
2150,17746,1,252,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,0,1
2151,17758,1,318,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
2152,17766,1,61,16,2,22,0,0,0,1,0,0,1,0,0,0,0,1,3,4,2,0,1
2153,17768,1,409,12,10,68,3,0,2,0,2,0,0,0,0,0,0,0,5,3,3,0,1
2154,17770,0,298,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,1
2155,17771,1,49,4,1,4,0,0,0,0,0,2,0,0,0,0,1,2,2,2,1,1,0
2156,17777,1,311,30,2,34,1,0,0,1,0,2,1,0,0,0,0,3,5,4,2,0,1
2157,17791,1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,0,1,5,4,3,0,1
2158,17813,1,457,10,12,36,3,0,4,0,0,0,4,0,0,0,0,4,5,3,3,0,1
2159,17832,1,112,6,2,12,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2,0,1
2160,17849,0,378,12,11,44,1,1,2,2,2,0,0,0,0,0,0,0,5,3,3,0,1
2161,17850,1,237,16,10,70,0,2,2,1,2,0,0,0,0,0,0,0,5,4,3,0,1
2162,17856,1,70,16,1,16,0,0,1,0,0,1,0,0,0,0,0,1,3,4,1,0,1
2163,17858,0,303,22,8,54,3,0,0,0,1,0,0,0,0,1,0,1,5,4,3,0,1
2164,17884,0,136,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
2165,17894,1,191,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
2166,17895,1,305,10,3,16,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,0,1
2167,17899,1,92,20,4,32,1,0,1,0,1,0,0,0,0,0,0,0,3,4,3,0,1
2168,17918,0,191,14,2,16,1,1,0,0,0,0,0,1,0,0,0,1,4,4,2,0,1
2169,17922,0,432,16,10,64,1,1,2,1,0,0,0,0,0,0,0,0,5,4,3,0,1
2170,17932,0,329,2,8,42,3,0,1,1,0,0,0,0,0,0,0,0,5,1,3,0,1
2171,17935,1,188,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1,4,4,1,0,1
2172,17936,1,281,12,2,14,1,0,0,0,0,0,1,1,0,0,0,2,5,3,2,0,1
2173,17942,1,392,16,10,66,4,0,1,1,3,0,0,0,0,0,0,0,5,4,3,0,1
2174,17946,1,105,12,2,14,1,0,0,0,0,0,0,1,0,0,0,1,4,3,2,0,1
2175,17956,1,273,16,1,16,0,0,0,0,1,1,0,0,0,0,1,1,5,4,1,1,0
2176,17958,0,451,14,11,46,2,1,4,2,0,0,3,0,0,1,0,4,5,4,3,0,1
2177,17959,1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,1,0,5,4,1,1,0
2178,17980,0,319,16,7,56,3,0,1,0,0,0,1,0,1,0,0,2,5,4,3,0,1
2179,17981,1,152,4,10,30,1,1,1,1,0,0,0,0,0,0,0,0,4,2,3,0,1
2180,17982,1,63,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1
2181,18008,0,403,14,8,60,4,0,2,1,1,0,0,0,0,0,0,0,5,4,3,0,1
2182,18009,1,46,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1
2183,18036,1,291,2,3,18,0,0,1,0,0,0,0,0,0,0,0,0,5,1,3,0,1
2184,18039,1,71,34,2,40,1,0,0,1,0,0,0,0,0,0,0,0,3,4,2,0,1
2185,18040,1,303,10,11,58,2,1,2,1,0,2,0,0,0,0,0,2,5,3,3,0,1
2186,18064,1,442,14,10,40,0,3,3,1,0,0,1,0,0,0,0,1,5,4,3,0,1
2187,18077,0,44,22,2,26,1,0,0,1,0,0,0,0,0,0,0,0,2,4,2,0,1
2188,18079,1,67,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1
2189,18080,1,195,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
2190,18083,0,151,34,10,66,1,1,3,0,1,0,0,0,0,0,0,0,4,4,3,0,1
2191,18087,0,251,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
2192,18103,0,263,14,3,24,1,0,1,1,0,0,0,0,0,0,0,0,5,4,3,0,1
2193,18108,1,291,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1
2194,18112,1,181,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1
2195,18114,1,126,8,3,18,0,0,1,0,0,0,1,0,0,0,0,1,4,3,3,0,1
2196,18115,1,116,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1
2197,18123,1,150,30,1,30,0,0,1,0,0,1,0,0,0,0,0,1,4,4,1,0,1
2198,18132,1,265,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,5,4,1,0,1
2199,18153,1,298,12,3,20,0,0,0,0,1,0,1,0,0,0,0,1,5,3,3,0,1
2200,18156,0,212,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,1
2201,18157,1,284,22,2,28,1,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,1
2202,18168,1,200,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
2203,18174,1,257,16,8,46,2,0,2,2,0,0,0,0,0,1,0,1,5,4,3,0,1
2204,18175,1,105,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
2205,18197,0,274,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1
2206,18206,0,190,6,2,14,0,0,1,0,0,0,1,0,0,0,0,1,4,2,2,0,1
2207,18208,1,222,18,2,24,0,0,0,0,0,1,1,0,0,0,0,2,5,4,2,0,1
2208,18215,1,358,6,7,40,2,1,1,0,0,1,3,0,1,0,0,5,5,2,3,0,1
2209,18247,1,134,16,1,16,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,0,1
2210,18257,1,300,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1
2211,18259,1,269,8,2,10,0,0,0,0,0,0,2,0,0,0,0,2,5,3,2,0,1
2212,18269,1,131,2,4,16,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,1
2213,18272,0,48,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1
2214,18278,1,136,10,2,16,1,0,0,0,0,0,0,0,0,0,1,0,4,3,2,1,0
2215,18280,1,366,8,12,48,2,1,0,2,0,0,1,0,1,0,0,2,5,3,3,0,1
2216,18287,1,388,8,11,32,1,1,1,2,0,0,2,0,0,0,0,2,5,3,3,0,1
2217,18291,1,224,2,2,10,0,0,0,0,0,0,2,0,0,0,0,2,5,1,2,0,1
