high_bid,seller_feedback,category,subcategory,brand
15,281,Clothing & accessories,Sunglasses,Gucci_Sunglasses
71,-1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
41,6,Clothing & accessories,Sunglasses,Oakley_Sunglasses
162,22,Clothing & accessories,Sunglasses,Oakley_Sunglasses
51,566,Clothing & accessories,Sunglasses,Oakley_Sunglasses
73,123,Clothing & accessories,Sunglasses,Gucci_Sunglasses
260,530,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
71,6,Clothing & accessories,Sunglasses,Oakley_Sunglasses
52,1,Clothing & accessories,Sunglasses,Gucci_Sunglasses
51,1,Clothing & accessories,Sunglasses,Gucci_Sunglasses
41,1,Clothing & accessories,Sunglasses,Gucci_Sunglasses
12.5,112,Collectibles,Premium Pens,Cross_Pen
28,40,Clothing & accessories,Sunglasses,Gucci_Sunglasses
33.05,44,Collectibles,Premium Pens,Waterman_Pen
177,2275,Clothing & accessories,Sunglasses,Oakley_Sunglasses
77,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
200,3,Clothing & accessories,Sunglasses,Oakley_Sunglasses
29.5,236,Clothing & accessories,Sunglasses,Gucci_Sunglasses
1225,80,Consumer Electronics,Telescopes,Celestron_Telescope
76,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
33.55,9,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
79.26,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
64,8,Clothing & accessories,Sunglasses,Oakley_Sunglasses
62,5,Clothing & accessories,Sunglasses,Gucci_Sunglasses
45.5,863,Business & Industrial,Desktop accessories,Tape_Dispenser
5.71,280,Consumer Electronics,Calculators,Sharp_Calculator
35,5,Clothing & accessories,Sunglasses,Gucci_Sunglasses
41,5,Clothing & accessories,Sunglasses,Gucci_Sunglasses
69,0,Clothing & accessories,Sunglasses,Oakley_Sunglasses
22,5,Clothing & accessories,Sunglasses,Gucci_Sunglasses
61,5,Clothing & accessories,Sunglasses,Gucci_Sunglasses
76,10,Clothing & accessories,Sunglasses,Oakley_Sunglasses
36,2853,Clothing & accessories,Sunglasses,Oakley_Sunglasses
21.95,875,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
21.95,875,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
15,8,Collectibles,Premium Pens,Cross_Pen
12.59,8,Collectibles,Premium Pens,Cross_Pen
12.49,8,Collectibles,Premium Pens,Cross_Pen
12,8,Collectibles,Premium Pens,Cross_Pen
162.5,0,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
17.5,7,Collectibles,Premium Pens,Cross_Pen
56,28,Clothing & accessories,Sunglasses,Oakley_Sunglasses
15.5,579,Clothing & accessories,Sunglasses,Oakley_Sunglasses
15.63,7,Collectibles,Premium Pens,Cross_Pen
67.78,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
91,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
117.5,22,Clothing & accessories,Sunglasses,Oakley_Sunglasses
60,31,Clothing & accessories,Sunglasses,Oakley_Sunglasses
66.01,209,Clothing & accessories,Sunglasses,Oakley_Sunglasses
31.01,46,Business & Industrial,Desktop accessories,Staplers
73,66,Clothing & accessories,Sunglasses,Oakley_Sunglasses
3.99,1303,Collectibles,Premium Pens,Cross_Pen
10,2,Clothing & accessories,Sunglasses,Oakley_Sunglasses
85,200,Clothing & accessories,Sunglasses,Gucci_Sunglasses
25,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
16,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
26,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
25.3,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
26,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
20.5,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
35.2,299,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,789,Clothing & accessories,Sunglasses,Gucci_Sunglasses
81,20,Clothing & accessories,Sunglasses,Oakley_Sunglasses
36,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
61,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
41,44,Clothing & accessories,Sunglasses,Oakley_Sunglasses
46.01,44,Clothing & accessories,Sunglasses,Oakley_Sunglasses
41.01,44,Clothing & accessories,Sunglasses,Oakley_Sunglasses
10,32,Collectibles,Premium Pens,Cross_Pen
17.5,44,Collectibles,Premium Pens,Cross_Pen
20.5,22,Clothing & accessories,Sunglasses,Oakley_Sunglasses
98,310,Clothing & accessories,Sunglasses,Oakley_Sunglasses
117.5,310,Clothing & accessories,Sunglasses,Oakley_Sunglasses
102.5,81,Clothing & accessories,Sunglasses,Oakley_Sunglasses
19.5,82,Clothing & accessories,Sunglasses,Gucci_Sunglasses
16,82,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15,82,Clothing & accessories,Sunglasses,Gucci_Sunglasses
7.25,82,Clothing & accessories,Sunglasses,Gucci_Sunglasses
13.5,82,Clothing & accessories,Sunglasses,Gucci_Sunglasses
103.5,3,Clothing & accessories,Sunglasses,Oakley_Sunglasses
182.5,2288,Clothing & accessories,Sunglasses,Oakley_Sunglasses
545.01,15,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
81,244,Clothing & accessories,Sunglasses,Gucci_Sunglasses
25.5,66,Collectibles,Premium Pens,Waterman_Pen
52,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
28.55,523,Business & Industrial,Desktop accessories,Staplers
5.5,523,Business & Industrial,Desktop accessories,Staplers
51,4,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
65.5,8,Clothing & accessories,Sunglasses,Oakley_Sunglasses
81,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
26,40,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,40,Clothing & accessories,Sunglasses,Gucci_Sunglasses
32.5,40,Clothing & accessories,Sunglasses,Gucci_Sunglasses
11.5,44,Collectibles,Premium Pens,Cross_Pen
50,40,Clothing & accessories,Sunglasses,Gucci_Sunglasses
66,47,Clothing & accessories,Sunglasses,Oakley_Sunglasses
2.25,512,Business & Industrial,Desktop accessories,Staplers
81,47,Clothing & accessories,Sunglasses,Oakley_Sunglasses
66,47,Clothing & accessories,Sunglasses,Oakley_Sunglasses
104.5,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
95,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
70,10,Clothing & accessories,Sunglasses,Oakley_Sunglasses
203.49,258,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
53,315,Clothing & accessories,Sunglasses,Oakley_Sunglasses
86,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
51,53,Clothing & accessories,Sunglasses,Oakley_Sunglasses
68,41,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18,187,Collectibles,Premium Pens,Waterman_Pen
76,212,Clothing & accessories,Sunglasses,Oakley_Sunglasses
100.23,212,Clothing & accessories,Sunglasses,Oakley_Sunglasses
91,212,Clothing & accessories,Sunglasses,Oakley_Sunglasses
14.5,22,Clothing & accessories,Sunglasses,Oakley_Sunglasses
73,212,Clothing & accessories,Sunglasses,Oakley_Sunglasses
177.5,2288,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,89,Collectibles,Premium Pens,Waterman_Pen
103.5,109,Clothing & accessories,Sunglasses,Gucci_Sunglasses
105.2,76,Clothing & accessories,Sunglasses,Oakley_Sunglasses
26,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
40,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
31,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
25,1,Clothing & accessories,Sunglasses,Gucci_Sunglasses
10.53,28,Clothing & accessories,Sunglasses,Gucci_Sunglasses
212.5,3,Clothing & accessories,Sunglasses,Oakley_Sunglasses
21.5,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
13.5,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15.5,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
22.5,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
27.6,300,Clothing & accessories,Sunglasses,Gucci_Sunglasses
25.05,351,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
20.51,8,Collectibles,Premium Pens,Cross_Pen
21.5,8,Collectibles,Premium Pens,Cross_Pen
18.06,8,Collectibles,Premium Pens,Cross_Pen
44.5,26,Clothing & accessories,Sunglasses,Oakley_Sunglasses
81,41,Clothing & accessories,Sunglasses,Oakley_Sunglasses
36,137,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,13,Clothing & accessories,Sunglasses,Oakley_Sunglasses
77,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
15.5,97,Clothing & accessories,Sunglasses,Oakley_Sunglasses
36,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
735,10,Consumer Electronics,Telescopes,Celestron_Telescope
31,28,Collectibles,Premium Pens,Cross_Pen
72,69,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18,1081,Collectibles,Premium Pens,Cross_Pen
68.5,22,Collectibles,Premium Pens,Cross_Pen
72,22,Collectibles,Premium Pens,Cross_Pen
60.99,22,Collectibles,Premium Pens,Cross_Pen
65,22,Collectibles,Premium Pens,Cross_Pen
12.5,44,Collectibles,Premium Pens,Waterman_Pen
72,141,Clothing & accessories,Sunglasses,Gucci_Sunglasses
17.52,44,Collectibles,Premium Pens,Cross_Pen
40.99,141,Clothing & accessories,Sunglasses,Gucci_Sunglasses
187.5,2307,Clothing & accessories,Sunglasses,Oakley_Sunglasses
23.5,2430,Collectibles,Premium Pens,Cross_Pen
99,48,Clothing & accessories,Sunglasses,Oakley_Sunglasses
96,21,Clothing & accessories,Sunglasses,Gucci_Sunglasses
90,47,Clothing & accessories,Sunglasses,Oakley_Sunglasses
160,39,Clothing & accessories,Sunglasses,Oakley_Sunglasses
49.5,692,Clothing & accessories,Sunglasses,Gucci_Sunglasses
81,7,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,7,Clothing & accessories,Sunglasses,Oakley_Sunglasses
50.99,780,Consumer Electronics,Telescopes,Celestron_Telescope
10.5,28,Collectibles,Premium Pens,Cross_Pen
41.66,28,Collectibles,Premium Pens,Cross_Pen
66,11,Clothing & accessories,Sunglasses,Oakley_Sunglasses
35,28,Collectibles,Premium Pens,Cross_Pen
81,116,Clothing & accessories,Sunglasses,Gucci_Sunglasses
66,116,Clothing & accessories,Sunglasses,Gucci_Sunglasses
71,116,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15.5,1081,Collectibles,Premium Pens,Cross_Pen
90,71,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,116,Clothing & accessories,Sunglasses,Gucci_Sunglasses
49,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
63,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
7.49,3980,Business & Industrial,Desktop accessories,Tape_Dispenser
51,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
56,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
47,1074,Clothing & accessories,Sunglasses,Oakley_Sunglasses
36.01,1074,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18.5,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
145,1074,Clothing & accessories,Sunglasses,Oakley_Sunglasses
67,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
48.47,18,Clothing & accessories,Sunglasses,Oakley_Sunglasses
4.25,65,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18.38,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
61,0,Clothing & accessories,Sunglasses,Oakley_Sunglasses
16.5,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
14.54,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
20.5,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15.52,305,Clothing & accessories,Sunglasses,Gucci_Sunglasses
42,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
62,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
13.19,31,Collectibles,Premium Pens,Cross_Pen
41,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
46.5,24,Clothing & accessories,Sunglasses,Gucci_Sunglasses
81,21,Clothing & accessories,Sunglasses,Oakley_Sunglasses
0.75,31,Health & Beauty,Men's electric shavers,Shaver
13.08,7,Collectibles,Premium Pens,Cross_Pen
13.5,107,Collectibles,Premium Pens,Cross_Pen
19.07,427,Consumer Electronics,Calculators,Casio_Calculator
15.51,156,Clothing & accessories,Sunglasses,Gucci_Sunglasses
35,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
72,2586,Health & Beauty,Men's electric shavers,Shaver
43.03,2586,Health & Beauty,Men's electric shavers,Shaver
6.49,2262,Business & Industrial,Desktop accessories,Tape_Dispenser
14.99,53,Collectibles,Premium Pens,Cross_Pen
200,0,Clothing & accessories,Sunglasses,Oakley_Sunglasses
197.5,44,Clothing & accessories,Sunglasses,Oakley_Sunglasses
85.01,0,Clothing & accessories,Sunglasses,Oakley_Sunglasses
17,53,Collectibles,Premium Pens,Cross_Pen
53,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
14.5,53,Collectibles,Premium Pens,Cross_Pen
48,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
53,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
41.51,2586,Health & Beauty,Men's electric shavers,Shaver
28,2586,Health & Beauty,Men's electric shavers,Shaver
45,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
76,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
61,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
51,14,Clothing & accessories,Sunglasses,Oakley_Sunglasses
10.99,280,Collectibles,Premium Pens,Cross_Pen
25,205,Clothing & accessories,Sunglasses,Oakley_Sunglasses
68,126,Clothing & accessories,Sunglasses,Oakley_Sunglasses
110,9,Clothing & accessories,Sunglasses,Gucci_Sunglasses
20.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
61,136,Clothing & accessories,Sunglasses,Gucci_Sunglasses
330,884,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
110,119,Health & Beauty,Men's electric shavers,Shaver
43.51,11996,Clothing & accessories,Sunglasses,Oakley_Sunglasses
86.57,10,Clothing & accessories,Sunglasses,Oakley_Sunglasses
10,373,Health & Beauty,Men's electric shavers,Shaver
15.49,107,Clothing & accessories,Sunglasses,Gucci_Sunglasses
40,46,Clothing & accessories,Sunglasses,Oakley_Sunglasses
76.01,46,Clothing & accessories,Sunglasses,Oakley_Sunglasses
20.5,107,Clothing & accessories,Sunglasses,Gucci_Sunglasses
46,22,Clothing & accessories,Sunglasses,Oakley_Sunglasses
81,132,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
30,630,Health & Beauty,Hair Care,Hair_Dryer
91,213,Clothing & accessories,Sunglasses,Oakley_Sunglasses
50,93,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,93,Clothing & accessories,Sunglasses,Gucci_Sunglasses
50.01,315,Clothing & accessories,Sunglasses,Oakley_Sunglasses
86,168,Clothing & accessories,Sunglasses,Oakley_Sunglasses
7.49,198,Collectibles,Premium Pens,Cross_Pen
54.69,4670,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
24,55,Clothing & accessories,Sunglasses,Gucci_Sunglasses
91,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
14.51,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
36.5,383,Consumer Electronics,Calculators,Sharp_Calculator
61,127,Collectibles,Premium Pens,Cross_Pen
51.11,2466,Health & Beauty,Men's electric shavers,Shaver
23.5,384,Business & Industrial,Desktop accessories,Tape_Dispenser
270,13,Clothing & accessories,Sunglasses,Oakley_Sunglasses
40.99,209,Health & Beauty,Men's electric shavers,Shaver
45.01,209,Health & Beauty,Men's electric shavers,Shaver
180.5,2355,Clothing & accessories,Sunglasses,Oakley_Sunglasses
185,13,Clothing & accessories,Sunglasses,Oakley_Sunglasses
27,55,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
52,3977,Collectibles,Premium Pens,Waterman_Pen
30,0,Collectibles,Premium Pens,Cross_Pen
1081,258,Consumer Electronics,Telescopes,Celestron_Telescope
66,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
16.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
16.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
20.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
12,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
5.5,27,Health & Beauty,Hair Care,Hair_Dryer
51,47,Clothing & accessories,Sunglasses,Oakley_Sunglasses
26,34,Clothing & accessories,Sunglasses,Gucci_Sunglasses
53,18,Clothing & accessories,Sunglasses,Gucci_Sunglasses
17.75,288,Health & Beauty,Men's electric shavers,Shaver
67,9,Clothing & accessories,Sunglasses,Gucci_Sunglasses
107.5,804,Clothing & accessories,Sunglasses,Oakley_Sunglasses
78,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
62,2586,Health & Beauty,Men's electric shavers,Shaver
59.51,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
43,2586,Health & Beauty,Men's electric shavers,Shaver
44,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
34.95,4203,Health & Beauty,Men's electric shavers,Shaver
51,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
65,13,Clothing & accessories,Sunglasses,Oakley_Sunglasses
47,497,Health & Beauty,Men's electric shavers,Shaver
51.01,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
54,1675,Clothing & accessories,Sunglasses,Oakley_Sunglasses
107.5,27,Health & Beauty,Men's electric shavers,Shaver
105.51,27,Health & Beauty,Men's electric shavers,Shaver
91,27,Health & Beauty,Men's electric shavers,Shaver
70,27,Health & Beauty,Men's electric shavers,Shaver
20.5,173,Consumer Electronics,Calculators,Sharp_Calculator
69,27,Health & Beauty,Men's electric shavers,Shaver
69,27,Health & Beauty,Men's electric shavers,Shaver
58,15,Clothing & accessories,Sunglasses,Oakley_Sunglasses
85.69,9,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18,96,Clothing & accessories,Sunglasses,Gucci_Sunglasses
102.5,2034,Clothing & accessories,Sunglasses,Oakley_Sunglasses
50,0,Clothing & accessories,Sunglasses,Oakley_Sunglasses
96.01,4,Clothing & accessories,Sunglasses,Oakley_Sunglasses
97.01,2034,Clothing & accessories,Sunglasses,Oakley_Sunglasses
125,4,Clothing & accessories,Sunglasses,Oakley_Sunglasses
142.51,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
58,52,Clothing & accessories,Sunglasses,Oakley_Sunglasses
130,74,Clothing & accessories,Sunglasses,Oakley_Sunglasses
22.72,19,Clothing & accessories,Sunglasses,Gucci_Sunglasses
50,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
140.5,1028,Clothing & accessories,Sunglasses,Gucci_Sunglasses
46.01,257,Clothing & accessories,Sunglasses,Oakley_Sunglasses
27.07,21,Health & Beauty,Hair Care,Hair_Dryer
66,62,Clothing & accessories,Sunglasses,Oakley_Sunglasses
836,6637,Consumer Electronics,Telescopes,Celestron_Telescope
66,62,Clothing & accessories,Sunglasses,Oakley_Sunglasses
51,5,Health & Beauty,Men's electric shavers,Shaver
51,62,Clothing & accessories,Sunglasses,Oakley_Sunglasses
50,62,Clothing & accessories,Sunglasses,Oakley_Sunglasses
96,62,Clothing & accessories,Sunglasses,Oakley_Sunglasses
28.98,19,Clothing & accessories,Sunglasses,Gucci_Sunglasses
66,146,Clothing & accessories,Sunglasses,Gucci_Sunglasses
62,99,Clothing & accessories,Sunglasses,Oakley_Sunglasses
60.1,94,Health & Beauty,Men's electric shavers,Shaver
73,1177,Clothing & accessories,Sunglasses,Gucci_Sunglasses
177,2355,Clothing & accessories,Sunglasses,Oakley_Sunglasses
31,3966,Health & Beauty,Men's electric shavers,Shaver
20.5,0,Health & Beauty,Men's electric shavers,Shaver
29,43,Clothing & accessories,Sunglasses,Gucci_Sunglasses
15.5,133,Health & Beauty,Hair Care,Hair_Dryer
10.99,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
20.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
26,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
17.27,2586,Health & Beauty,Men's electric shavers,Shaver
16.5,2586,Health & Beauty,Men's electric shavers,Shaver
14.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
66.05,2586,Health & Beauty,Men's electric shavers,Shaver
80.5,17,Clothing & accessories,Sunglasses,Oakley_Sunglasses
50,31,Clothing & accessories,Sunglasses,Oakley_Sunglasses
42,2586,Health & Beauty,Men's electric shavers,Shaver
36,23,Clothing & accessories,Sunglasses,Gucci_Sunglasses
18.5,23,Clothing & accessories,Sunglasses,Gucci_Sunglasses
16,23,Clothing & accessories,Sunglasses,Gucci_Sunglasses
19.55,175,Health & Beauty,Hair Care,Hair_Dryer
22.5,427,Consumer Electronics,Calculators,Sharp_Calculator
25.45,197,Clothing & accessories,Sunglasses,Gucci_Sunglasses
51,197,Clothing & accessories,Sunglasses,Gucci_Sunglasses
4.25,181,Collectibles,Premium Pens,Cross_Pen
40.01,62,Health & Beauty,Men's electric shavers,Shaver
19.51,62,Health & Beauty,Men's electric shavers,Shaver
18.51,62,Health & Beauty,Men's electric shavers,Shaver
72.35,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
105,29,Clothing & accessories,Sunglasses,Oakley_Sunglasses
2.5,31,Health & Beauty,Men's electric shavers,Shaver
99,0,Clothing & accessories,Sunglasses,Gucci_Sunglasses
57,2586,Health & Beauty,Men's electric shavers,Shaver
49.57,2586,Health & Beauty,Men's electric shavers,Shaver
60.01,2586,Health & Beauty,Men's electric shavers,Shaver
13.49,208,Health & Beauty,Hair Care,Hair_Dryer
72.07,77,Clothing & accessories,Sunglasses,Oakley_Sunglasses
76.5,77,Clothing & accessories,Sunglasses,Oakley_Sunglasses
107.5,77,Clothing & accessories,Sunglasses,Oakley_Sunglasses
42,8,Clothing & accessories,Sunglasses,Oakley_Sunglasses
70,3226,Clothing & accessories,Sunglasses,Gucci_Sunglasses
177.25,2355,Clothing & accessories,Sunglasses,Oakley_Sunglasses
187.5,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
96,25,Clothing & accessories,Sunglasses,Oakley_Sunglasses
38,28,Collectibles,Premium Pens,Cross_Pen
99.99,2528,Health & Beauty,Men's electric shavers,Shaver
284.99,94,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
91,2283,Health & Beauty,Men's electric shavers,Shaver
21,2,Business & Industrial,Desktop accessories,Staplers
66,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18,96,Clothing & accessories,Sunglasses,Gucci_Sunglasses
18,96,Clothing & accessories,Sunglasses,Gucci_Sunglasses
46.01,2,Collectibles,Premium Pens,Waterman_Pen
80.57,12,Clothing & accessories,Sunglasses,Oakley_Sunglasses
103.51,942,Health & Beauty,Men's electric shavers,Shaver
225,101,Clothing & accessories,Sunglasses,Oakley_Sunglasses
202.5,101,Clothing & accessories,Sunglasses,Oakley_Sunglasses
112.5,101,Clothing & accessories,Sunglasses,Oakley_Sunglasses
107.5,101,Clothing & accessories,Sunglasses,Oakley_Sunglasses
62,5,Clothing & accessories,Sunglasses,Oakley_Sunglasses
14,299,Collectibles,Premium Pens,Cross_Pen
112.5,101,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,456,Clothing & accessories,Sunglasses,Oakley_Sunglasses
60.01,456,Clothing & accessories,Sunglasses,Oakley_Sunglasses
22,2376,Health & Beauty,Men's electric shavers,Shaver
311,727,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
81.25,884,Health & Beauty,Men's electric shavers,Shaver
566.22,92,Business & Industrial,Microscopes,Bausch_and_Laumb_Microscope
16,161,Health & Beauty,Hair Care,Hair_Dryer
31,161,Health & Beauty,Men's electric shavers,Shaver
34,43,Clothing & accessories,Sunglasses,Gucci_Sunglasses
56,56,Clothing & accessories,Sunglasses,Oakley_Sunglasses
77,56,Clothing & accessories,Sunglasses,Oakley_Sunglasses
77.01,12,Health & Beauty,Men's electric shavers,Shaver
42.5,147,Collectibles,Premium Pens,Cross_Pen
122.5,193,Clothing & accessories,Sunglasses,Oakley_Sunglasses
28,630,Health & Beauty,Hair Care,Hair_Dryer
24,630,Health & Beauty,Hair Care,Hair_Dryer
8.5,92,Health & Beauty,Men's electric shavers,Shaver
16.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
21.02,793,Health & Beauty,Men's electric shavers,Shaver
27,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
14,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
10.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
12.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
13.49,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
18.5,319,Clothing & accessories,Sunglasses,Gucci_Sunglasses
70,20,Clothing & accessories,Sunglasses,Gucci_Sunglasses
66.38,687,Clothing & accessories,Sunglasses,Oakley_Sunglasses
16.59,25,Collectibles,Premium Pens,Cross_Pen
36,628,Health & Beauty,Hair Care,Hair_Dryer
32,28,Collectibles,Premium Pens,Cross_Pen
115,3,Clothing & accessories,Sunglasses,Oakley_Sunglasses
26,44,Collectibles,Premium Pens,Waterman_Pen
30.01,44,Collectibles,Premium Pens,Waterman_Pen
54,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
18,98,Clothing & accessories,Sunglasses,Gucci_Sunglasses
18,98,Clothing & accessories,Sunglasses,Gucci_Sunglasses
39.38,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
62.5,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,1,Clothing & accessories,Sunglasses,Oakley_Sunglasses
71,33,Clothing & accessories,Sunglasses,Oakley_Sunglasses
91,35,Clothing & accessories,Sunglasses,Oakley_Sunglasses
182,2394,Clothing & accessories,Sunglasses,Oakley_Sunglasses
56.03,2586,Health & Beauty,Men's electric shavers,Shaver
107.5,326,Clothing & accessories,Sunglasses,Oakley_Sunglasses
116,326,Clothing & accessories,Sunglasses,Oakley_Sunglasses
15.5,39,Consumer Electronics,Calculators,Casio_Calculator
8,93,Consumer Electronics,Calculators,Sharp_Calculator
30,586,Health & Beauty,Men's electric shavers,Shaver
50,61,Collectibles,Premium Pens,Waterman_Pen
66.07,4,Clothing & accessories,Sunglasses,Oakley_Sunglasses
23.55,57,Consumer Electronics,Calculators,Sharp_Calculator
9.5,1294,Health & Beauty,Men's electric shavers,Shaver
71,26,Clothing & accessories,Sunglasses,Oakley_Sunglasses
41,79,Clothing & accessories,Sunglasses,Gucci_Sunglasses
2,220,Business & Industrial,Desktop accessories,Staplers
47,17,Clothing & accessories,Sunglasses,Oakley_Sunglasses
9.01,98,Health & Beauty,Men's electric shavers,Shaver
16.18,175,Health & Beauty,Hair Care,Hair_Dryer
9,1303,Collectibles,Premium Pens,Cross_Pen
39.5,2586,Health & Beauty,Men's electric shavers,Shaver
56.03,2586,Health & Beauty,Men's electric shavers,Shaver
10.5,0,Health & Beauty,Hair Care,Hair_Dryer
32.01,3966,Health & Beauty,Men's electric shavers,Shaver
91,733,Health & Beauty,Men's electric shavers,Shaver
17.01,168,Health & Beauty,Hair Care,Hair_Dryer
1055,430,Consumer Electronics,Telescopes,Celestron_Telescope
