s_code,s_city,e_code,e_city,coupon,new,vacation,SW,HI,s_income,e_income,s_pop,e_pop,slot,gate,distance,PAX,fare
*,Orlando             FL,*,Pittsburgh          PA,1.23,3,Yes,No,6166.33,22360.00,25054.00,1421287,2374260,Free,Constrained,831,7121,122.62
*,Philadelphia/Camden PA,*,Pittsburgh          PA,1.02,0,No,No,9935.07,27994.00,25054.00,4948339,2374260,Free,Constrained,264,9515,134.09
*,Boise               ID,*,Portland            OR,1.01,1,No,Yes,4315.92,23901.00,26409.00,372606,249561,Free,Free,344,5899,66.88
ORD,Chicago             IL,*,Portland            OR,1.34,3,No,No,4409.42,29260.00,26409.00,7830332,249561,Controlled,Free,1749,5025,279.61
MDW,Chicago             IL,*,Portland            OR,1.34,3,No,No,4409.42,29260.00,26409.00,7830332,249561,Free,Free,1749,5025,279.61
*,Denver              CO,*,Portland            OR,1.3,3,No,No,6769.31,29055.00,26409.00,1862106,249561,Free,Free,992,4701,188.46
*,Honolulu (Intl)     HI,*,Portland            OR,1.63,3,Yes,No,3784.94,26681.00,26409.00,873131,249561,Free,Free,2603,2746,205.51
*,Las Vegas           NV,*,Portland            OR,1.16,3,Yes,Yes,2318.28,24575.00,26409.00,1197234,249561,Free,Free,760,9497,69.19
*,Los Angeles         CA,*,Portland            OR,1.06,0,No,Yes,3153.68,24706.00,26409.00,9056076,249561,Free,Free,831,16784,91.97
JFK,New York/Newark     NY,*,Portland            OR,1.77,3,No,No,2548.46,32991.00,26409.00,8621121,249561,Controlled,Free,2444,4455,302.33
LGA,New York/Newark     NY,*,Portland            OR,1.77,3,No,No,2548.46,32991.00,26409.00,8621121,249561,Controlled,Free,2444,4455,302.33
EWR,New York/Newark     NY,*,Portland            OR,1.77,1,No,No,2548.46,32991.00,26409.00,8621121,249561,Free,Constrained,2444,4455,302.33
*,Oakland             CA,*,Portland            OR,1.01,3,No,Yes,5281.56,29846.00,26409.00,2237227,249561,Free,Free,543,10016,63.76
*,Phoenix             AZ,*,Portland            OR,1.31,3,No,Yes,2710.38,23025.00,26409.00,2753373,249561,Free,Free,1001,8292,114.95
*,Sacramento          CA,*,Portland            OR,1.04,3,No,Yes,5198.85,24236.00,26409.00,1481076,249561,Free,Free,485,7070,65.80
*,Salt Lake City      UT,*,Portland            OR,1.03,3,No,Yes,5680.53,21121.00,26409.00,1228816,249561,Free,Free,633,6602,79.48
*,San Diego           CA,*,Portland            OR,1.26,3,No,Yes,4876.68,23903.00,26409.00,2673620,249561,Free,Free,933,6302,96.58
*,San Francisco       CA,*,Portland            OR,1.01,3,No,No,5144.17,38813.00,26409.00,1653017,249561,Free,Free,542,13527,68.41
*,San Jose            CA,*,Portland            OR,1,3,No,Yes,4730.96,34880.00,26409.00,1594251,249561,Free,Free,569,11593,65.84
*,Seattle/Tacoma      WA,*,Portland            OR,1,0,No,No,6397.4,30916.00,26409.00,2230831,249561,Free,Free,135,11415,88.46
*,Spokane             WA,*,Portland            OR,1.01,3,No,Yes,5020.72,21300.00,26409.00,403939,249561,Free,Free,281,6760,50.38
*,Baltimore/Wash Intl MD,*,Providence          RI,1.11,2,No,No,9129.66,29838.00,24205.00,29838,905329,Free,Free,328,1504,176.88
ORD,Chicago             IL,*,Providence          RI,1.11,3,No,No,4124.55,29260.00,24205.00,7830332,905329,Controlled,Free,842,2874,219.38
MDW,Chicago             IL,*,Providence          RI,1.11,2,No,No,4124.55,29260.00,24205.00,7830332,905329,Free,Free,842,2874,219.38
JFK,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.76,32991.00,24205.00,8621121,905329,Controlled,Free,147,4158,106.29
LGA,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.76,32991.00,24205.00,8621121,905329,Controlled,Free,147,4158,106.29
EWR,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.76,32991.00,24205.00,8621121,905329,Free,Constrained,147,4158,106.29
*,Orlando             FL,*,Providence          RI,1.55,2,Yes,No,3087.27,22360.00,24205.00,1421287,905329,Free,Free,1075,4771,108.96
*,Atlanta             GA,*,Raleigh/Durham      NC,1.03,3,No,No,7046.11,26993.00,26101.00,3532657,1021830,Free,Free,356,9307,123.44
*,Boston              MA,*,Raleigh/Durham      NC,1.26,3,No,No,4542.83,30124.00,26101.00,5787293,1021830,Free,Free,606,5598,140.07
ORD,Chicago             IL,*,Raleigh/Durham      NC,1.12,3,No,No,4579.82,29260.00,26101.00,7830332,1021830,Controlled,Free,636,6123,193.67
MDW,Chicago             IL,*,Raleigh/Durham      NC,1.12,3,No,No,4579.82,29260.00,26101.00,7830332,1021830,Free,Free,636,6123,193.67
*,Dallas/Fort Worth   TX,*,Raleigh/Durham      NC,1.19,3,No,No,7617.69,28637.00,26101.00,3036732,1021830,Free,Free,1065,4285,230.56
JFK,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.23,32991.00,26101.00,8621121,1021830,Controlled,Free,426,12883,154.73
LGA,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.23,32991.00,26101.00,8621121,1021830,Controlled,Free,426,12883,154.73
EWR,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.23,32991.00,26101.00,8621121,1021830,Free,Constrained,426,12883,154.73
*,Philadelphia/Camden PA,*,Raleigh/Durham      NC,1.02,3,No,No,5317.36,27994.00,26101.00,4948339,1021830,Free,Free,346,4288,144.86
IAD,Washington          DC,*,Raleigh/Durham      NC,1.01,3,No,No,3266.44,31981.00,26101.00,4549784,1021830,Free,Free,225,7241,109.44
DCA,Washington          DC,*,Raleigh/Durham      NC,1.01,3,No,No,3266.44,31981.00,26101.00,4549784,1021830,Controlled,Free,225,7241,109.44
ORD,Chicago             IL,*,Reno                NV,1.41,3,Yes,No,4014.79,29260.00,29284.00,7830332,298680,Controlled,Free,1680,3926,125.90
MDW,Chicago             IL,*,Reno                NV,1.41,3,Yes,No,4014.79,29260.00,29284.00,7830332,298680,Free,Free,1680,3926,125.90
*,Las Vegas           NV,*,Reno                NV,1,3,Yes,Yes,5182.37,24575.00,29284.00,1197234,298680,Free,Free,344,13102,54.38
*,Los Angeles         CA,*,Reno                NV,1.09,3,Yes,Yes,5265.15,24706.00,29284.00,9056076,298680,Free,Free,388,10213,60.28
*,Oakland             CA,*,Reno                NV,1,3,Yes,Yes,10000,29846.00,29284.00,2237227,298680,Free,Free,180,5220,47.85
*,Phoenix             AZ,*,Reno                NV,1.07,3,Yes,Yes,4860.36,23025.00,29284.00,2753373,298680,Free,Free,592,4517,72.42
*,Portland            OR,*,Reno                NV,1.06,3,Yes,Yes,5296.51,26409.00,29284.00,249561,298680,Free,Free,444,9368,44.89
*,San Diego           CA,*,Reno                NV,1.15,3,Yes,Yes,5550.56,23903.00,29284.00,2673620,298680,Free,Free,488,3958,68.59
*,San Jose            CA,*,Reno                NV,1,3,Yes,Yes,5454.19,34880.00,29284.00,1594251,298680,Free,Free,188,6394,42.47
*,Seattle/Tacoma      WA,*,Reno                NV,1.02,3,Yes,Yes,3802.74,30916.00,29284.00,2230831,298680,Free,Free,569,14609,45.11
JFK,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.45,32991.00,26553.00,8621121,936107,Controlled,Free,287,4472,218.54
LGA,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.45,32991.00,26553.00,8621121,936107,Controlled,Free,287,4472,218.54
EWR,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.45,32991.00,26553.00,8621121,936107,Free,Constrained,287,4472,218.54
JFK,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64,32991.00,26044.00,8621121,113091,Controlled,Free,254,8469,127.38
LGA,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64,32991.00,26044.00,8621121,113091,Controlled,Free,254,8469,127.38
EWR,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64,32991.00,26044.00,8621121,113091,Free,Constrained,254,8469,127.38
*,Burbank             CA,*,Sacramento          CA,1.01,3,No,Yes,9819.56,24706.00,24236.00,9056076,1481076,Free,Free,349,15444,52.53
*,Las Vegas           NV,*,Sacramento          CA,1.18,3,Yes,Yes,8072.26,24575.00,24236.00,1197234,1481076,Free,Free,387,7985,56.91
*,Los Angeles         CA,*,Sacramento          CA,1.01,3,No,Yes,4729.11,24706.00,24236.00,9056076,1481076,Free,Free,361,18833,56.79
*,Phoenix             AZ,*,Sacramento          CA,1.1,3,No,Yes,4450.67,23025.00,24236.00,2753373,1481076,Free,Free,629,7007,78.67
*,San Diego           CA,*,Sacramento          CA,1.02,3,No,Yes,9130.73,23903.00,24236.00,2673620,1481076,Free,Free,472,15062,57.57
*,Seattle/Tacoma      WA,*,Sacramento          CA,1.03,3,No,Yes,5889.77,30916.00,24236.00,2230831,1481076,Free,Free,618,10303,64.39
*,Atlanta             GA,*,Salt Lake City      UT,1.46,3,No,No,6749.12,26993.00,21121.00,3532657,1228816,Free,Free,1588,4644,179.13
ORD,Chicago             IL,*,Salt Lake City      UT,1.22,3,No,Yes,2711.42,29260.00,21121.00,7830332,1228816,Controlled,Free,1259,5763,185.65
MDW,Chicago             IL,*,Salt Lake City      UT,1.22,3,No,Yes,2711.42,29260.00,21121.00,7830332,1228816,Free,Free,1259,5763,185.65
*,Denver              CO,*,Salt Lake City      UT,1,3,No,No,2587.58,29055.00,21121.00,1862106,1228816,Free,Free,388,12994,69.60
*,Las Vegas           NV,*,Salt Lake City      UT,1.01,3,Yes,Yes,3935.01,24575.00,21121.00,1197234,1228816,Free,Free,359,10349,57.40
*,Los Angeles         CA,*,Salt Lake City      UT,1.05,3,No,Yes,5089.75,24706.00,21121.00,9056076,1228816,Free,Free,584,17617,66.46
JFK,New York/Newark     NY,*,Salt Lake City      UT,1.64,3,No,No,3863.5,32991.00,21121.00,8621121,1228816,Controlled,Free,1982,4739,259.32
LGA,New York/Newark     NY,*,Salt Lake City      UT,1.64,3,No,No,3863.5,32991.00,21121.00,8621121,1228816,Controlled,Free,1982,4739,259.32
EWR,New York/Newark     NY,*,Salt Lake City      UT,1.64,1,No,No,3863.5,32991.00,21121.00,8621121,1228816,Free,Constrained,1982,4739,259.32
*,Oakland             CA,*,Salt Lake City      UT,1,1,No,Yes,5218.38,29846.00,21121.00,2237227,1228816,Free,Free,586,6460,69.95
*,Phoenix             AZ,*,Salt Lake City      UT,1.01,3,No,Yes,3570.78,23025.00,21121.00,2753373,1228816,Free,Free,495,12447,73.69
*,Sacramento          CA,*,Salt Lake City      UT,1.05,1,No,Yes,6050.65,24236.00,21121.00,1481076,1228816,Free,Free,525,4176,72.22
*,San Diego           CA,*,Salt Lake City      UT,1.06,3,No,Yes,5193.61,23903.00,21121.00,2673620,1228816,Free,Free,617,6671,65.91
*,San Francisco       CA,*,Salt Lake City      UT,1.02,3,No,No,4491.65,38813.00,21121.00,1653017,1228816,Free,Free,593,6213,85.19
*,Seattle/Tacoma      WA,*,Salt Lake City      UT,1.03,3,No,Yes,5135.88,30916.00,21121.00,2230831,1228816,Free,Free,696,9201,78.30
ORD,Chicago             IL,*,San Antonio         TX,1.28,3,No,Yes,3262.15,29260.00,21276.00,7830332,1481709,Controlled,Free,1038,6233,128.36
MDW,Chicago             IL,*,San Antonio         TX,1.28,3,No,Yes,3262.15,29260.00,21276.00,7830332,1481709,Free,Free,1038,6233,128.36
*,Dallas/Fort Worth   TX,*,San Antonio         TX,1.01,3,No,Yes,5130.29,28637.00,21276.00,3036732,1481709,Free,Free,242,22163,63.69
*,Houston             TX,*,San Antonio         TX,1,3,No,Yes,5751.82,27211.00,21276.00,3770125,1481709,Free,Free,177,10581,63.92
*,Las Vegas           NV,*,San Antonio         TX,1.3,3,Yes,Yes,5553.16,24575.00,21276.00,1197234,1481709,Free,Free,1074,6756,86.71
*,Los Angeles         CA,*,San Antonio         TX,1.42,3,No,Yes,2909.15,24706.00,21276.00,9056076,1481709,Free,Free,1218,4620,130.09
JFK,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.97,32991.00,21276.00,8621121,1481709,Controlled,Free,1577,3732,273.53
LGA,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.97,32991.00,21276.00,8621121,1481709,Controlled,Free,1577,3732,273.53
EWR,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.97,32991.00,21276.00,8621121,1481709,Free,Constrained,1577,3732,273.53
*,Orlando             FL,*,San Antonio         TX,1.6,2,Yes,Yes,2366.36,22360.00,21276.00,1421287,1481709,Free,Free,1032,2978,118.17
*,Atlanta             GA,*,San Diego           CA,1.44,3,No,No,5011.88,26993.00,23903.00,3532657,2673620,Free,Free,1886,4445,204.35
*,Boston              MA,*,San Diego           CA,1.94,3,No,No,1888.3,30124.00,23903.00,5787293,2673620,Free,Free,2576,3987,291.51
ORD,Chicago             IL,*,San Diego           CA,1.27,1,No,Yes,2863.2,29260.00,23903.00,7830332,2673620,Controlled,Free,1724,9252,219.63
MDW,Chicago             IL,*,San Diego           CA,1.27,3,No,Yes,2863.2,29260.00,23903.00,7830332,2673620,Free,Free,1724,9252,219.63
*,Dallas/Fort Worth   TX,*,San Diego           CA,1.18,3,No,No,5570.8,28637.00,23903.00,3036732,2673620,Free,Free,1163,4596,252.97
*,Denver              CO,*,San Diego           CA,1.2,3,No,No,6496.3,29055.00,23903.00,1862106,2673620,Free,Free,840,6901,134.79
*,Las Vegas           NV,*,San Diego           CA,1.01,0,Yes,Yes,6906.75,24575.00,23903.00,1197234,2673620,Free,Free,258,17966,53.14
*,Los Angeles         CA,*,San Diego           CA,1,3,No,No,3105.31,24706.00,23903.00,9056076,2673620,Free,Free,114,6446,70.41
*,Los Angeles         CA,*,San Diego           CA,1,3,No,No,3105.31,24706.00,23903.00,9056076,2673620,Free,Free,114,6446,70.41
*,Minneapolis/St Paul MN,*,San Diego           CA,1.3,3,No,No,5472.07,28739.00,23903.00,2761118,2673620,Free,Constrained,1532,3066,251.73
JFK,New York/Newark     NY,*,San Diego           CA,1.57,3,No,No,2313.6,32991.00,23903.00,8621121,2673620,Controlled,Free,2433,9343,299.17
LGA,New York/Newark     NY,*,San Diego           CA,1.57,3,No,No,2313.6,32991.00,23903.00,8621121,2673620,Controlled,Free,2433,9343,299.17
EWR,New York/Newark     NY,*,San Diego           CA,1.57,1,No,No,2313.6,32991.00,23903.00,8621121,2673620,Free,Constrained,2433,9343,299.17
*,Oakland             CA,*,San Diego           CA,1.02,3,No,Yes,9588.09,29846.00,23903.00,2237227,2673620,Free,Free,448,16226,57.29
*,Phoenix             AZ,*,San Diego           CA,1.01,3,No,Yes,5918.84,23025.00,23903.00,2753373,2673620,Free,Free,295,20653,50.10
*,San Francisco       CA,*,San Diego           CA,1.02,3,No,Yes,5101.83,38813.00,23903.00,1653017,2673620,Free,Free,455,27906,58.68
*,Seattle/Tacoma      WA,*,San Diego           CA,1.26,3,No,Yes,5588.72,30916.00,23903.00,2230831,2673620,Free,Free,1056,11396,100.80
*,Atlanta             GA,*,San Francisco       CA,1.36,3,No,No,5492.6,26993.00,38813.00,3532657,1653017,Free,Free,2137,10112,248.49
*,Boston              MA,*,San Francisco       CA,1.39,3,No,No,5559.43,30124.00,38813.00,5787293,1653017,Free,Free,2694,16050,367.72
*,Burbank             CA,*,San Francisco       CA,1,3,No,No,9978.49,24706.00,38813.00,9056076,1653017,Free,Free,332,14363,83.74
ORD,Chicago             IL,*,San Francisco       CA,1.2,3,No,No,5068.53,29260.00,38813.00,7830332,1653017,Controlled,Free,1851,20831,291.66
MDW,Chicago             IL,*,San Francisco       CA,1.2,3,No,No,5068.53,29260.00,38813.00,7830332,1653017,Free,Free,1851,20831,291.66
*,Dallas/Fort Worth   TX,*,San Francisco       CA,1.24,3,No,No,4935.18,28637.00,38813.00,3036732,1653017,Free,Free,1463,7537,297.83
*,Denver              CO,*,San Francisco       CA,1.09,3,No,No,7251.37,29055.00,38813.00,1862106,1653017,Free,Free,960,15039,168.96
*,Detroit             MI,*,San Francisco       CA,1.37,3,No,No,5583.02,26506.00,38813.00,4459144,1653017,Free,Constrained,2084,4913,314.88
*,Houston             TX,*,San Francisco       CA,1.26,3,No,Yes,4745.3,27211.00,38813.00,3770125,1653017,Free,Free,1637,7341,241.04
*,Kansas City         MO,*,San Francisco       CA,1.35,3,No,No,2024.97,25450.00,38813.00,1694803,1653017,Free,Free,1500,6158,116.52
*,Las Vegas           NV,*,San Francisco       CA,1.06,3,Yes,Yes,4548.61,24575.00,38813.00,1197234,1653017,Free,Free,416,17840,72.58
*,Los Angeles         CA,*,San Francisco       CA,1.02,3,No,No,7664.03,24706.00,38813.00,9056076,1653017,Free,Free,341,43671,79.23
*,Miami               FL,*,San Francisco       CA,1.43,3,Yes,No,4074.1,21207.00,38813.00,2105604,1653017,Free,Free,2579,4583,261.67
*,Minneapolis/St Paul MN,*,San Francisco       CA,1.19,3,No,No,6902.15,28739.00,38813.00,2761118,1653017,Free,Constrained,1589,8881,224.17
JFK,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.86,32991.00,38813.00,8621121,1653017,Controlled,Free,2574,41492,374.40
LGA,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.86,32991.00,38813.00,8621121,1653017,Controlled,Free,2574,41492,374.40
EWR,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.86,32991.00,38813.00,8621121,1653017,Free,Constrained,2574,41492,374.40
*,Orlando             FL,*,San Francisco       CA,1.66,3,Yes,No,2638.87,22360.00,38813.00,1421287,1653017,Free,Free,2443,4799,261.74
*,Philadelphia/Camden PA,*,San Francisco       CA,1.41,3,No,No,3516.97,27994.00,38813.00,4948339,1653017,Free,Free,2523,8081,326.76
*,Phoenix             AZ,*,San Francisco       CA,1.03,3,No,Yes,3405.75,23025.00,38813.00,2753373,1653017,Free,Free,646,14400,85.52
*,Seattle/Tacoma      WA,*,San Francisco       CA,1.02,3,No,No,5124.22,30916.00,38813.00,2230831,1653017,Free,Free,676,20727,81.28
*,Austin              TX,*,San Jose            CA,1.17,3,No,Yes,7262.65,23665.00,34880.00,1038660,1594251,Free,Free,1473,4071,200.41
*,Boston              MA,*,San Jose            CA,1.53,3,No,No,5155.47,30124.00,34880.00,5787293,1594251,Free,Free,2682,3677,402.02
*,Burbank             CA,*,San Jose            CA,1,3,No,Yes,9986.32,24706.00,34880.00,9056076,1594251,Free,Free,296,10770,59.80
ORD,Chicago             IL,*,San Jose            CA,1.27,3,No,No,3654.11,29260.00,34880.00,7830332,1594251,Controlled,Free,1837,4600,294.18
MDW,Chicago             IL,*,San Jose            CA,1.27,3,No,No,3654.11,29260.00,34880.00,7830332,1594251,Free,Free,1837,4600,294.18
*,Dallas/Fort Worth   TX,*,San Jose            CA,1.12,3,No,No,7516.35,28637.00,34880.00,3036732,1594251,Free,Free,1436,4799,325.02
*,Denver              CO,*,San Jose            CA,1.18,3,No,No,8142.6,29055.00,34880.00,1862106,1594251,Free,Free,943,4166,263.48
*,Las Vegas           NV,*,San Jose            CA,1.01,3,Yes,Yes,5472.43,24575.00,34880.00,1197234,1594251,Free,Free,387,13378,55.16
*,Los Angeles         CA,*,San Jose            CA,1,3,No,Yes,4636.25,24706.00,34880.00,9056076,1594251,Free,Free,305,26888,58.98
*,Phoenix             AZ,*,San Jose            CA,1.05,3,No,Yes,5108.01,23025.00,34880.00,2753373,1594251,Free,Free,614,10131,92.57
*,San Diego           CA,*,San Jose            CA,1,3,No,Yes,4956.27,23903.00,34880.00,2673620,1594251,Free,Free,419,17034,63.39
*,Seattle/Tacoma      WA,*,San Jose            CA,1.02,3,No,Yes,5201.65,30916.00,34880.00,2230831,1594251,Free,Free,702,15072,63.30
JFK,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,3,Yes,No,3787.29,32991.00,30460.00,8621121,528868,Controlled,Free,1042,4028,137.25
LGA,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,1,Yes,No,3787.29,32991.00,30460.00,8621121,528868,Controlled,Free,1042,4028,137.25
EWR,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,3,Yes,No,3787.29,32991.00,30460.00,8621121,528868,Free,Constrained,1042,4028,137.25
*,Anchorage           AK,*,Seattle/Tacoma      WA,1.02,3,No,No,6372.59,28690.00,30916.00,249642,2230831,Free,Free,1443,14474,142.83
*,Atlanta             GA,*,Seattle/Tacoma      WA,1.47,3,No,No,5090.58,26993.00,30916.00,3532657,2230831,Free,Free,2182,6124,200.20
*,Boston              MA,*,Seattle/Tacoma      WA,1.59,3,No,No,2705.03,30124.00,30916.00,5787293,2230831,Free,Free,2489,4560,297.61
*,Burbank             CA,*,Seattle/Tacoma      WA,1.11,3,No,Yes,6039.76,24706.00,30916.00,9056076,2230831,Free,Free,943,5638,97.46
ORD,Chicago             IL,*,Seattle/Tacoma      WA,1.25,1,No,No,4148.56,29260.00,30916.00,7830332,2230831,Controlled,Free,1731,10343,260.16
MDW,Chicago             IL,*,Seattle/Tacoma      WA,1.25,3,No,No,4148.56,29260.00,30916.00,7830332,2230831,Free,Free,1731,10343,260.16
*,Dallas/Fort Worth   TX,*,Seattle/Tacoma      WA,1.23,3,No,No,4487.07,28637.00,30916.00,3036732,2230831,Free,Free,1662,6482,239.66
*,Denver              CO,*,Seattle/Tacoma      WA,1.14,3,No,No,6825.49,29055.00,30916.00,1862106,2230831,Free,Free,1028,9760,169.92
*,Detroit             MI,*,Seattle/Tacoma      WA,1.42,3,No,No,5870.66,26506.00,30916.00,4459144,2230831,Free,Constrained,1932,2575,285.34
*,Las Vegas           NV,*,Seattle/Tacoma      WA,1.16,3,Yes,Yes,2781.55,24575.00,30916.00,1197234,2230831,Free,Free,869,15887,70.16
*,Los Angeles         CA,*,Seattle/Tacoma      WA,1.08,3,No,Yes,3905.34,24706.00,30916.00,9056076,2230831,Free,Free,957,28988,101.64
*,Minneapolis/St Paul MN,*,Seattle/Tacoma      WA,1.13,3,No,No,7845.92,28739.00,30916.00,2761118,2230831,Free,Constrained,1402,6907,186.96
JFK,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,1,No,No,2019.98,32991.00,30916.00,8621121,2230831,Controlled,Free,2411,10125,289.25
LGA,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,3,No,No,2019.98,32991.00,30916.00,8621121,2230831,Controlled,Free,2411,10125,289.25
EWR,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,1,No,No,2019.98,32991.00,30916.00,8621121,2230831,Free,Constrained,2411,10125,289.25
*,Oakland             CA,*,Seattle/Tacoma      WA,1.02,3,No,Yes,5328.85,29846.00,30916.00,2237227,2230831,Free,Free,677,17497,63.06
*,Orlando             FL,*,Seattle/Tacoma      WA,1.88,3,Yes,No,2012.46,22360.00,30916.00,1421287,2230831,Free,Free,2553,3183,238.73
*,Phoenix             AZ,*,Seattle/Tacoma      WA,1.22,3,No,Yes,2963.01,23025.00,30916.00,2753373,2230831,Free,Free,1103,13153,110.00
*,Seattle/Tacoma      WA,*,Spokane             WA,1,3,No,Yes,5552.01,30916.00,21300.00,2230831,403939,Free,Free,225,16507,51.30
*,Atlanta             GA,*,St Louis            MO,1.07,3,No,No,4636,26993.00,25824.00,3532657,2549844,Free,Free,471,5303,199.80
ORD,Chicago             IL,*,St Louis            MO,1,3,No,Yes,3042.25,29260.00,25824.00,7830332,2549844,Controlled,Free,257,24362,76.96
MDW,Chicago             IL,*,St Louis            MO,1,3,No,Yes,3042.25,29260.00,25824.00,7830332,2549844,Free,Free,257,24362,76.96
*,Cleveland           OH,*,St Louis            MO,1.04,3,No,Yes,3642.39,26046.00,25824.00,2230955,2549844,Free,Free,492,5629,77.62
*,Dallas/Fort Worth   TX,*,St Louis            MO,1.06,3,No,No,4803.13,28637.00,25824.00,3036732,2549844,Free,Free,556,7478,188.11
*,Denver              CO,*,St Louis            MO,1.08,3,No,No,4128.6,29055.00,25824.00,1862106,2549844,Free,Free,785,4186,207.17
*,Detroit             MI,*,St Louis            MO,1.02,3,No,Yes,3363.8,26506.00,25824.00,4459144,2549844,Free,Constrained,447,10298,77.46
*,Houston             TX,*,St Louis            MO,1.03,3,No,Yes,3467.7,27211.00,25824.00,3770125,2549844,Free,Free,682,7785,105.13
*,Kansas City         MO,*,St Louis            MO,1,3,No,Yes,5034.18,25450.00,25824.00,1694803,2549844,Free,Free,244,9784,56.80
*,Las Vegas           NV,*,St Louis            MO,1.28,3,Yes,Yes,3699.42,24575.00,25824.00,1197234,2549844,Free,Free,1379,4971,141.48
*,Los Angeles         CA,*,St Louis            MO,1.28,3,No,Yes,5138.01,24706.00,25824.00,9056076,2549844,Free,Free,1602,6165,210.16
*,Minneapolis/St Paul MN,*,St Louis            MO,1.03,3,No,No,4901.1,28739.00,25824.00,2761118,2549844,Free,Constrained,457,4826,202.77
JFK,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.61,32991.00,25824.00,8621121,2549844,Controlled,Free,877,10816,261.63
LGA,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.61,32991.00,25824.00,8621121,2549844,Controlled,Free,877,10816,261.63
EWR,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.61,32991.00,25824.00,8621121,2549844,Free,Constrained,877,10816,261.63
*,Orlando             FL,*,St Louis            MO,1.29,3,Yes,Yes,4708.44,22360.00,25824.00,1421287,2549844,Free,Free,869,6082,142.98
*,Phoenix             AZ,*,St Louis            MO,1.07,3,No,Yes,3503.22,23025.00,25824.00,2753373,2549844,Free,Free,1272,5830,137.20
JFK,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.92,32991.00,22069.00,8621121,743633,Controlled,Free,199,5275,120.84
LGA,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.92,32991.00,22069.00,8621121,743633,Controlled,Free,199,5275,120.84
EWR,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.92,32991.00,22069.00,8621121,743633,Free,Constrained,199,5275,120.84
*,Orlando             FL,*,Syracuse            NY,1.55,3,Yes,No,3503.11,22360.00,22069.00,1421287,743633,Free,Free,1054,3861,119.90
*,Miami               FL,*,Tallahassee         FL,1.04,3,Yes,No,3375.37,21207.00,21002.00,2105604,258019,Free,Free,399,2789,105.45
*,Atlanta             GA,*,Tampa               FL,1.01,3,Yes,No,4891.84,26993.00,23654.00,3532657,2195215,Free,Free,414,17437,87.35
*,Boston              MA,*,Tampa               FL,1.27,3,Yes,No,2982.62,30124.00,23654.00,5787293,2195215,Free,Free,1183,10673,124.82
ORD,Chicago             IL,*,Tampa               FL,1.14,3,Yes,Yes,2260.17,29260.00,23654.00,7830332,2195215,Controlled,Free,1008,17160,127.06
MDW,Chicago             IL,*,Tampa               FL,1.14,3,Yes,Yes,2260.17,29260.00,23654.00,7830332,2195215,Free,Free,1008,17160,127.06
*,Columbus            OH,*,Tampa               FL,1.55,3,Yes,Yes,2553.17,24502.00,23654.00,125722,2195215,Free,Free,834,4587,106.65
*,Dallas/Fort Worth   TX,*,Tampa               FL,1.13,3,Yes,No,5565.54,28637.00,23654.00,3036732,2195215,Free,Free,936,5196,200.69
*,Detroit             MI,*,Tampa               FL,1.17,3,Yes,No,4984.08,26506.00,23654.00,4459144,2195215,Free,Constrained,994,10640,107.51
*,Fort Lauderdale     FL,*,Tampa               FL,1,3,Yes,Yes,3692.28,26752.00,23654.00,1440377,2195215,Free,Free,187,13264,46.32
*,Hartford            CT,*,Tampa               FL,1.44,3,Yes,No,4633.51,30268.00,23654.00,1106780,2195215,Free,Free,1108,4410,125.25
