Trans. ,Bag,Blush,Nail Polish,Brushes,Concealer,Eyebrow Pencils,Bronzer,Lip liner,Mascara,Eye shadow,Foundation,Lip Gloss,Lipstick,Eyeliner
924,0,0,0,0,0,0,0,0,1,1,0,0,0,1
925,0,1,0,0,0,0,0,0,1,1,1,1,0,0
926,0,1,0,0,0,0,0,0,1,1,1,0,0,0
927,0,0,0,0,0,0,1,1,0,1,0,0,0,1
928,0,0,0,0,0,0,1,0,1,1,1,0,0,0
929,0,1,1,1,0,0,0,1,0,0,1,0,0,1
930,0,0,0,0,1,0,0,0,0,0,0,0,0,1
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,1,0,0,0,0,0,0,1,1
933,0,1,0,0,1,0,0,0,1,1,1,1,0,1
934,0,0,0,0,0,0,0,0,0,0,1,1,0,1
935,0,0,0,0,0,0,0,1,0,0,1,0,0,0
936,0,0,0,0,0,0,0,0,0,0,1,1,0,0
937,0,0,0,0,1,0,0,0,1,1,1,1,0,0
938,0,0,0,0,0,0,0,0,1,1,1,0,0,0
939,0,0,0,0,0,0,0,0,1,1,1,1,1,0
940,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941,0,0,0,0,0,0,0,0,0,0,0,0,1,1
942,0,0,1,1,0,0,0,0,0,0,0,0,0,0
943,0,0,0,0,1,0,0,0,0,0,1,0,0,1
944,0,0,0,0,0,0,1,1,0,0,1,1,0,0
945,0,1,0,0,1,0,1,0,0,0,0,1,0,1
946,0,0,1,1,1,0,0,1,1,1,0,0,0,1
947,0,0,0,0,1,0,0,0,0,0,0,0,0,1
948,0,0,0,0,0,0,0,0,1,1,1,1,1,1
949,0,1,0,0,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0,1,1,0,0
951,0,1,0,0,1,0,0,0,0,0,1,1,1,1
952,0,1,0,0,0,0,0,0,1,1,1,1,0,0
953,0,0,0,0,0,0,0,0,0,0,1,0,0,0
954,0,0,0,0,0,0,0,0,0,0,0,0,0,1
955,0,0,0,0,1,0,0,0,0,0,1,0,0,1
956,0,1,0,0,0,0,0,0,0,0,0,0,0,0
957,1,0,0,0,0,0,0,0,0,0,0,0,1,1
958,0,0,0,0,0,0,0,0,1,1,0,0,1,0
959,0,0,1,0,0,0,0,0,1,1,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,1,1,1,0
961,0,0,0,0,0,0,0,0,1,1,1,1,1,0
962,0,1,1,0,0,0,0,0,0,0,0,0,0,0
963,0,0,1,1,0,0,1,1,0,0,0,0,0,0
964,0,1,0,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,1,0,0,0,0,0,0,0,0,0,1,0
967,1,0,0,0,0,0,0,0,1,1,1,0,0,1
968,0,0,0,0,0,0,0,0,0,0,0,0,1,0
969,0,0,0,0,0,0,0,0,1,1,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,1,0,0,1
973,0,0,0,0,0,0,0,0,0,0,0,0,0,1
974,0,0,0,0,0,0,0,0,0,0,1,1,0,0
975,0,0,0,0,0,0,0,1,0,1,0,1,0,1
976,0,1,0,0,0,0,0,0,0,0,1,1,0,0
977,0,0,1,1,0,0,0,0,1,1,0,0,0,1
978,0,0,0,0,0,0,0,0,0,0,1,1,0,0
979,0,0,0,0,0,0,0,1,1,0,0,1,0,0
980,0,0,0,0,0,0,0,0,0,0,0,0,1,0
981,0,0,1,0,0,0,1,0,1,1,0,1,0,0
982,0,0,0,0,0,0,0,0,0,0,0,0,1,0
983,0,0,1,1,0,0,1,1,0,0,0,0,0,0
984,0,0,1,1,0,0,0,0,0,0,0,0,0,0
985,0,1,0,0,0,0,0,1,0,0,0,1,0,0
986,0,0,0,0,1,0,0,0,0,0,0,0,0,1
987,1,1,0,0,1,0,0,0,1,0,1,1,0,0
988,0,0,1,0,0,0,0,1,1,1,1,0,1,0
989,0,0,0,0,0,0,0,0,0,0,1,1,0,0
990,0,0,0,0,0,0,0,0,1,1,1,1,0,0
991,1,0,1,0,0,0,0,0,1,1,0,0,0,1
992,0,0,0,0,0,0,0,0,0,0,0,0,1,1
993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
994,0,0,0,0,1,0,0,1,1,1,1,0,0,1
995,0,1,0,0,0,0,0,0,1,1,1,1,0,0
996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,1,1,0,0
998,0,1,1,1,1,0,0,1,0,0,1,0,1,1
999,1,1,0,0,1,0,0,0,1,1,0,0,1,1
1000,0,0,0,0,1,0,1,1,0,1,0,0,0,1
