total_value,tax,LOT_SQFT,year_built,gross_area,living_area,floors,rooms,bedrooms,full_bath,half_bath,kitchen,fireplace,remodel
713.1,8970,13113,1909,6244,3176,2,12,6,2,1,1,1,None
453.1,5700,10119,1880,3437,1900,2,9,5,1,0,1,0,None
343.9,4326,5469,1928,2208,1350,2,6,3,1,0,1,0,None
288.3,3626,6237,1958,2040,960,1,5,2,1,0,1,0,None
586.3,7375,8580,1890,4256,2457,2,7,3,1,1,1,1,Recent
280.2,3524,3800,1920,2288,1104,1,5,2,1,0,1,0,None
382.5,4811,5491,1903,2838,1764,2,7,4,1,0,1,1,None
515.1,6479,8386,1900,5178,2940,2,9,4,1,1,1,1,None
489.9,6162,6180,1910,5181,2729,2,9,4,1,1,1,2,None
276.7,3480,3800,1929,2202,1056,1,5,2,1,0,1,0,None
340.1,4278,6173,1920,2116,1352,2,6,2,1,0,1,1,None
418.1,5259,7591,1887,3064,1959,2.5,7,4,1,1,1,1,None
349,4390,4000,1917,2700,1710,2,7,3,1,1,1,0,None
350.7,4411,5000,1950,2448,1306,1.5,6,3,2,0,1,1,None
369.6,4649,5500,1955,2749,1192,1,8,3,2,0,1,1,None
338.8,4262,5469,1925,2602,1600,2,7,4,1,0,1,1,None
390.4,4911,5600,1900,3322,1896,2,8,4,1,0,1,1,None
578.9,7282,7938,1910,4042,2193,2,8,4,1,1,1,0,Recent
404.3,5086,6250,1880,3898,2282,2,7,4,1,0,1,0,None
530,6667,8016,1910,4402,2594,2,10,4,2,1,1,1,Recent
350.5,4409,4000,1912,2504,1392,2,6,3,1,1,1,0,None
277.9,3495,3800,1920,2210,1056,1,5,2,1,0,1,0,None
376.6,4737,5500,1929,2980,1842,2,7,4,1,1,1,0,None
553.7,6965,5785,1910,4270,2678,2.5,10,5,2,1,1,1,Old
508.6,6398,6781,1885,3969,2224,2,8,5,2,1,1,1,Recent
634.9,7987,10000,1910,5110,3192,2,9,5,1,1,1,1,None
406.8,5117,7600,1915,3404,1745,2,8,3,1,1,1,0,None
345.3,4343,6190,1953,2400,1306,1.5,6,2,2,0,1,1,None
341.6,4297,5469,1936,2172,1336,2,6,3,1,1,1,1,Old
392.7,4940,6435,1918,3410,2039,2,8,4,1,0,1,1,None
491.9,6188,6600,1905,3690,2012,2,8,3,2,1,1,0,None
467.6,5882,4725,1900,4476,2407,2,8,3,1,1,1,0,Recent
581.5,7315,9775,1910,3373,2459,2,10,4,1,1,1,0,Recent
277.1,3485,4038,1920,1776,864,1,5,2,1,0,1,1,None
351.9,4426,4381,1956,2050,1025,1,7,3,2,0,1,1,Recent
383.8,4828,5710,1914,3373,2057,2,7,4,1,1,1,0,None
341.8,4299,6531,1953,2700,1260,1,6,3,1,1,1,1,None
471,5925,7128,1870,3828,2412,2,9,4,1,1,1,1,None
388,4881,7890,1920,2864,1523,1.5,6,2,1,0,1,0,None
399.6,5026,5500,1927,3404,1578,1,7,3,2,1,1,1,None
309,3887,4250,1900,2042,1040,1.5,6,3,1,0,1,0,Recent
476.6,5995,8135,1910,3716,2144,2,8,5,1,1,1,1,Recent
256.9,3231,4037,1930,1808,886,1,5,2,1,0,1,0,None
399.5,5025,5500,1910,2674,1654,2,6,3,1,0,1,1,Recent
463.4,5829,7672,1915,2880,1750,2,8,3,1,1,1,1,None
302.6,3806,3800,1950,2328,1090,1,6,3,1,0,1,1,None
263.3,3312,3845,1930,2184,1002,1,5,2,1,0,1,0,None
381.3,4796,5590,1935,2678,1490,2,8,3,1,0,1,1,None
370.9,4665,5469,1925,2602,1521,2,7,4,1,0,1,1,None
344.3,4331,4000,1917,2754,1588,2,7,4,1,0,1,0,Recent
351.1,4416,6207,1950,2384,1075,1,6,3,1,1,1,1,None
550.6,6926,7633,1910,4959,2633,2,9,6,1,1,1,1,None
631,7937,6500,1880,6459,3857,2,9,6,1,0,1,1,None
873,10982,19630,1910,6565,3374,2,12,4,3,1,1,4,Recent
596.1,7498,8232,1910,5574,2978,2,9,5,2,0,1,1,Recent
401,5044,5700,1950,3327,1836,1.5,8,4,2,0,1,0,Recent
374.3,4708,7183,1885,2675,1648,2,7,4,1,0,1,0,None
672.8,8463,8430,1910,5338,2957,2,9,4,3,0,1,1,None
345.7,4348,2992,1956,2553,1403,1.5,6,3,1,0,1,1,Recent
334.7,4210,4263,1940,2550,1627,2,7,4,1,0,1,0,None
270.8,3406,3842,1937,2228,1102,1,8,3,2,0,1,0,None
540.9,6804,5755,1910,4565,2722,2,10,5,2,0,1,2,Old
338.2,4254,4006,1925,2863,1330,1,7,2,2,0,1,1,Recent
507.5,6384,5468,1928,3780,2719,2,9,4,2,1,1,0,Recent
387.1,4869,5800,1915,3298,1688,2,7,3,1,1,1,1,None
408.8,5142,5500,1951,3240,1920,2,8,4,2,0,1,1,Recent
355.2,4468,5069,1950,2304,1306,1.5,6,3,1,0,1,1,Old
655.6,8247,8333,1910,6020,3558,2.5,11,6,2,0,1,1,Old
286.5,3604,3800,1959,2168,1017,1,5,2,1,0,1,0,None
316.8,3985,5500,1953,2248,985,1,5,2,1,0,1,1,None
339.3,4268,6089,1965,1905,1225,2,6,3,1,1,1,1,None
718.2,9034,19180,1918,6565,3564,2.5,11,4,2,2,1,0,None
385.6,4850,7156,1895,2750,1616,2,6,3,1,0,1,0,None
501.1,6303,6750,1910,4266,2309,2,9,4,3,1,1,2,None
762.5,9592,9401,2002,6294,3495,2.5,8,4,2,1,1,1,None
536.5,6749,6323,1920,3414,2108,2,7,4,2,0,1,1,Old
691.1,8694,12880,1910,4985,2833,2,8,5,2,1,1,1,Recent
691.3,8696,5750,1910,6396,4188,2.5,10,4,3,0,1,3,Recent
525.5,6610,10988,1915,3080,1920,2,6,3,2,1,1,1,Recent
348.1,4379,5500,1931,3454,1568,1,6,3,1,0,1,1,None
326.3,4104,5469,1928,2150,1300,2,6,3,1,0,1,1,None
332.5,4182,4500,1930,1994,1061,1.5,8,2,1,1,1,1,None
354,4453,6000,1950,2574,1201,1,9,4,1,0,1,1,Recent
368.9,4640,4951,1952,2808,1474,1.5,6,3,2,0,1,1,None
642.7,8085,8415,1910,6442,2843,2,11,6,2,1,1,1,Recent
319.6,4020,3800,1920,2786,1550,1.5,8,3,2,0,1,0,None
392.3,4935,6228,1925,3628,1836,1.5,6,3,1,0,1,1,Old
307.1,3863,5373,1930,2479,1068,1,6,3,1,0,1,1,None
318.6,4007,5500,1950,2700,1075,1,6,3,1,0,1,1,None
346.4,4357,6082,1965,1893,1225,2,8,3,1,1,1,1,None
289.2,3638,4275,1920,2090,960,1,5,2,1,0,1,1,None
340.4,4282,5469,1925,2131,1334,2,6,3,1,0,1,1,None
337.5,4245,5687,1893,2550,1224,1.5,7,3,1,0,1,0,None
690,8680,12800,1910,5460,3014,2,10,5,1,1,1,1,None
402.9,5068,7133,1880,3120,1940,2,7,3,1,1,1,1,Old
631,7937,6625,2007,5429,2946,2,9,4,2,1,1,1,None
323.5,4069,3478,1950,2791,1239,1,7,4,1,1,1,1,None
390.9,4917,6235,1915,2738,1649,2,8,4,1,1,1,1,None
645.6,8121,9217,2001,4958,2542,2,8,4,2,1,1,0,None
678.3,8533,11918,1860,5501,3125,2,8,4,2,0,1,1,Old
354.2,4455,5500,1933,2581,1443,2,6,3,2,0,1,1,None
551.2,6934,9140,1900,6053,3348,2,9,4,1,1,1,1,None
400,5032,3653,1930,2489,1334,2,6,3,1,0,1,1,None
310.6,3907,5139,1910,2324,1336,2,6,3,1,1,1,1,None
326.5,4107,3600,1929,1864,1152,2,5,2,1,0,1,1,None
674.9,8490,9856,1910,6730,3566,2,9,4,1,0,1,2,Old
409.4,5150,6233,1933,3456,1924,2,9,4,1,1,1,1,None
609.7,7670,9564,1910,5219,2729,2,10,6,2,0,1,1,Recent
418.2,5260,8257,1927,2682,1680,2,7,4,1,0,1,1,None
667.8,8400,9375,1906,6076,3003,2,10,5,2,0,1,2,Recent
382.6,4813,4416,1955,2760,1144,1,7,3,1,1,1,1,Recent
306,3849,3250,1960,2160,1224,1.5,6,3,2,0,1,1,None
378.6,4762,6025,1965,2408,1530,2,7,4,1,1,1,1,None
629.9,7924,11533,1918,5934,3927,2.5,11,6,1,1,1,2,None
522.7,6575,6625,1896,5072,2832,2,9,5,1,1,1,1,Recent
344,4327,5812,1920,2924,1595,1.5,6,3,2,0,1,1,None
529.6,6662,6400,1910,5337,2924,2,9,3,2,0,1,0,None
365.8,4601,5500,1949,2944,1555,1.5,6,3,1,1,1,0,None
372.5,4686,7113,1930,2352,1232,2,6,3,1,1,1,0,None
483.8,6086,6134,2003,2608,1696,2,7,4,2,1,1,1,None
365.6,4599,7132,1955,2496,1142,1,6,4,2,0,1,1,Recent
668.7,8412,20897,1910,7175,3977,2,13,4,1,1,1,1,Old
497.3,6256,11679,1915,3555,2319,2,9,4,1,1,1,1,None
335.1,4215,4211,1955,2688,1384,1.5,7,3,1,1,1,1,None
683.1,8593,12132,1910,4243,2774,2.5,10,4,2,1,1,1,Recent
345.6,4347,4520,1960,2353,1413,2,6,3,1,1,1,1,None
351.8,4425,6235,1920,3354,1512,1,5,2,1,0,1,1,None
458.7,5770,7842,1915,3714,2100,2,8,4,2,0,1,1,None
326.7,4109,3250,1932,2564,1285,1.5,8,2,1,1,1,1,None
480.2,6040,5584,1930,3946,1919,2,6,3,1,1,1,1,None
321.3,4041,3609,1930,2232,1392,2,6,3,1,1,1,1,None
285.1,3586,3159,1940,2084,934,1,6,3,1,0,1,0,None
410,5157,5000,1890,3204,1696,2,7,4,1,1,1,1,Recent
353.2,4443,5950,1960,2002,1274,2,6,3,1,1,1,1,None
355.1,4467,3882,1931,2408,1440,2,6,3,2,0,1,1,None
642.7,8085,9375,1910,5749,3224,2.5,11,6,2,1,1,1,Old
354.9,4464,6375,1955,2588,1210,1,7,4,1,0,1,1,None
346.5,4358,5500,1950,2748,1306,1.5,6,2,2,0,1,1,Recent
357.2,4493,7105,1930,3378,1383,1,6,3,2,0,1,1,None
476.2,5990,11637,1993,2860,1798,2,7,4,2,1,1,1,None
389.3,4897,6235,1932,2689,1584,2,7,3,1,0,1,1,None
435.4,5477,6709,1910,4170,2648,2,10,5,1,1,1,1,None
422.7,5317,5568,1900,3800,2158,2,8,3,1,1,1,1,None
302.7,3807,4140,1925,2895,1295,1,7,3,1,0,1,1,None
331,4163,5000,1890,2662,1488,2,6,3,1,0,1,0,None
520.6,6549,16616,1929,4162,2144,2,9,4,1,1,1,1,None
285.2,3587,3060,1950,2448,1123,1,6,2,1,0,1,1,None
331.3,4167,4793,1945,2154,1380,2,6,3,1,0,1,0,None
459.9,5785,6375,1900,4186,2235,2,9,5,1,1,1,1,Recent
351.2,4418,5943,1965,2428,1518,2,7,3,1,1,1,1,None
394.5,4962,6178,1968,2447,1560,2,7,4,1,1,1,1,None
474.9,5974,5000,1900,4382,2440,2,9,4,1,1,1,1,None
364.2,4581,11168,1915,2944,1664,2,7,3,1,1,1,0,None
385.6,4850,6000,1960,2214,1470,2,8,4,1,1,1,1,None
356.6,4486,3609,1930,2443,1446,2,6,3,1,0,1,1,None
339.9,4275,3610,1930,2382,1454,2,7,3,1,1,1,1,None
271.3,3412,3376,1953,1728,850,1,4,2,1,0,1,0,None
576.5,7252,9200,1899,3969,2520,2,9,4,2,1,1,3,Recent
453.7,5707,6303,1910,5270,2906,2,9,4,1,1,1,1,None
317.1,3989,4140,1920,2900,1295,1,5,2,1,0,1,1,None
481.3,6054,8795,1993,2767,1749,2,7,3,1,1,1,1,None
464.7,5845,7813,1890,5175,2857,2,9,7,1,1,1,1,None
368.2,4631,7100,1909,2630,1466,2,8,3,1,1,1,0,Old
330.3,4155,4891,1930,3344,1512,1,5,2,1,0,1,1,Recent
359.4,4521,5760,1957,3183,1613,1.5,6,3,2,0,1,1,None
576.8,7256,37647,1915,5488,2300,1,8,4,2,1,1,0,None
397.4,4999,9625,1910,2516,1536,2,6,3,1,0,1,1,None
402.3,5060,6500,1890,3940,2212,2,9,5,1,1,1,0,None
444.5,5591,9375,1890,3566,2250,2.5,9,6,1,0,1,0,Old
357,4491,5870,1968,2418,1530,2,7,3,1,1,1,1,None
319.6,4020,5815,1964,2556,1200,1,6,4,1,1,1,0,None
334.9,4213,4500,1927,2906,1310,1,6,3,2,0,1,1,Old
639.6,8046,12500,1910,6287,3493,2,12,4,1,1,1,2,None
341.1,4291,4991,1920,3140,1420,1,8,3,1,0,1,0,Old
667.2,8393,6030,1895,4858,2756,2,12,7,3,0,1,2,Recent
301.2,3789,1800,1942,3663,1904,1.5,8,3,2,0,1,0,None
335.5,4220,3587,1930,2172,1324,2,6,3,1,1,1,1,None
382.1,4806,5570,1925,2532,1536,2,7,3,1,0,1,1,None
346.8,4362,3610,1930,2244,1392,2,6,3,1,1,1,1,None
568.4,7150,15295,1890,4000,2153,2,9,6,1,3,1,1,None
605.5,7617,10233,1910,6549,3845,2.5,12,4,2,1,1,1,None
406.4,5112,6500,1924,2837,1782,2,7,4,1,1,1,1,None
292,3673,4075,1945,3013,1310,1,6,2,1,0,1,0,None
539.2,6783,8050,1910,4206,2385,2,7,4,1,1,1,2,Old
320.9,4036,6750,1940,2178,1040,1,6,2,1,0,1,1,Old
528.8,6652,9080,1910,4470,2569,2,9,6,1,1,1,1,None
464.2,5839,6613,1997,2697,1885,2,8,3,2,2,1,2,None
301.6,3794,5987,1960,2124,972,1,6,3,1,0,1,1,None
441.4,5552,10168,1955,2876,1670,2,7,4,1,1,1,1,None
568.3,7149,6265,1920,3954,2514,2,9,4,1,1,1,1,None
329.7,4147,9500,1950,1923,924,1,5,3,1,0,1,0,None
461.7,5808,6937,1997,2552,1664,2,7,3,1,2,1,1,None
536.8,6752,7097,1890,4564,2460,1.5,10,5,1,1,1,0,Old
300,3774,3680,1941,3128,1295,1,7,4,1,0,1,0,None
677,8516,7690,1900,5952,3220,2,10,5,1,2,1,1,Recent
432.7,5443,10250,1885,2847,1764,2,6,3,1,0,1,0,None
476.3,5991,9934,1913,5416,3232,2,9,4,2,0,1,0,None
514.2,6468,11562,1899,4523,2535,2,8,3,2,1,1,0,Recent
427.3,5375,3588,1930,2493,1538,2,7,3,1,1,1,1,Recent
444.7,5594,10900,1955,2665,1470,2,7,4,1,1,1,1,None
794,9988,12201,1840,6196,3061,2,10,7,4,0,2,2,Old
310.5,3906,5093,1953,2568,1042,1,7,3,1,1,1,1,None
526.6,6624,7225,1900,4675,2629,2,9,5,1,1,1,1,None
360.2,4531,5728,1960,2160,1850,1,5,2,1,0,1,0,None
400.6,5039,6280,1950,2928,2507,1,8,3,1,1,1,0,None
310.1,3901,3217,1965,2008,1274,2,7,3,1,1,1,1,None
312,3924,4197,1950,2578,1042,1,5,2,1,0,1,1,Recent
775.5,9755,13750,1900,6633,3906,2,12,7,1,2,1,0,Recent
511.7,6437,9401,1906,5232,2749,2,10,4,1,1,1,1,None
381.5,4799,4030,1920,3250,1872,2,6,3,2,0,1,1,Old
350.2,4405,3270,1835,2483,1295,1.5,6,3,1,0,1,0,None
390,4906,5130,1954,2778,1470,2,7,4,1,1,1,1,None
334.5,4208,6500,1953,2250,1275,1.5,6,3,2,0,1,1,Old
345.6,4347,5100,1915,1799,1120,2,6,3,1,0,1,1,Recent
539.1,6781,5405,1900,4048,2338,2,9,5,2,0,1,2,Recent
489.7,6160,9062,1910,3541,2665,2,8,3,2,0,1,0,Old
318.7,4009,3762,1935,2173,1296,2,5,2,1,1,1,1,None
390.9,4917,6346,1955,2740,1581,2,7,4,1,1,1,0,None
308.4,3879,6375,1920,1965,1061,1.5,6,3,1,0,1,0,None
382.9,4816,8220,1920,2230,1320,2,7,3,1,0,1,1,None
384.8,4840,3655,1925,3030,1900,2,7,3,2,0,1,1,None
437,5497,6161,1955,2786,1673,2,8,4,1,1,1,1,None
353.4,4445,4182,1950,2326,1085,1,6,3,1,1,1,0,Recent
497.5,6258,9300,1939,3506,1758,2,8,3,1,1,1,1,Recent
325.5,4094,3688,1928,2989,1591,1.5,8,4,1,1,1,0,None
310.3,3903,4050,1924,2919,1260,1,5,2,1,0,1,1,None
311.5,3918,6480,1924,2348,1066,1,5,2,1,0,1,1,None
540,6793,8750,1940,3567,2342,2,11,3,2,1,1,1,None
456.2,5739,5405,1900,3419,2095,2,8,4,1,1,1,0,None
453.6,5706,8731,1910,4288,2403,2,8,3,1,0,1,1,None
324.8,4085,5100,1924,2208,1152,2,6,3,1,0,1,1,None
451.6,5681,6375,1901,4280,2495,2,9,4,1,1,1,0,Recent
438.7,5518,8800,1900,4184,2235,2,10,2,1,1,1,1,None
385.6,4850,4509,1960,2661,1569,2,7,4,1,1,1,1,None
452.9,5697,5000,1910,4190,2098,2,7,3,1,1,1,1,Recent
318.4,4005,6375,1920,2117,1102,1.5,6,3,1,0,1,1,None
343.1,4316,5941,1955,2084,1372,2,6,3,1,1,1,0,None
412.7,5191,4269,1930,4290,2347,2,8,4,2,0,1,1,None
479.8,6035,6500,1904,2974,2187,2,9,4,2,1,1,0,Recent
388.2,4883,6266,1925,3255,1780,2,6,3,1,1,1,1,None
352.5,4434,4070,1928,3240,1680,1.5,8,4,2,0,1,1,None
286.8,3607,4030,1928,2989,1295,1,5,2,1,0,1,1,None
508.8,6400,14204,1960,2980,2391,1,7,2,2,1,1,1,None
374.6,4712,4168,1950,2329,1265,1.5,6,3,2,0,1,0,None
491.3,6180,7130,1900,4086,2213,2,9,4,1,1,1,1,None
432.3,5438,6247,1955,2906,1590,2,7,4,1,2,1,1,Recent
574.3,7224,9562,1909,4173,2367,2.5,9,5,2,1,1,1,Recent
413.7,5204,4200,1910,3674,2036,2,8,5,1,1,1,1,None
349.3,4394,6375,1926,3800,1663,1,7,3,1,0,1,1,None
342.7,4311,5100,1930,3320,1560,1,6,2,1,0,1,0,Old
504.4,6345,6402,1956,3977,2131,2,8,5,2,1,1,1,Recent
442,5560,5000,1920,3672,2105,2,7,3,1,1,1,0,Recent
338.2,4254,5250,1960,2228,1060,1,6,2,1,1,1,0,None
299.5,3767,5910,1958,2324,1008,1,5,3,1,1,1,1,None
349.9,4401,4669,1919,2043,1299,2,7,3,1,1,1,0,Old
516.7,6500,10000,1945,4304,1988,1,7,3,1,1,1,0,Old
441.7,5556,6500,1927,3737,1934,1.5,5,3,2,0,1,1,Recent
377.7,4751,6259,1940,2443,1612,2,8,4,1,1,1,1,None
372.3,4683,4965,1963,2548,1808,1,6,3,1,1,1,1,None
361.8,4551,4050,1930,2801,1295,1,5,2,1,0,1,1,Recent
470,5912,10625,1938,2574,1274,2,8,3,1,1,1,1,Old
398.4,5011,6995,1920,3628,1763,2,8,4,1,1,1,1,None
418.5,5264,8244,1928,2345,1485,2,7,2,1,0,1,1,Old
359.4,4521,7145,1960,2061,1323,2,6,3,1,1,1,1,None
426,5359,5520,1897,4448,2416,2,9,4,1,0,1,1,Old
325.7,4097,3789,1925,2511,1302,2,5,2,1,0,1,1,None
541.7,6814,14513,1910,3475,2084,2,7,3,1,0,1,0,None
523.4,6584,11264,1865,4506,2816,2,10,5,2,0,1,1,None
457.3,5752,6375,1885,3566,1901,2,8,4,2,1,1,1,Recent
366,4604,5100,1915,2653,1654,2,8,3,1,1,1,1,None
499.3,6281,6871,1955,3776,2215,2,8,4,2,1,1,1,None
419.4,5276,3423,1920,3390,1930,2,7,4,1,1,1,1,Recent
396.1,4982,6375,1890,3114,1778,2,8,4,2,0,1,1,Recent
326.1,4102,6252,1950,2320,1120,1,5,3,1,0,1,1,None
407.8,5130,4800,1915,1970,1152,2,7,3,2,0,1,0,None
486.5,6120,6250,1900,4996,2770,2,8,4,1,1,1,0,None
358.8,4513,6375,1890,2640,1404,2,7,4,1,1,1,0,None
459,5774,8342,1897,4674,2768,2,7,4,1,1,1,0,None
574.7,7229,8994,1900,5897,3491,2,12,6,2,1,2,1,None
542.3,6822,5720,1900,5022,2654,2,10,4,1,2,1,1,None
392.5,4937,6852,1891,3208,1918,2,7,4,1,1,1,0,None
343.2,4317,5193,1920,2200,1350,2,6,3,1,1,1,1,None
334,4201,3677,1950,2317,1042,1,5,2,1,1,1,0,Recent
637.2,8015,11384,1910,6021,3329,2,10,6,3,0,1,0,Recent
273,3434,4190,1923,2525,1166,1,6,3,1,0,1,0,None
523.3,6583,8102,1943,4083,2050,2,9,5,2,1,1,1,Old
450.9,5672,6948,1950,3267,1986,2,8,3,1,1,1,1,None
377.1,4743,6375,1885,2544,1396,2,6,3,1,1,1,0,None
367.8,4626,3450,1900,3629,1866,2,9,3,1,1,1,0,None
295.1,3712,4500,1894,2958,1344,1,7,3,1,0,1,0,None
313.9,3948,3600,1922,2872,1295,1,7,4,2,0,1,0,None
343.1,4316,5100,1915,2124,1404,2,7,3,1,0,1,1,None
424.3,5337,3600,1920,3154,1815,2,7,5,1,1,1,1,None
460.8,5796,6899,1955,3795,2219,2,8,4,2,1,1,1,None
341.3,4293,5193,1965,2238,1464,2,7,4,1,1,1,1,None
380.8,4790,6375,1890,2710,1645,2,7,4,1,1,1,0,None
345.7,4348,6245,1950,2470,1200,1,5,3,1,0,1,1,None
382.1,4806,6204,1930,2101,1308,2,7,3,1,0,1,1,Old
349.7,4399,4847,1915,1826,1152,2,6,3,1,0,1,0,Old
301.2,3789,4880,1925,2257,1042,1,6,3,2,0,1,0,None
311.8,3922,4000,1930,3438,1436,1,6,2,1,0,1,0,None
396.8,4991,6375,1910,2371,1408,2,7,4,2,0,1,0,Recent
462.6,5819,5720,1900,4298,2304,2,10,4,1,1,1,2,Old
353.1,4442,4966,1967,2793,1666,2,8,4,1,1,1,2,None
573.4,7213,11200,1910,5344,2544,2,10,4,1,1,1,0,None
322.6,4058,4150,1925,3574,1632,1,6,2,1,0,1,0,None
468.2,5889,6042,1960,2837,1581,2,7,4,1,1,1,1,None
300.3,3777,3600,1928,2872,1295,1,7,3,1,1,1,0,None
571.2,7185,13420,1929,4442,2402,1.5,9,3,2,0,1,1,None
483.5,6082,5048,1920,3738,2166,2,8,4,2,1,1,0,Recent
406.5,5113,5100,1915,2448,1392,2,7,3,1,1,1,1,Recent
424.3,5337,6873,1900,3225,1799,2,10,6,2,1,1,0,Recent
324.6,4083,6039,1955,2360,1075,1,6,3,1,0,1,0,Recent
381.2,4795,5000,1920,3343,1724,1.5,8,3,2,0,1,1,None
364.1,4580,5037,1930,2905,1755,2.5,7,3,2,1,1,1,None
443.3,5576,8492,1900,4829,2680,2,10,5,1,1,1,1,None
370.6,4662,6375,1890,2427,1584,2,7,4,1,0,1,0,None
379.3,4771,6375,1909,2430,1580,2,6,3,1,0,1,0,None
332.7,4185,4903,1930,1826,1152,2,6,3,1,0,1,0,None
410.7,5166,6748,1955,3056,1690,2,8,4,1,1,1,1,None
462.4,5816,6925,1960,2421,1578,2,7,4,1,1,1,1,Recent
336.4,4231,6237,1920,3276,1383,1,5,2,1,0,1,0,None
325.9,4099,4110,1932,3579,1632,1,6,3,1,0,1,0,Old
272.8,3431,3600,1934,1959,925,1,5,2,1,0,1,0,None
563.9,7093,10000,1921,3268,2040,2,7,3,1,1,1,1,None
438.7,5518,4317,1915,3483,1917,2,8,5,2,0,1,0,Recent
507.9,6389,6996,1885,3492,2192,2,8,4,2,1,1,0,Recent
384.4,4835,7950,1954,4012,1975,1.5,9,4,1,1,1,0,Old
334.6,4209,4985,1930,3280,1462,1,8,3,2,0,1,0,None
323.3,4067,3553,1928,2728,1418,1.5,6,3,1,1,1,1,Old
350.8,4413,5265,1915,2160,1392,2,7,3,1,0,1,1,Recent
559,7032,5532,1892,4298,2525,2.5,9,5,4,1,1,1,Recent
486,6113,6645,1900,2658,1714,2,6,3,1,0,1,2,None
451.7,5682,7700,1910,3236,1920,2,10,4,1,1,1,1,None
359.1,4517,4976,1920,2529,1487,2,8,4,1,1,1,0,None
391.9,4930,6375,1899,3666,2075,2,7,3,1,1,1,0,None
413.4,5200,6271,1929,3144,1600,2,7,3,1,1,1,1,Old
304.4,3829,5546,1920,2718,1210,1,6,3,1,0,1,1,None
326,4101,6230,1928,2106,925,1,5,2,1,0,1,0,None
319.2,4015,4133,1915,2992,1310,1,6,3,1,0,1,1,None
290,3648,4960,1927,1901,1152,2,6,3,1,0,1,0,None
508.9,6401,6916,1960,3177,2040,2,9,5,1,1,1,1,None
386.4,4860,6375,1929,2916,1781,2,8,5,2,0,1,0,None
417.1,5247,6285,1975,2664,1720,2,7,3,2,0,1,1,None
541.4,6810,7213,1900,5374,3031,2,11,7,1,1,1,1,None
374.4,4709,5676,1920,3307,1618,2,8,4,2,0,1,0,None
689.3,8671,7000,1848,6235,3446,2,12,5,3,0,1,2,None
418.5,5264,6272,1920,3063,1860,2,8,4,1,1,1,1,Recent
246.5,3100,4060,1958,1370,635,1,4,1,1,0,1,0,None
455.2,5726,5556,1920,4548,2572,2,9,2,1,1,1,1,None
373.7,4701,4400,1940,2804,1736,2,9,3,1,1,1,1,None
526.6,6624,7766,1890,4459,2578,2,10,5,1,1,1,1,None
521,6554,6000,1910,4176,2445,2,10,4,1,1,1,0,Recent
430.8,5419,3600,1915,3070,1629,2,8,4,2,1,1,0,None
424.9,5345,5000,1956,2800,1876,2,6,4,2,1,1,1,None
428.7,5393,6000,1990,2880,1711,2,9,3,1,1,1,1,None
362.7,4562,6375,1956,2758,1539,1.5,6,3,2,0,1,1,None
314.4,3955,6222,1920,2662,1190,1,5,2,1,0,1,0,None
531.9,6691,7589,1925,3522,2100,2,8,4,1,1,1,1,None
566.2,7122,8500,1910,5034,2698,2,10,5,2,1,1,1,None
338.8,4262,5629,1915,1826,1152,2,6,3,1,0,1,0,None
397.7,5003,6733,1960,3067,1918,1.5,6,3,1,1,1,1,None
302.5,3805,4500,1955,3156,1422,1,7,4,1,0,1,1,None
373.7,4701,6375,1900,2228,1458,2,6,3,1,1,1,0,None
351.2,4418,6009,1929,3952,2128,2,7,3,2,0,1,1,None
307.3,3865,3600,1940,3039,1295,1,4,1,1,1,1,0,None
349.6,4397,5000,1930,3227,1462,1,7,4,1,1,1,1,None
692,8705,7105,1988,5706,3270,2,10,5,4,1,1,1,Recent
409.4,5150,4672,1900,3573,2272,2,9,5,1,1,1,1,None
338.1,4253,3900,1915,1896,1248,2,7,2,1,1,1,1,None
380.3,4784,6375,1920,3160,1699,1.5,7,3,1,1,1,0,None
407.9,5131,4910,1920,1952,1328,2,8,3,1,1,1,1,None
296.1,3724,5370,1950,1692,816,1,6,3,1,1,1,1,None
354.3,4457,4988,1934,2089,1280,2,5,2,1,1,1,1,Recent
304.8,3834,5025,1960,2464,1075,1,6,3,1,1,1,1,None
302,3799,7005,1955,2356,1108,1,5,2,1,0,1,1,Old
350.2,4405,4502,1915,3057,1383,1,7,4,2,0,1,1,None
771,9699,27408,1914,5786,3050,2,12,4,3,0,1,0,Recent
297.5,3742,4000,1925,2876,1295,1,7,3,1,0,1,0,None
272.1,3423,4500,1953,2062,1016,1,5,2,1,0,1,1,None
361.8,4551,6097,1925,2186,1404,2,6,3,1,0,1,1,None
438.1,5511,10800,1900,3211,1560,2,6,3,1,1,1,1,None
333.2,4191,5000,1923,2528,1269,1.5,6,3,1,1,1,0,None
634.3,7979,12075,1939,4681,2239,1.5,8,3,2,1,1,1,None
396.8,4991,6785,1960,2807,1538,1.5,6,3,2,0,1,1,None
602.7,7581,8536,1930,4500,2584,2,9,4,1,2,1,1,None
316.8,3985,3900,1915,1804,1152,2,6,3,1,0,1,1,None
328.9,4137,4000,1934,2122,1318,2,6,3,1,1,1,1,None
365.5,4597,4983,1929,2876,1600,2,6,3,1,1,1,1,None
559.9,7043,5483,1915,5595,3074,2,8,4,2,0,1,1,None
362.3,4557,4960,1908,2543,1476,2,6,3,1,0,1,0,None
398.5,5013,5000,1920,3108,1758,2,7,3,1,1,1,1,None
