customer_number,clothing_division,housewares_division,health_products_division,automotive_division,personal_electronics_division,computers_division,garden_division,novelty_gift_division,jewelry_division
125079384,0,1,1,0,1,0,1,1,0
125286724,0,0,1,1,0,0,0,0,1
125339796,0,1,1,0,1,0,0,0,1
125515692,0,0,1,0,1,0,0,0,1
125615542,0,1,1,0,1,0,0,0,1
125748889,0,0,1,0,0,0,0,0,0
125996967,0,0,1,0,1,0,0,1,0
126061688,0,0,1,0,1,0,0,0,0
126184654,0,1,1,0,0,1,0,1,0
126310937,0,0,1,0,1,0,0,0,0
126366715,0,1,1,0,1,0,0,1,1
126372580,0,1,1,0,1,0,0,1,0
126488972,0,1,1,0,0,0,0,0,1
126520816,0,0,1,0,0,0,0,0,0
126653351,0,0,1,0,0,0,0,0,1
126808864,0,0,1,0,0,0,1,0,0
126861335,0,1,1,0,1,0,0,0,0
126965615,0,1,1,1,0,0,0,1,1
127040624,0,0,1,0,1,0,0,0,0
127064210,0,0,1,0,1,0,0,0,0
127445799,0,0,1,0,0,0,0,0,1
127506582,0,0,1,0,0,0,1,0,0
127592970,0,1,1,0,0,0,0,1,1
127721744,0,0,1,0,1,0,0,0,1
127809176,0,0,1,0,0,0,0,0,0
127908580,0,0,1,0,1,0,1,1,0
127951929,0,0,1,0,1,0,0,0,0
128036332,0,0,1,1,1,0,1,1,0
128175767,0,0,1,0,1,0,1,1,0
128179272,0,0,1,0,0,0,0,1,0
128517018,0,1,1,0,0,0,1,1,0
128810249,0,0,1,0,1,0,0,0,0
129335154,0,0,1,1,0,0,0,0,1
129668646,0,0,1,0,0,0,1,0,0
129783841,0,0,1,0,0,0,0,0,0
130605413,0,0,1,1,0,0,1,0,1
131048712,0,0,1,0,0,0,0,0,0
131152241,0,1,1,0,1,0,0,1,0
131204026,0,0,1,0,1,0,0,1,0
131222846,0,0,1,0,0,0,1,0,0
131245656,0,0,1,0,1,0,0,0,0
131410730,0,0,1,0,0,0,0,1,0
131510059,0,1,1,0,1,0,0,0,0
131734717,0,0,1,0,0,0,0,0,1
131798472,0,0,1,0,0,0,0,0,1
131881039,0,1,1,0,1,0,0,0,0
131946253,0,1,1,0,1,0,0,0,0
132180985,0,1,1,0,0,0,0,0,1
132483009,0,0,1,0,0,0,0,1,0
132897927,0,0,1,0,0,0,0,0,0
133103218,0,0,1,0,0,0,0,0,0
133111534,1,1,1,0,1,0,0,0,1
133310029,0,0,1,0,1,0,0,0,0
133504761,0,0,1,0,0,0,0,0,1
133648170,0,1,1,0,0,0,0,0,1
133675959,0,0,1,0,0,0,1,0,0
133909986,0,0,1,0,0,0,0,0,0
133963314,1,0,1,0,1,0,1,0,0
134079524,0,1,1,0,1,0,1,1,1
134127133,0,0,1,0,0,0,0,0,0
134165539,0,0,1,0,0,0,0,0,1
134353119,0,1,1,1,0,0,1,0,0
134413541,0,0,1,1,0,0,1,1,0
134793405,0,0,1,0,1,0,1,0,0
134858422,0,0,1,0,0,1,1,0,1
135519668,0,0,1,0,1,0,0,0,0
135582203,0,0,1,0,0,0,0,0,0
135609717,0,0,1,0,1,0,1,1,1
135707776,0,0,1,0,0,0,0,0,0
135806776,0,1,1,0,0,0,0,0,0
135809861,0,0,1,1,0,0,1,0,0
136159522,0,0,1,0,1,0,1,0,0
136361391,0,1,1,0,0,0,0,0,1
136421146,0,0,1,0,0,0,1,0,0
136492840,0,0,1,0,0,0,0,0,1
136501855,0,0,1,1,1,0,0,0,0
136514254,0,0,1,0,0,0,0,0,1
136548807,0,0,1,0,0,0,1,0,0
136577046,0,0,1,0,0,1,0,0,1
136720364,0,0,1,1,0,0,1,0,1
136766771,0,1,1,0,1,0,1,0,1
137129409,0,1,1,1,0,1,1,0,1
137231734,0,0,1,0,1,0,0,0,0
137736559,0,1,1,0,0,0,1,1,1
137756045,0,0,1,0,0,0,1,0,0
137784286,0,0,1,0,0,0,0,0,0
137846713,0,1,1,0,1,0,0,0,0
137914875,0,0,1,0,0,0,0,0,1
137977054,0,0,1,1,1,0,1,1,0
138121611,0,1,1,0,1,0,0,0,0
138208772,0,0,1,0,0,1,0,0,1
138290739,0,0,1,1,1,0,1,0,0
138338744,0,0,1,0,0,0,0,0,0
138380878,0,0,1,0,0,0,1,0,0
138393558,0,1,1,0,0,0,0,0,0
138409198,0,0,1,1,1,0,1,1,0
138484977,0,1,1,0,0,0,1,0,0
138708698,0,0,1,0,0,0,1,0,0
138759998,0,1,1,0,1,0,0,1,0
138902424,0,0,1,0,0,0,0,0,0
139186829,0,1,1,0,1,0,0,1,1
139361257,0,0,1,0,1,0,0,0,0
139495436,0,1,1,0,1,0,0,0,1
139601520,0,0,1,0,1,0,0,0,0
139749600,0,1,1,0,1,0,0,1,1
140365040,0,0,1,1,1,0,1,1,0
140469412,0,0,1,0,0,0,0,0,0
140510629,0,0,1,1,0,0,0,0,1
140601816,0,1,1,0,1,0,0,1,0
140828013,0,0,1,0,0,1,0,0,1
141685917,0,0,1,0,0,0,0,0,0
142091438,0,0,1,0,1,0,0,0,0
142576271,0,0,1,0,1,0,0,0,1
142589027,0,0,1,1,0,0,1,0,0
142706753,0,0,1,0,1,0,0,0,0
142963321,0,0,1,0,1,0,1,1,1
142979251,0,1,1,1,0,0,1,1,0
143080521,0,1,1,0,0,0,0,0,0
143203172,0,1,1,0,1,0,1,1,1
143262236,0,1,1,0,0,0,1,1,1
143403962,0,0,1,0,1,0,1,1,0
143613297,0,1,1,0,1,0,0,0,0
143680114,0,0,1,0,0,0,1,0,0
143688539,0,0,1,0,0,0,0,0,0
143728996,1,0,1,0,0,0,0,0,1
143817583,0,0,1,0,0,0,0,0,0
143876977,0,0,1,0,1,0,0,0,0
143999423,0,1,1,0,0,1,1,0,1
144063740,0,0,1,1,0,0,1,0,0
144122819,0,1,1,0,0,0,0,0,1
144240223,0,1,1,0,0,0,0,0,1
144370947,0,1,1,0,0,0,0,0,1
144433687,0,0,1,0,0,0,0,0,0
144500147,0,1,1,0,1,0,0,0,1
144538683,0,0,1,0,0,1,0,0,1
144603347,0,1,1,0,1,0,1,1,1
144630688,0,0,1,0,1,0,0,0,0
144831302,0,1,1,0,1,1,1,1,0
144831922,0,1,1,0,0,0,1,0,1
144929973,0,0,1,0,0,0,1,0,0
145012407,0,0,1,0,0,0,1,1,0
145157319,0,1,1,0,0,0,0,0,0
145361564,0,0,1,0,0,0,0,0,1
145610655,0,0,1,0,0,0,0,0,0
145625166,0,1,1,0,0,0,0,0,0
145778429,0,1,1,1,1,0,1,0,1
145835260,0,1,1,0,1,0,0,1,0
145926820,0,1,1,0,0,0,1,1,1
145955159,0,0,1,0,1,0,0,0,0
145969770,1,1,1,1,0,0,0,0,1
145990826,0,0,1,0,1,0,0,1,0
146085907,0,0,1,0,0,0,0,0,0
146157722,0,0,1,0,0,0,0,0,1
146211214,0,0,1,0,0,0,1,0,0
146590849,0,1,1,0,1,0,0,0,0
146616073,0,0,1,0,1,0,0,0,0
146632393,0,0,1,0,0,1,1,0,0
146770227,0,0,1,0,1,0,1,1,0
146806443,0,0,1,0,0,0,0,0,0
146850557,0,1,1,0,1,0,0,1,0
146911631,1,1,1,0,1,0,0,1,1
146927058,0,0,1,0,0,0,0,0,0
147127427,0,0,1,0,0,0,1,0,0
147256309,0,0,1,0,1,0,1,1,0
147376198,0,1,1,0,1,0,0,0,0
147417307,0,1,1,0,0,0,0,0,1
147429039,0,1,1,0,0,0,0,0,1
147527253,0,1,1,0,1,0,0,0,0
147647580,0,1,1,0,1,0,1,1,0
147870687,0,0,1,0,0,0,0,0,0
147902704,0,1,1,0,0,0,0,0,0
148185853,0,0,1,0,1,0,0,0,0
148205636,0,1,1,1,1,0,1,0,0
148326838,0,1,1,1,1,1,1,1,1
148787138,0,1,1,1,1,0,1,1,0
148956444,0,1,1,0,0,0,0,0,0
148974728,0,0,1,0,1,0,0,0,0
149025728,0,0,1,0,0,0,0,0,0
149047029,0,0,1,0,1,0,0,0,0
149127094,0,0,1,0,0,0,0,0,0
149133191,0,0,1,0,1,0,1,1,1
149423212,0,0,1,0,1,0,1,0,0
149530990,0,0,1,0,0,0,1,0,0
149737611,0,0,1,0,0,0,1,1,0
149833204,0,0,1,0,0,1,0,0,0
149962110,0,0,1,0,0,0,0,0,0
150028314,0,1,1,0,1,0,0,0,0
150128627,0,0,1,0,0,0,0,0,0
150359719,0,1,1,0,0,0,0,0,0
150381861,0,0,1,0,0,0,1,1,1
150439958,0,0,1,0,0,0,0,0,0
150447670,0,0,1,0,1,0,0,1,0
150691210,0,0,1,1,0,0,1,0,0
150704682,1,0,1,0,0,0,0,0,0
150771806,0,0,1,1,0,0,1,0,1
150910271,0,1,1,0,0,0,0,0,0
150916237,0,0,1,0,0,0,0,0,0
151057668,0,1,1,0,1,0,1,0,1
151169984,0,1,1,0,1,0,1,1,1
151241502,0,0,1,0,0,0,1,0,0
151381993,0,0,1,0,0,0,0,0,0
151418647,0,1,1,0,0,0,0,0,0
151510278,0,0,1,0,0,0,0,0,0
151594587,0,1,1,0,0,0,0,0,1
151808037,0,1,1,0,1,1,0,0,0
151947694,0,0,1,0,0,0,0,0,1
151967312,0,1,1,0,0,0,0,0,1
152065769,0,0,1,0,1,0,0,1,0
152093761,0,1,1,0,1,0,0,0,1
152141750,0,0,1,0,0,0,1,0,1
152282133,0,0,1,0,1,0,0,0,1
152569935,0,0,1,0,0,0,0,0,0
152682431,0,0,1,0,1,0,0,1,0
152824199,0,1,1,0,1,0,0,0,1
152913661,0,1,1,0,1,0,0,1,1
153040449,0,1,1,0,1,0,0,0,0
153050570,0,0,1,0,1,0,0,0,0
153068424,1,1,1,0,0,0,0,0,1
153106299,0,0,1,0,0,0,0,0,1
153184668,0,1,1,0,0,0,0,0,0
153279229,0,0,1,0,0,0,0,0,0
153298245,0,1,1,0,1,0,0,0,0
153380845,0,0,1,0,1,0,0,0,1
153626684,0,0,1,0,0,0,0,0,1
153668330,0,1,1,1,0,0,1,1,1
153735261,0,0,1,0,1,0,0,0,0
153786454,0,1,1,0,1,0,0,1,1
153807565,0,0,1,0,0,0,0,0,1
154325880,0,0,1,0,0,0,1,0,0
154364285,0,0,1,0,0,0,0,0,1
154376149,0,0,1,0,0,0,0,0,0
154749154,0,0,1,0,0,0,1,0,1
154870471,0,0,1,0,0,0,1,1,1
154904940,0,1,1,0,1,0,1,0,0
154920441,0,1,1,0,1,0,0,1,1
155056203,0,1,1,0,0,0,1,0,0
155153117,0,1,1,1,1,0,1,0,0
155201791,0,0,1,0,1,0,0,0,1
155356132,0,0,1,0,1,0,1,1,0
155597990,0,1,1,0,1,0,1,1,1
155666225,0,1,1,0,1,1,0,1,0
155691686,0,0,1,0,0,0,0,0,0
155797228,0,0,1,0,1,0,0,0,0
155880693,0,1,1,0,1,0,1,0,0
156042525,0,0,1,0,1,0,0,0,0
156055303,0,1,1,0,1,0,1,1,1
156088569,0,1,1,0,1,0,1,1,0
156220311,1,1,1,0,1,0,0,1,0
156574634,1,1,1,0,1,0,1,1,1
156622284,0,0,1,0,1,0,0,0,0
156728693,0,0,1,1,0,0,1,1,1
156754772,0,1,1,0,1,0,0,1,0
156844888,0,1,1,0,1,0,0,1,0
156914681,0,1,1,0,1,0,0,1,0
157119488,0,0,1,0,1,0,0,0,0
157271628,1,1,1,0,0,1,0,0,1
157332636,0,0,1,0,0,0,0,0,0
157389669,0,0,1,0,0,0,0,0,1
157450180,0,0,1,0,0,0,0,0,0
157556192,0,0,1,0,1,0,0,1,0
157607060,0,1,1,0,1,0,0,1,1
157807637,0,1,1,0,1,0,0,0,0
157847252,0,1,1,0,1,0,1,0,0
157878430,0,0,1,0,1,0,0,0,0
157951252,0,1,1,0,1,0,0,0,1
158062968,0,0,1,0,0,0,0,0,0
158169037,0,0,1,1,1,0,1,1,1
158295972,0,0,1,0,0,0,0,0,0
158487942,0,0,1,0,0,0,0,0,0
158664623,0,0,1,0,1,0,1,1,0
158810903,0,0,1,0,0,0,0,0,0
159043710,0,0,1,1,1,0,1,0,0
159183532,0,0,1,0,0,0,0,0,0
159214212,0,0,1,1,0,0,1,0,1
159330737,0,1,1,0,1,0,0,0,0
159450246,0,0,1,0,1,0,1,0,1
159463249,0,0,1,0,1,0,0,0,1
159575836,0,0,1,0,1,0,0,0,1
159719640,0,0,1,0,1,0,1,1,1
159892975,0,0,1,0,0,0,0,0,0
160013744,0,0,1,0,0,0,0,0,0
160152930,0,1,1,0,1,0,0,1,0
160831517,1,1,1,0,0,0,0,0,0
160894788,0,0,1,0,0,0,0,0,0
161290887,0,1,1,0,0,0,0,0,0
161367248,0,0,1,0,0,0,0,0,0
161401427,0,0,1,1,0,0,1,0,1
161547617,0,0,1,0,0,0,1,1,0
161578521,0,0,1,0,1,0,0,0,0
161710835,0,0,1,0,1,0,0,0,0
162022016,0,1,1,0,1,0,0,0,0
162136477,0,0,1,0,1,0,1,0,1
162148357,0,0,1,1,0,0,0,0,0
162235303,0,0,1,0,1,0,1,1,0
162246292,0,0,1,0,0,0,0,0,0
162322275,0,1,1,0,1,0,0,0,1
162370951,0,1,1,1,1,0,0,1,1
162387039,0,1,1,0,0,0,1,0,1
162427074,0,0,1,0,1,0,0,1,0
162651509,0,0,1,0,1,0,0,0,0
162705552,0,0,1,0,0,0,0,0,0
162747174,0,0,1,0,0,0,1,0,1
162901292,0,0,1,0,1,0,0,0,0
162931042,0,0,1,1,0,0,1,1,0
162990691,0,0,1,1,0,0,1,1,0
163124332,0,0,1,1,1,0,1,1,1
163142094,0,1,1,1,0,0,0,0,0
163161896,0,1,1,0,1,0,0,1,0
163208085,0,0,1,0,1,0,0,0,0
163244338,0,0,1,0,1,0,1,0,0
163310766,0,1,1,0,1,0,1,0,0
163329311,0,1,1,0,1,0,1,1,0
163339864,0,0,1,0,1,0,0,1,0
163439334,0,0,1,0,0,0,1,0,0
163548688,0,0,1,0,1,0,0,0,1
163597685,0,0,1,0,0,0,0,0,0
163661150,0,0,1,0,0,0,0,0,0
163686165,0,0,1,0,0,0,0,0,0
163875842,0,0,1,0,1,0,1,1,1
163950868,0,0,1,0,0,0,1,0,0
164067811,0,0,1,1,0,0,1,0,1
164183451,0,0,1,0,0,0,1,0,1
164242570,0,0,1,1,0,0,1,1,0
164362485,0,0,1,0,0,0,0,0,0
164386484,0,1,1,0,1,0,0,1,0
164468720,1,1,1,0,0,0,1,1,1
164498651,0,1,1,0,1,0,1,0,1
164515215,0,1,1,1,0,0,1,0,0
164562423,0,0,1,0,0,1,0,0,1
164584864,0,1,1,0,1,0,1,0,0
164632507,0,1,1,1,1,0,1,0,1
164649840,0,0,1,0,0,0,0,0,0
164844987,0,0,1,1,1,0,1,0,1
164931693,0,0,1,0,1,0,1,0,0
164937401,0,0,1,0,0,0,0,0,1
165048489,0,0,1,0,0,0,0,0,0
165072323,0,1,1,0,0,0,1,0,1
165101544,0,0,1,0,0,0,1,0,1
165246000,1,1,1,0,0,0,0,1,1
165554023,0,0,1,0,1,0,0,0,0
165657206,0,0,1,1,0,0,1,0,0
165684804,0,1,1,0,0,0,0,0,1
165759622,0,0,1,0,0,0,0,0,0
165891367,0,1,1,0,0,0,0,0,1
165961350,0,1,1,0,1,0,0,0,1
166123133,0,0,1,0,0,0,1,0,0
166252767,0,1,1,0,1,0,0,0,0
166359554,0,0,1,0,0,0,0,0,1
166419465,0,1,1,0,1,0,0,0,1
166470989,0,0,1,0,0,0,0,0,0
166477273,0,0,1,0,0,0,0,0,0
166673939,0,0,1,0,0,0,0,0,0
166820159,0,0,1,0,1,0,1,0,1
167055748,0,0,1,0,1,1,0,0,0
167202720,0,1,1,0,0,0,0,0,0
167241231,0,0,1,0,1,0,1,0,0
167274026,0,0,1,0,1,0,1,0,1
167368018,0,0,1,1,1,0,1,1,0
167432657,0,0,1,0,0,0,1,1,0
167481324,0,0,1,0,1,0,1,0,1
167598119,0,0,1,0,1,0,1,0,0
167628155,0,0,1,0,0,0,1,0,0
167651066,0,0,1,0,1,0,0,0,0
167666049,0,0,1,0,0,0,0,0,1
167721240,0,1,1,0,1,0,1,0,1
167856699,0,0,1,1,0,0,1,0,0
167916097,0,0,1,0,0,0,1,0,0
167977966,0,1,1,0,0,0,0,0,0
168022267,0,0,1,0,1,1,1,1,1
168100717,0,1,1,0,1,0,1,1,1
168153740,0,1,1,0,1,0,1,1,1
168162253,0,1,1,0,1,0,0,0,0
168171924,0,0,1,0,0,0,0,0,1
168212108,0,1,1,0,0,1,0,0,1
168282424,0,0,1,0,0,0,0,0,1
168317089,0,0,1,0,1,0,0,1,0
168327054,0,0,1,0,0,0,0,1,1
168595536,0,1,1,0,1,0,1,0,1
168607166,0,0,1,0,1,0,0,0,0
168642122,0,0,1,0,0,0,0,0,0
168675890,0,0,1,0,0,0,0,0,1
168711067,0,0,1,0,0,0,0,0,0
168752970,0,1,1,0,0,0,0,0,0
168799831,0,0,1,0,0,0,0,0,1
168943827,0,0,1,1,0,0,0,0,0
169016110,0,0,1,0,0,0,0,0,0
169031093,0,1,1,0,1,0,1,0,1
169040284,0,0,1,0,0,0,0,0,1
169080678,0,0,1,0,0,0,0,0,1
169128865,0,1,1,1,1,0,1,1,0
169160348,0,0,1,0,1,0,1,0,0
169193638,0,0,1,0,1,0,0,0,0
169215167,0,0,1,0,0,0,0,0,0
169316148,0,0,1,0,0,0,0,0,1
169342565,0,1,1,0,0,0,0,1,1
169385234,0,1,1,0,0,0,1,1,1
169459054,0,0,1,0,0,0,0,0,0
169547098,0,1,1,0,0,0,0,0,1
169559606,0,0,1,0,0,0,0,0,0
169611100,0,1,1,0,1,0,1,1,0
169663473,0,0,1,0,1,0,0,0,1
169669264,0,0,1,0,1,0,1,1,1
169758919,0,0,1,0,0,0,0,1,1
169765989,0,1,1,1,1,0,1,1,0
169817806,0,0,1,0,0,0,1,0,0
169872942,0,1,1,0,0,0,1,1,1
170025159,0,1,1,0,1,0,1,1,0
170057624,0,1,1,1,1,1,0,0,1
170121651,0,1,1,0,0,0,0,0,1
170326318,0,0,1,0,0,0,1,0,1
170416374,0,0,1,0,1,0,0,0,0
170476972,0,0,1,0,1,0,0,0,0
170536734,0,1,1,0,1,0,1,0,1
170577175,0,0,1,0,0,0,1,1,0
170620181,0,1,1,0,1,0,0,0,0
170648307,0,0,1,0,0,0,0,0,0
170753248,0,0,1,1,1,0,1,1,1
170797468,0,1,1,0,0,0,0,0,0
170853345,0,0,1,0,1,0,0,1,0
170888515,0,0,1,0,0,0,0,0,0
170901698,0,0,1,1,1,0,0,0,0
170908529,0,0,1,0,0,0,0,0,0
170931604,0,1,1,0,0,0,0,0,0
170943955,0,0,1,0,1,0,1,0,0
170973101,0,0,1,0,1,0,1,1,0
170987903,0,0,1,0,1,0,1,1,0
171024649,0,0,1,1,1,0,1,0,0
171069032,0,1,1,0,1,0,0,0,0
171158769,0,0,1,0,0,0,0,0,0
171187040,0,0,1,0,1,0,0,0,0
171282403,0,1,1,0,0,0,0,0,1
171319460,0,0,1,0,0,0,0,0,0
171362387,0,1,1,0,1,0,1,0,0
171448343,0,1,1,0,1,0,0,1,1
171481674,1,1,1,1,1,0,0,0,1
171550478,0,1,1,0,0,0,0,0,0
171642002,0,1,1,0,0,0,0,0,0
171696891,0,0,1,0,1,0,0,1,0
171726748,0,1,1,0,1,0,0,0,1
171750581,0,0,1,0,1,0,0,1,1
171788268,0,0,1,0,0,0,1,0,0
171870249,0,0,1,1,1,1,1,1,1
171940133,0,0,1,0,1,0,0,0,0
171998248,1,1,1,0,1,0,0,0,1
172060444,0,0,1,0,0,0,1,1,0
172157646,1,1,1,0,0,0,0,0,0
172282980,0,1,1,0,0,0,1,0,0
172327280,0,1,1,0,1,0,1,0,1
172353393,0,0,1,0,0,0,0,0,1
172375024,0,1,1,0,1,0,0,1,0
172403305,0,0,1,0,1,0,0,0,0
172441305,0,1,1,0,1,0,1,0,1
172505620,0,1,1,1,0,0,1,0,1
172579187,0,0,1,0,0,0,0,0,0
172704165,0,0,1,0,0,0,0,0,0
172726713,0,1,1,0,1,0,0,0,1
172734014,0,0,1,0,0,0,0,0,0
172821456,0,1,1,0,1,0,1,0,1
172870982,0,0,1,0,1,0,0,0,0
172924508,0,0,1,0,1,0,0,0,0
172988479,0,0,1,0,0,0,0,0,0
173037375,0,0,1,1,0,0,1,0,1
173164112,0,1,1,1,1,0,1,1,0
173174699,0,0,1,0,0,0,0,0,0
173209107,0,1,1,0,1,0,0,1,0
173233719,0,1,1,1,1,0,1,1,0
173305327,0,1,1,0,0,1,1,0,1
173334863,1,1,1,1,1,1,0,1,1
173421843,0,0,1,0,0,0,0,0,0
173760794,0,1,1,1,1,0,0,1,1
173785932,0,1,1,0,0,0,0,0,0
173818519,0,1,1,0,1,0,1,0,1
174021790,0,1,1,0,0,0,1,0,1
174145615,0,1,1,0,0,0,0,0,0
174196782,1,1,1,0,1,0,0,0,0
174205948,0,1,1,0,1,0,0,0,0
174255836,0,1,1,0,0,0,0,0,0
174464446,0,1,1,0,0,0,0,0,0
174637140,0,1,1,0,0,0,0,1,1
174691022,0,1,1,1,1,0,1,1,0
174783183,0,1,1,0,1,0,0,0,0
174819631,0,1,1,0,1,1,0,0,0
174877365,0,0,1,0,0,0,0,0,1
174953778,0,1,1,0,0,0,0,0,0
174962498,0,1,1,0,1,0,0,1,0
175012632,0,1,1,0,1,0,0,0,1
175057538,0,1,1,0,1,0,0,0,0
175711654,0,1,1,0,0,0,0,0,1
175815638,0,1,1,0,0,1,0,0,0
175868736,0,1,1,0,1,0,0,0,0
175876424,0,1,1,0,0,0,0,1,1
175936137,0,1,1,0,1,0,0,1,1
176069748,0,1,1,0,0,0,1,1,1
176143527,0,1,1,0,0,0,0,1,0
176494979,0,1,1,0,1,0,0,1,1
176673366,0,1,1,0,1,0,0,1,0
176692986,0,1,1,0,1,0,0,0,1
176761377,0,0,1,0,0,0,0,0,0
176807907,0,1,1,0,0,0,1,0,1
176890580,0,0,1,0,1,0,0,0,0
176903946,0,0,1,0,0,0,0,0,0
176905933,0,0,1,0,0,0,0,0,0
176923498,0,0,1,0,1,0,1,1,1
176942472,0,0,1,0,1,0,0,0,0
176984177,0,0,1,0,1,0,0,0,0
177072691,0,0,1,0,0,0,0,0,0
177078557,1,1,1,1,1,1,1,1,1
177127958,0,0,1,0,1,0,1,0,0
177290202,0,1,1,0,0,0,0,0,1
177296977,0,0,1,0,1,0,0,1,0
177326576,0,0,1,0,0,0,1,0,1
177341088,0,0,1,0,1,0,0,0,1
177375805,0,0,1,0,0,0,0,0,0
177436466,0,0,1,0,1,0,1,1,1
177545498,0,0,1,0,0,0,0,0,0
177586906,0,0,1,1,0,0,1,0,0
177598851,0,0,1,1,0,0,1,0,0
177701109,0,1,1,1,1,1,1,0,1
177727591,0,1,1,0,0,0,0,0,0
177750015,0,0,1,0,0,0,1,0,0
177760899,0,1,1,0,1,0,0,1,0
177787124,0,0,1,0,0,0,0,0,0
177817285,0,1,1,0,0,0,0,0,1
177849288,0,0,1,1,1,0,1,0,1
178073573,0,1,1,1,1,1,0,1,1
178180352,0,1,1,0,1,0,0,1,0
178188124,0,0,1,0,0,0,1,1,1
178205951,0,1,1,0,1,0,0,1,1
178257747,0,0,1,0,1,0,0,0,0
178259396,0,1,1,0,0,0,0,0,0
178274726,0,0,1,0,0,0,1,0,0
178287884,0,0,1,1,1,0,1,0,0
178322046,0,0,1,0,0,0,0,0,1
178395919,0,0,1,1,1,0,0,1,0
178433165,0,1,1,0,0,0,0,0,0
178464418,0,0,1,0,0,0,0,0,0
178483467,0,1,1,0,1,0,0,0,1
178645305,0,0,1,0,0,0,1,0,0
178666665,0,1,1,0,0,0,1,1,1
178783676,0,0,1,0,0,0,1,0,0
178802625,0,1,1,0,0,0,0,0,0
178810701,0,0,1,0,0,0,0,0,0
178887675,0,0,1,0,1,0,0,0,0
178898342,0,0,1,1,0,0,0,0,1
178955886,0,1,1,0,1,0,1,1,1
179010392,0,0,1,0,1,0,0,0,0
179096078,0,0,1,0,0,0,0,0,0
179183603,0,1,1,0,1,0,0,1,0
179291703,0,1,1,1,1,0,0,0,1
179498274,0,1,1,0,1,0,1,0,0
179572250,0,0,1,0,0,0,0,0,0
179644810,0,0,1,0,0,0,0,0,1
179676416,0,0,1,0,0,0,0,0,0
179687835,0,0,1,0,0,0,0,0,0
179717822,1,1,1,0,1,0,1,0,0
179772397,0,0,1,0,1,0,0,1,0
179959523,0,1,1,0,0,0,1,0,1
179982186,0,0,1,0,0,0,1,0,0
180045114,0,0,1,0,1,0,0,0,1
180077935,0,0,1,0,0,0,0,0,0
180150161,0,0,1,0,0,0,0,0,0
180320103,0,0,1,0,0,0,0,0,1
180348906,0,1,1,0,1,1,0,0,1
180495939,0,1,1,1,1,0,1,1,0
180501546,0,0,1,1,1,0,0,0,1
180641409,0,1,1,0,0,0,0,0,1
180670432,0,0,1,0,1,0,0,0,1
180707804,0,1,1,0,1,0,1,0,0
180786188,0,0,1,0,1,0,1,0,1
180881534,0,1,1,0,1,0,0,0,0
180887515,0,1,1,0,0,0,0,0,0
180928145,0,1,1,0,1,0,1,0,0
181090630,0,1,1,0,1,0,0,1,1
181100199,0,0,1,0,0,0,0,0,1
181132176,0,0,1,0,0,0,0,0,0
181159930,0,0,1,0,0,0,0,0,0
181192972,0,1,1,0,0,1,0,0,0
181278854,0,0,1,0,1,0,0,0,1
181288762,0,1,1,0,0,1,1,0,1
181307687,0,1,1,0,0,0,0,0,1
181321795,0,1,1,0,1,0,1,0,0
181326877,1,0,1,0,1,0,0,0,0
181331778,0,1,1,0,0,0,0,0,1
181407289,0,0,1,0,0,0,0,0,0
181411604,0,1,1,0,1,0,0,0,0
181427071,0,1,1,0,1,0,0,0,0
181434440,0,1,1,0,1,0,0,0,0
181449380,0,1,1,0,0,0,0,0,1
181485657,0,0,1,0,1,0,0,0,0
181521071,0,0,1,0,0,0,1,0,0
181558743,0,0,1,1,1,0,0,0,1
181568718,0,0,1,0,1,0,0,0,0
181616491,0,0,1,0,1,0,0,0,0
181749110,0,0,1,0,1,0,1,1,0
181771866,0,1,1,0,1,0,0,0,0
181781808,0,1,1,0,1,0,0,0,0
181788738,0,0,1,0,1,0,1,0,0
181807181,0,0,1,0,0,0,0,0,0
181812868,0,0,1,0,1,0,0,0,0
181856006,0,0,1,0,0,0,0,0,0
181897950,0,1,1,0,0,0,0,0,0
181954702,0,0,1,0,0,0,0,0,0
181991332,0,1,1,0,1,0,0,0,1
182022533,0,1,1,0,1,0,0,0,1
182080093,0,1,1,0,1,0,0,1,1
182136812,0,1,1,0,1,0,0,1,0
182205070,0,1,1,0,0,0,0,0,1
182228122,0,0,1,0,0,0,0,1,1
182232595,0,1,1,0,1,0,0,0,0
182322651,0,1,1,0,1,0,0,0,1
182334573,0,0,1,1,0,0,1,0,1
182342527,0,1,1,1,0,0,1,1,0
182364083,0,1,1,0,0,0,0,1,1
182487231,0,0,1,0,1,0,0,0,1
182514596,0,0,1,0,1,0,0,0,0
182540740,0,1,1,0,0,0,0,0,0
182700997,0,0,1,0,1,0,0,0,0
182714170,0,0,1,0,0,0,0,0,0
182748319,0,1,1,0,1,0,0,1,0
182829457,0,0,1,0,1,0,0,0,0
182844134,0,1,1,0,1,0,0,0,0
182966028,0,0,1,0,0,0,0,1,0
182984427,0,0,1,0,1,0,0,0,0
183072578,0,1,1,0,1,1,0,0,1
183090315,0,0,1,0,0,0,0,0,1
183143023,0,1,1,0,1,0,1,0,0
183171792,0,0,1,0,0,0,1,0,0
183291848,0,0,1,0,1,0,0,0,0
183318344,0,1,1,0,1,0,0,0,1
183325075,0,0,1,0,0,0,0,0,0
183360346,0,1,1,0,1,1,0,0,1
183387174,0,0,1,0,0,0,0,0,0
183511245,0,0,1,1,0,0,1,0,0
