ID#,Topflight,balance,qual_miles,cc1_miles?,cc2_miles?,cc3_miles?,bonus_miles,bonus_trans,flight_miles_12mo,flight_trans_12,online_12,email,club_member,Any_cc_miles_12mo,Phone_sale
2616,1,75556,0,0,0,0,2790,6,0,0,0,1,0,0,0
2617,0,5103,0,1,0,0,5103,2,0,0,0,0,0,1,1
2618,0,10747,0,0,0,0,990,4,500,1,0,1,0,0,1
2619,1,31789,0,1,1,0,10220,17,0,0,0,1,0,1,0
2620,0,59515,0,0,0,0,3170,5,0,0,5,1,0,0,1
2621,0,86913,0,1,0,0,23705,6,0,0,0,0,1,1,0
2622,1,49129,0,1,0,0,16921,18,500,1,0,1,0,1,0
2623,0,135408,0,1,0,0,62224,15,607,1,0,1,0,1,0
2624,0,41152,10074,0,0,0,3250,19,0,0,0,0,0,0,0
2625,1,145750,0,1,0,0,10986,12,0,0,0,1,0,1,0
2626,0,7041,0,1,0,0,1747,12,0,0,0,0,0,1,0
2627,0,273442,0,1,0,0,54625,35,2850,7,0,1,0,1,0
2628,0,44514,0,1,0,0,3577,13,0,0,0,0,0,1,1
2629,0,96490,0,0,0,0,2000,1,0,0,0,0,0,0,0
2630,1,45050,2900,0,0,0,4875,10,500,1,0,1,0,0,0
2631,1,91048,0,1,0,0,51580,20,100,1,0,1,0,1,0
2632,0,20352,0,0,0,0,1900,5,500,1,0,0,0,0,0
2633,0,34294,0,1,0,0,17683,14,0,0,0,0,0,1,0
2634,1,59696,2586,1,0,0,63827,22,500,1,0,1,0,1,0
2635,0,106155,0,0,0,0,0,0,0,0,0,1,0,0,0
2636,0,29244,0,1,0,0,6252,13,0,0,0,0,0,1,0
2637,0,27592,0,0,0,0,335,3,0,0,0,0,0,0,0
2638,0,16128,0,0,0,0,475,3,0,0,0,0,0,0,1
2640,1,51353,0,0,0,0,8114,16,2004,10,4,1,1,0,1
2641,1,235422,0,1,0,0,30208,14,0,0,0,1,0,1,0
2642,0,7456,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,0,33604,0,1,0,0,13619,16,0,0,0,1,0,1,0
2644,0,24803,0,0,0,0,0,0,0,0,0,0,1,0,0
2645,1,58411,0,0,0,0,2500,1,0,0,0,0,0,0,1
2646,0,3273,0,0,0,0,500,1,0,0,0,1,0,0,0
2647,0,28480,0,1,0,0,2644,6,0,0,0,0,0,1,0
2648,0,46706,0,1,0,0,3344,16,0,0,0,1,0,1,0
2649,0,102230,0,1,0,0,3406,5,500,1,0,1,0,1,0
2650,0,12096,0,0,0,0,50,1,50,1,0,0,0,0,0
2651,0,118487,0,1,0,0,3388,14,0,0,0,1,0,1,0
2652,0,20518,0,1,0,0,5580,10,0,0,0,1,0,1,0
2653,0,6280,0,0,0,0,1220,6,200,2,0,1,0,0,0
2654,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,0,391,0,0,0,0,9000,1,0,0,0,1,0,0,0
2656,0,78305,733,0,0,0,130,3,0,0,0,1,0,0,0
2657,1,145214,1692,0,0,0,3500,4,500,1,0,1,0,0,0
2658,0,137760,0,1,0,0,64949,13,0,0,0,0,0,1,1
2659,0,88563,0,1,0,0,42410,27,0,0,0,0,1,1,1
2660,0,25748,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,0,27102,0,1,0,0,27102,9,0,0,0,0,0,1,0
2662,0,25824,0,1,0,0,17760,20,750,2,0,1,0,1,0
2663,0,23054,0,0,0,0,400,3,300,2,0,1,0,0,0
2664,0,29150,0,1,0,0,13952,14,0,0,0,1,0,1,0
2665,0,37529,0,1,0,0,25706,14,0,0,0,1,0,1,1
2666,0,7515,0,1,0,0,13681,18,0,0,0,1,0,1,0
2667,1,194576,0,1,0,0,41315,16,550,1,0,1,0,1,0
2668,0,24265,0,1,0,0,1854,12,0,0,0,0,0,1,0
2669,0,16773,0,0,0,0,140,2,0,0,0,0,0,0,0
2670,1,5432,0,0,0,0,1000,2,1000,2,0,1,0,0,0
2671,0,110480,0,1,0,0,44191,22,500,1,4,1,0,1,0
2672,0,86273,0,1,0,0,35304,15,500,1,0,0,0,1,0
2673,0,20674,0,1,0,0,16876,22,0,0,0,1,0,1,0
2674,0,8335,0,0,0,0,3750,16,0,0,0,1,0,0,1
2675,0,40893,0,0,0,0,1130,3,0,0,0,0,0,0,0
2676,1,644881,2600,0,0,0,14350,28,10850,26,0,1,1,0,0
2677,0,61081,0,1,0,0,37682,21,2000,4,0,1,0,1,0
2678,0,27438,0,0,0,0,2528,6,2528,6,0,0,0,0,0
2679,0,14748,0,1,0,0,2210,7,0,0,0,1,0,1,0
2680,0,49514,0,0,0,0,4500,22,0,0,0,0,0,0,0
2681,1,7457,0,1,0,0,17131,5,0,0,0,0,0,1,0
2682,0,97193,0,1,0,0,13338,12,0,0,0,1,0,1,1
2683,0,68456,0,1,0,0,6317,5,0,0,0,1,0,1,0
2684,0,123842,0,1,0,0,24295,14,0,0,0,0,0,1,0
2685,0,61285,0,1,0,0,55027,22,0,0,0,1,0,1,1
2686,0,20157,0,0,0,0,1450,3,150,1,0,1,0,0,0
2687,0,41073,0,1,0,0,13993,20,0,0,0,1,0,1,0
2688,0,21784,0,1,0,0,6208,14,0,0,0,1,0,1,1
2689,0,12868,0,0,0,0,1875,8,0,0,0,0,0,0,0
2690,0,147862,0,1,0,0,44783,14,0,0,0,1,0,1,1
2691,0,11836,0,0,0,0,5075,14,350,1,0,1,0,0,1
2692,1,25681,1526,0,0,0,14941,20,2963,16,0,1,1,0,0
2693,1,282784,3508,0,0,0,19314,17,3100,7,0,1,0,0,0
2694,0,59704,0,1,1,0,57404,14,0,0,0,0,0,1,0
2695,0,75279,0,0,0,0,5375,21,0,0,0,1,0,0,0
2696,0,66681,0,0,0,0,4478,16,3504,12,0,1,0,0,0
2697,1,72085,0,1,0,0,20310,12,150,1,0,1,1,1,0
2698,0,2039,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,0,2214,0,0,0,0,0,0,0,0,0,1,0,0,0
2700,0,16208,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,0,25829,0,0,0,0,1375,4,0,0,0,1,0,0,0
2702,0,83217,0,1,0,0,3679,4,0,0,0,0,0,1,0
2703,0,9520,0,1,0,0,12515,13,0,0,0,1,0,1,0
2704,0,103215,0,1,0,0,16726,14,0,0,0,1,0,1,0
2705,0,62629,0,1,0,0,36986,14,0,0,0,0,0,1,0
2706,0,45603,0,1,0,0,5964,13,0,0,0,0,0,1,0
2707,0,44792,0,1,0,0,9463,16,0,0,0,1,0,1,0
2708,0,97535,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,0,60085,0,1,0,0,14714,17,0,0,0,1,0,1,0
2710,0,76938,0,1,0,0,23503,13,0,0,0,0,0,1,1
2711,0,2562,0,1,0,0,9075,11,1050,3,0,1,0,1,0
2712,0,7685,0,0,0,0,500,4,0,0,0,1,0,0,0
2713,0,102942,0,1,1,0,56780,18,0,0,0,1,0,1,0
2714,0,7029,0,0,0,0,495,3,0,0,0,1,0,0,0
2715,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,1,207311,0,0,0,0,31000,37,12000,24,0,1,1,0,0
2719,0,77753,0,1,0,0,12483,13,0,0,0,1,0,1,0
2720,1,171637,0,0,0,0,4300,8,2800,7,0,0,0,0,0
2721,0,35243,0,1,0,0,10046,15,1500,3,1,1,0,1,0
2722,0,46186,0,1,0,0,9744,14,0,0,0,1,0,1,0
2723,0,54810,0,1,0,0,19665,21,0,0,0,1,0,1,0
2724,0,25637,0,0,0,0,445,3,0,0,0,0,0,0,0
2725,0,35088,0,0,0,0,320,2,0,0,0,1,0,0,0
2726,0,73899,0,1,0,0,2745,14,500,1,0,1,0,1,0
2727,1,81171,0,0,0,0,3700,4,100,1,0,1,0,0,0
2728,0,39418,0,0,0,0,700,3,200,2,0,1,0,0,0
2729,0,62124,0,0,0,0,0,0,0,0,0,1,0,0,0
2730,0,14134,0,0,0,0,2125,9,0,0,0,1,0,0,0
2731,1,405499,1000,1,0,0,72318,46,9729,29,0,1,0,1,0
2732,0,20353,0,0,0,0,1729,5,0,0,0,1,0,0,1
2733,1,93154,0,1,0,0,30752,21,0,0,0,1,0,1,0
2734,0,9492,0,1,0,0,781,6,250,1,0,1,0,1,0
2735,0,18369,0,0,0,0,800,4,700,3,0,0,0,0,0
2736,0,32824,0,0,0,0,1660,5,100,1,0,0,0,0,0
2737,1,109416,0,1,0,0,73665,39,2200,5,0,1,0,1,1
2738,0,28312,0,1,0,0,1726,13,0,0,0,1,0,1,0
2739,0,78462,0,1,0,0,20291,14,0,0,0,1,0,1,0
2740,0,32740,0,1,0,0,10722,4,0,0,1,1,0,1,0
2741,0,57293,0,0,0,0,1000,1,0,0,0,1,0,0,0
2742,0,174743,0,1,0,0,27460,12,0,0,0,1,0,1,1
2743,1,59486,0,1,0,0,3517,4,0,0,0,1,0,1,0
2744,1,211355,0,1,0,0,11238,12,0,0,0,0,0,1,0
2745,0,56805,0,1,0,0,16617,17,0,0,0,0,0,1,0
2746,1,278258,0,0,0,0,1000,1,0,0,0,0,0,0,0
2747,0,18545,0,1,0,0,25053,22,0,0,0,1,0,1,0
2748,0,5570,0,1,0,0,9094,26,0,0,0,1,0,1,0
2749,0,44690,0,1,0,0,24779,15,1000,2,0,1,0,1,0
2750,0,127835,0,1,0,0,52700,21,0,0,0,0,0,1,0
2751,0,32540,0,1,0,0,44283,17,100,1,0,0,0,1,0
2752,0,54396,629,1,0,0,34007,16,0,0,0,1,0,1,0
2753,0,162840,0,1,0,0,57382,15,0,0,0,1,0,1,1
2754,1,109441,0,0,0,0,6500,10,4000,8,0,1,1,0,0
2755,0,7369,0,0,0,0,0,0,0,0,0,1,0,0,0
2756,0,16378,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,0,39859,0,0,0,0,3675,8,0,0,0,1,0,0,0
2758,0,44214,0,1,0,0,24928,13,0,0,0,0,0,1,0
2759,0,73102,0,1,0,0,18156,20,0,0,0,1,0,1,0
2760,0,3552,0,1,0,0,10597,17,0,0,0,1,0,1,0
2761,0,71593,0,1,0,0,22666,17,0,0,0,0,0,1,1
2762,0,74072,0,1,0,0,50272,39,0,0,1,1,0,1,0
2763,0,42970,0,1,1,0,7889,14,0,0,0,1,0,1,0
2764,0,23385,0,1,0,0,18303,15,150,1,0,1,0,1,0
2765,0,51176,0,1,0,0,40397,16,0,0,0,0,0,1,0
2766,0,12426,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,0,10062,0,0,0,0,2000,9,0,0,0,0,0,0,1
2768,0,34790,0,0,0,0,0,0,0,0,0,1,0,0,0
2769,0,95759,0,0,0,0,9198,12,6195,8,0,1,0,0,0
2770,0,51592,0,1,0,0,18678,9,0,0,0,1,0,1,0
2771,0,23294,0,0,0,0,420,4,0,0,0,1,0,0,1
2772,0,33398,0,1,0,0,14086,15,0,0,0,1,0,1,0
2773,0,229576,0,0,0,0,9030,19,9000,18,0,1,0,0,0
2774,0,60250,0,1,0,0,43071,12,0,0,0,1,0,1,1
2775,0,81871,0,1,0,0,23068,20,0,0,0,1,0,1,0
2776,1,259529,0,0,0,0,700,3,200,2,0,1,0,0,0
2777,0,430,0,0,0,0,220,1,0,0,0,0,0,0,0
2778,0,75949,0,1,0,0,952,4,0,0,0,0,0,1,0
2779,0,44206,0,1,0,0,22598,14,500,1,0,0,0,1,1
2780,1,125274,0,0,0,0,3150,4,550,2,0,1,0,0,0
2781,0,104670,0,1,0,0,3993,12,0,0,0,0,0,1,0
2782,1,282971,0,1,0,0,5780,16,300,3,0,1,0,1,0
2783,0,28731,0,1,0,0,29782,11,0,0,0,1,0,1,0
2784,0,16965,1651,0,0,0,2475,13,0,0,0,1,0,0,0
2785,0,50658,1674,0,0,0,1600,3,500,1,0,0,0,0,1
2786,1,124681,0,0,0,0,23392,39,2287,5,0,1,0,0,1
2787,0,74352,0,1,0,0,17868,15,0,0,0,1,0,1,0
2788,0,70308,0,1,0,0,41704,19,0,0,0,1,0,1,0
2789,0,98722,0,1,0,0,18012,19,50,1,0,1,0,1,0
2790,0,79020,0,1,0,0,3422,10,0,0,0,1,0,1,0
2791,0,28335,0,0,0,0,400,3,0,0,0,0,0,0,0
2792,0,22011,0,0,0,0,0,0,0,0,0,1,0,0,0
2793,0,49436,0,1,0,0,33836,13,0,0,0,1,0,1,0
2794,1,145072,0,0,0,0,15000,4,0,0,0,1,0,0,0
2795,0,8992,0,1,0,0,9113,11,0,0,0,1,0,1,0
2796,0,72497,0,1,0,0,24279,13,0,0,0,0,0,1,0
2797,1,187999,0,1,0,0,52429,49,4550,24,1,1,0,1,0
2798,0,62335,0,0,0,0,500,1,0,0,0,1,0,0,0
2799,0,41556,0,1,0,0,26682,4,0,0,0,0,0,1,0
2800,0,15436,0,1,0,0,6147,13,0,0,0,0,0,1,0
2801,0,109618,0,1,0,0,14159,11,0,0,0,0,0,1,0
2802,0,182228,0,1,0,0,41048,12,0,0,0,1,0,1,0
2803,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,0,36699,0,0,0,0,2500,13,0,0,0,0,0,0,0
2805,1,135828,0,1,0,0,34495,28,450,2,0,1,0,1,0
2806,0,39098,0,1,0,0,18992,14,0,0,0,1,0,1,1
2807,0,20713,0,1,0,0,13421,12,400,1,0,0,0,1,0
2808,0,18959,0,0,0,0,0,0,0,0,0,1,0,0,0
2809,0,28010,0,0,0,0,150,3,0,0,0,0,0,0,0
2810,0,148976,0,0,0,0,2650,3,650,2,0,1,0,0,0
2811,1,126680,0,0,0,0,18248,39,4723,31,0,1,0,0,1
2812,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,0,18533,0,1,0,0,27904,14,0,0,0,1,0,1,0
2814,0,202168,0,1,0,0,12463,18,0,0,0,1,0,1,0
2815,0,4653,2433,0,0,0,0,0,0,0,0,0,0,0,0
2816,1,37839,0,1,0,0,11512,16,0,0,0,1,0,1,0
2817,0,29196,0,1,0,0,7011,15,0,0,0,0,0,1,0
2818,0,38378,0,0,0,0,1600,4,600,3,0,0,0,0,0
2819,0,66716,0,1,0,0,22571,16,200,1,0,1,0,1,1
2820,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,0,47992,0,0,0,0,645,4,450,1,0,1,0,0,0
2822,0,85823,0,0,0,0,0,0,0,0,0,1,0,0,0
2823,0,32323,0,0,0,0,1250,3,0,0,0,1,0,0,0
2824,1,87633,0,1,0,0,69237,37,4050,9,0,1,0,1,0
2825,1,104523,0,0,0,0,4000,2,0,0,0,1,1,0,0
2826,0,60856,0,1,0,0,17332,8,0,0,0,1,0,1,1
2827,0,15526,0,0,0,0,2750,15,0,0,0,0,0,0,0
2828,0,83781,0,1,0,0,35151,22,200,1,0,1,0,1,0
2829,0,17681,0,0,0,0,500,1,0,0,0,1,0,0,0
2830,0,76909,0,1,0,0,18405,12,0,0,0,0,0,1,0
2831,0,22084,0,1,1,0,2773,10,0,0,0,1,0,1,0
2832,0,50783,0,1,0,0,11595,15,0,0,0,1,0,1,0
2833,0,43220,0,0,0,0,4985,20,100,1,0,1,0,0,0
2834,0,41275,0,0,0,0,0,0,0,0,0,1,0,0,0
2835,0,13738,0,1,0,0,6485,18,900,5,0,1,0,1,0
2836,0,32270,0,0,0,0,0,0,0,0,0,1,0,0,0
2837,0,22053,0,1,0,0,39810,27,0,0,0,1,0,1,0
2838,0,32708,0,1,0,0,11556,13,0,0,0,0,0,1,0
2839,1,7108,0,0,0,0,5598,8,2500,5,0,1,0,0,1
2840,0,47056,0,0,0,0,0,0,0,0,0,1,0,0,0
2841,0,112197,0,1,0,0,32108,16,0,0,0,1,0,1,0
2842,0,106757,0,1,0,0,51234,13,0,0,0,0,0,1,0
2843,1,105294,0,1,0,0,56281,26,850,5,0,1,0,1,1
2844,1,180481,1249,1,0,0,18315,25,3100,7,0,1,0,1,0
2845,1,169139,0,0,0,0,9500,5,0,0,0,1,0,0,0
2846,0,92406,0,1,0,0,9402,26,750,2,1,1,0,1,0
2847,0,41150,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,0,3831,0,1,0,0,2,4,0,0,0,0,0,1,0
2849,0,48014,0,0,0,0,0,0,0,0,0,1,0,0,0
2850,0,19078,0,0,0,0,200,1,200,1,0,0,0,0,0
2851,0,3965,0,1,0,0,8228,12,0,0,0,1,1,1,1
2852,0,37965,0,0,0,0,2250,5,0,0,0,1,0,0,0
2853,0,69884,0,1,0,0,89360,24,450,2,1,1,0,1,0
2854,0,24557,0,1,0,0,18957,20,0,0,0,0,0,1,0
2855,0,16733,0,0,0,0,1000,1,0,0,0,1,0,0,0
2856,0,41824,0,0,0,0,2100,3,0,0,0,1,0,0,0
2857,0,8188,0,0,0,0,500,1,500,1,0,0,0,0,0
2858,0,36146,0,0,0,0,4091,10,3091,9,0,1,0,0,0
2859,1,37331,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,0,15000,0,0,0,0,15000,1,0,0,0,0,0,0,0
2861,0,232194,0,1,0,0,46165,17,0,0,3,1,0,1,1
2862,0,8557,0,0,0,0,200622,5,622,3,0,0,0,0,0
2863,0,1000,0,0,0,0,1000,1,0,0,0,1,0,0,0
2864,0,84179,0,1,0,0,22397,19,0,0,0,1,0,1,1
2865,0,66590,0,1,0,0,1300,13,0,0,0,1,0,1,1
2866,0,66445,0,1,0,0,22276,13,0,0,0,0,0,1,1
2867,1,174286,0,0,0,0,11850,18,2100,5,0,1,0,0,0
2868,0,33951,0,1,0,0,12279,14,0,0,0,0,0,1,0
2869,0,27204,0,1,0,0,7627,16,0,0,0,1,0,1,0
2870,0,16442,0,0,0,0,0,0,0,0,0,1,0,0,0
2871,0,39669,0,1,0,0,31989,14,0,0,0,0,0,1,0
2872,0,8063,0,0,0,0,18250,5,0,0,0,1,0,0,0
2873,0,15243,0,0,0,0,675,3,0,0,0,0,0,0,1
2874,0,17603,2543,1,0,0,7247,14,0,0,0,1,0,1,0
2875,0,66466,0,1,0,1,86952,22,0,0,0,0,0,1,0
2876,0,52537,0,1,0,0,49146,19,100,2,1,1,0,1,0
2877,0,51172,0,0,0,0,500,4,0,0,0,1,0,0,0
2878,1,56186,0,1,0,0,27538,20,400,4,0,1,0,1,0
2879,0,18074,0,0,0,0,1625,6,0,0,0,1,0,0,1
2880,0,31759,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,0,34007,0,0,0,0,440,2,0,0,0,1,0,0,0
2882,0,28338,0,0,0,0,90,2,0,0,0,1,0,0,0
2883,0,28693,0,1,0,0,8229,20,0,0,0,0,0,1,0
2884,0,15036,0,1,0,0,7917,8,0,0,0,0,0,1,0
2885,0,26797,0,0,0,0,0,0,0,0,0,1,0,0,0
2886,0,79192,0,1,0,0,14404,21,150,1,0,1,0,1,0
2887,0,83651,0,1,0,0,14809,18,1997,3,0,1,0,1,0
2888,0,19128,0,1,0,0,10595,27,0,0,0,0,0,1,1
2889,0,11245,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,0,18735,0,0,0,0,4100,19,0,0,0,1,0,0,0
2891,0,43310,0,1,0,0,11943,14,0,0,0,0,0,1,0
2892,1,51142,0,0,0,0,5000,3,0,0,0,1,0,0,0
2893,0,127588,0,1,0,0,11297,11,0,0,0,1,0,1,1
2894,0,43304,0,0,0,0,3750,4,250,2,0,0,0,0,0
2895,0,33064,0,0,0,0,300,3,0,0,0,0,0,0,0
2896,0,10424,0,0,0,0,0,0,0,0,0,1,0,0,0
2897,0,6517,0,1,0,0,2025,8,0,0,0,1,0,1,1
2898,0,47160,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,0,15584,0,0,0,0,2875,16,0,0,0,0,0,0,0
2900,1,164222,0,0,0,0,7300,5,800,3,0,1,0,0,0
2901,0,248738,0,0,0,0,500,1,0,0,0,1,0,0,0
2902,0,25853,0,1,0,0,23163,18,0,0,0,1,0,1,0
2903,0,113183,0,0,0,0,4200,8,600,5,0,0,0,0,0
2904,0,153664,0,1,0,0,55567,17,0,0,0,1,0,1,0
2905,0,21285,0,0,0,0,2375,12,0,0,0,1,0,0,0
2906,0,70353,0,1,0,0,2986,15,150,2,0,1,0,1,0
2907,0,39728,0,1,0,0,16359,11,0,0,1,1,0,1,0
2908,0,28294,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,0,109505,0,1,0,0,15766,23,0,0,0,0,0,1,0
2910,0,78317,0,1,0,0,34282,35,2537,11,0,1,0,1,0
2911,0,20969,0,1,0,0,40234,13,150,1,0,1,0,1,0
2912,0,36398,0,1,0,0,9704,22,0,0,0,1,0,1,1
2913,1,166199,6168,0,0,0,10550,5,50,1,0,1,0,0,0
2914,1,147770,0,1,0,0,64517,31,450,4,0,1,0,1,0
2915,0,16875,0,0,0,0,500,1,0,0,0,1,0,0,0
2916,0,17060,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,0,44101,0,1,0,0,57114,19,0,0,0,1,0,1,0
2918,0,142729,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,0,23578,0,1,0,0,16366,17,500,1,0,0,0,1,0
2920,0,19881,0,0,0,0,800,4,800,4,0,1,0,0,0
2921,0,62960,0,1,0,0,50255,10,0,0,0,0,0,1,0
2922,0,16685,0,0,0,0,400,2,0,0,0,0,0,0,0
2923,0,33405,0,0,0,0,1600,3,0,0,0,1,0,0,0
2924,0,37211,0,1,0,0,23007,18,0,0,0,1,0,1,1
2925,0,2900,0,0,0,0,2900,29,2900,29,0,0,0,0,0
2926,0,99226,0,1,0,0,5796,12,0,0,0,1,0,1,0
2927,0,31899,0,1,0,0,29816,20,500,1,0,1,0,1,0
2928,0,17769,0,0,1,0,5165,10,0,0,0,0,0,1,0
2929,0,50212,0,1,0,0,1507,7,500,1,0,0,0,1,1
2930,0,32125,0,0,0,0,1010,4,500,2,0,1,0,0,0
2931,0,12120,0,0,0,0,1000,1,0,0,0,1,0,0,0
2932,0,82352,0,1,0,0,5760,18,0,0,0,0,0,1,0
2933,0,6286,0,0,0,0,230,3,0,0,0,0,0,0,0
2934,0,17326,0,0,0,0,0,0,0,0,0,1,0,0,0
2935,0,32234,0,1,0,0,17001,13,0,0,0,1,0,1,0
2936,0,60386,2738,1,0,0,24356,14,1565,1,0,1,0,1,0
2937,0,56174,0,1,0,0,6589,15,0,0,0,0,0,1,0
2938,0,81144,0,1,0,0,34664,17,0,0,0,0,1,1,0
2939,0,51737,0,1,0,0,3119,19,0,0,0,1,0,1,0
2940,0,95537,0,1,0,0,29226,17,150,1,0,1,0,1,0
2941,0,36311,0,0,0,0,100,1,100,1,0,1,0,0,0
2942,0,23518,0,1,0,0,11843,13,0,0,0,0,0,1,0
2943,0,34042,0,1,1,0,3463,14,250,1,0,1,0,1,1
2944,0,19591,0,1,0,0,4437,8,0,0,0,0,0,1,0
2945,0,46455,0,1,0,0,6817,11,0,0,0,1,0,1,0
2946,0,89413,0,1,0,0,24667,21,0,0,0,0,0,1,0
2947,0,169546,0,1,0,0,68315,24,600,2,0,0,0,1,1
2948,0,17135,0,0,0,0,60,2,0,0,0,0,0,0,0
2949,0,72253,0,1,0,0,29227,16,0,0,0,0,0,1,0
2950,0,8344,0,0,0,0,1500,2,500,1,0,1,0,0,0
2951,0,52718,0,1,0,0,11540,11,0,0,0,0,0,1,0
2952,0,23933,0,1,0,0,10144,15,0,0,0,1,0,1,0
2953,1,179207,0,0,0,0,7041,6,0,0,0,1,0,0,0
2954,0,76177,0,1,0,0,31922,16,0,0,0,1,0,1,0
2955,0,11472,0,1,0,0,9068,14,0,0,0,1,0,1,0
2956,0,131635,0,1,0,0,60315,9,0,0,0,1,0,1,0
2957,1,124027,0,1,0,0,8698,12,0,0,0,1,0,1,0
2958,0,15138,0,0,0,0,140,3,0,0,0,1,0,0,0
2959,0,43229,0,0,0,0,5000,1,0,0,0,0,0,0,1
2960,1,310226,0,1,0,0,61894,28,1700,9,0,1,0,1,0
2961,0,27043,0,0,0,0,0,0,0,0,0,1,0,0,0
2962,0,55381,0,0,0,0,0,0,0,0,0,1,1,0,0
2963,0,53983,0,1,0,0,24862,13,0,0,0,1,0,1,0
2964,0,59179,0,1,0,0,18908,15,0,0,0,1,1,1,0
2965,1,43510,0,0,0,0,4850,6,350,2,0,1,0,0,0
2966,0,32886,0,0,0,0,3606,10,0,0,0,1,0,0,0
2967,0,7015,0,0,0,0,1150,3,150,2,0,1,0,0,0
2968,0,19627,0,0,0,0,500,1,500,1,0,0,0,0,0
2969,0,79903,0,0,0,0,6600,13,3300,9,0,1,0,0,0
2970,0,28464,0,0,0,0,5167,16,0,0,0,1,0,0,0
2971,0,9768,0,0,0,0,7069,8,100,1,0,1,0,0,0
2972,1,18522,0,0,0,0,4100,8,600,5,0,1,1,0,0
2973,0,55086,0,0,0,0,525,3,400,2,0,0,0,0,0
2974,0,158986,0,1,0,0,3558,14,0,0,0,1,0,1,0
2975,0,18939,0,0,0,0,855,3,0,0,0,0,0,0,0
2976,1,242018,0,0,0,0,3050,3,550,2,0,1,0,0,0
2977,0,61474,0,0,0,1,47717,14,0,0,0,1,0,1,0
2978,1,53892,1619,1,0,0,28641,20,0,0,0,1,0,1,0
2979,0,23315,0,1,0,0,705,5,50,1,0,0,0,1,0
2980,0,33918,0,1,0,0,145,3,0,0,0,1,0,1,0
2981,0,65926,0,1,0,0,11639,17,0,0,0,0,0,1,0
2982,0,67753,0,1,0,0,18303,15,0,0,0,1,0,1,1
2983,0,49280,0,1,0,0,22370,16,0,0,0,1,0,1,0
2984,0,97606,0,1,0,0,42980,24,0,0,0,1,0,1,0
2985,0,36861,0,1,0,0,4642,16,1200,3,0,1,0,1,1
2986,0,49749,0,1,0,0,13609,18,0,0,0,1,0,1,0
2987,0,36300,0,0,0,0,450,2,350,1,0,0,0,0,0
2988,0,80500,0,1,0,0,16368,16,0,0,0,1,0,1,0
2989,0,8210,0,1,1,0,9122,16,0,0,0,1,0,1,1
2990,0,40257,0,1,0,0,12885,31,0,0,0,0,0,1,0
2991,1,31930,6153,0,0,0,1337,6,267,1,0,1,0,0,1
2992,0,9154,0,0,0,0,0,0,0,0,0,1,0,0,0
2993,0,54345,0,0,0,0,1850,8,0,0,0,0,0,0,0
2994,0,38835,0,0,0,0,2625,11,500,1,0,1,0,0,0
2995,0,4858,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,1,56745,0,0,0,0,6000,3,0,0,0,1,0,0,0
2997,0,87507,0,1,0,0,17714,19,0,0,0,1,1,1,0
2998,1,84126,0,0,0,0,5858,11,4358,10,0,1,0,0,0
2999,0,27566,0,0,0,0,6362,24,0,0,0,1,0,0,1
3000,0,22805,0,1,1,0,26334,27,1800,6,0,0,0,1,0
3001,0,38508,0,1,0,0,13523,13,0,0,0,1,0,1,0
3002,0,8184,0,0,0,0,0,0,0,0,0,1,0,0,0
3003,0,12263,0,0,0,0,325,1,325,1,0,0,0,0,0
3004,0,89576,0,1,0,0,20333,15,0,0,0,0,0,1,0
3005,1,183303,4361,0,0,0,11500,3,500,1,0,1,0,0,0
3006,0,326201,0,0,0,0,19350,14,0,0,0,1,0,0,0
3007,0,132894,0,1,0,0,34540,15,0,0,0,1,0,1,0
3008,0,12881,0,0,0,0,500,1,0,0,0,1,0,0,0
3009,1,114037,0,0,0,0,14000,7,500,1,0,1,0,0,0
3010,0,71682,0,1,0,0,11662,11,0,0,0,0,0,1,0
3011,0,94016,0,1,0,0,4773,6,0,0,0,1,0,1,0
3012,0,71263,0,1,0,0,80554,41,0,0,0,1,0,1,1
3013,0,16341,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,0,60331,0,1,0,0,17878,27,0,0,0,1,1,1,0
3015,1,47966,2947,1,0,0,51615,11,650,3,0,1,0,1,0
3016,0,148086,0,1,0,0,32551,14,0,0,0,1,0,1,0
