row#,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,car_cancellation
6089,39531,12,,2,393,1317,15,,8/15/13 7:26,8/15/13 8:27,1,0,8/14/13 21:34,13.19956,77.70688,12.980419,77.604514,0
6090,39532,12,,2,1330,1371,15,,8/14/13 23:02,8/14/13 23:39,1,0,8/14/13 21:41,12.953434,77.70651,13.000418,77.674835,1
6091,39533,12,,2,220,585,15,,8/15/13 4:48,8/15/13 5:24,1,0,8/14/13 21:48,12.99722,77.62003,12.97677,77.5727,1
6092,39535,12,,2,1346,393,15,,8/15/13 5:31,8/15/13 6:46,1,0,8/14/13 22:00,12.93764,77.628005,13.19956,77.70688,1
6093,39487,89,,2,393,1324,15,,8/16/13 9:50,8/16/13 12:31,1,0,8/14/13 22:30,13.19956,77.70688,12.832201,77.678208,0
6094,16375,12,,2,1061,492,15,,8/15/13 9:21,8/15/13 10:07,0,0,8/15/13 0:31,12.924878,77.566255,12.851218,77.521664,0
6095,33019,65,,2,1133,585,15,,8/15/13 18:00,8/15/13 19:51,1,0,8/15/13 0:46,12.9744,77.69183,12.97677,77.5727,0
6096,39347,12,,2,1189,1376,15,,8/15/13 13:12,8/15/13 14:13,1,0,8/15/13 8:41,12.91873,77.61494,12.870296,77.537457,0
6097,39082,28,,2,458,393,15,,8/23/13 4:04,8/23/13 5:25,0,0,8/15/13 10:31,13.00037,77.72746,13.19956,77.70688,0
6098,38994,12,2,3,136,,,,8/16/13 12:28,8/16/13 21:30,1,0,8/15/13 10:43,12.90796,77.62418,,,0
6099,16,12,1,3,58,,,,8/15/13 17:31,8/15/13 22:30,1,0,8/15/13 10:45,12.88963,77.60119,,,0
6100,39558,12,,2,1264,974,15,,8/15/13 13:55,8/15/13 15:42,1,0,8/15/13 11:27,12.835737,77.679599,13.07557,77.55904,1
6101,39566,24,,2,603,393,15,,8/16/13 7:26,8/16/13 8:38,1,0,8/15/13 12:23,12.97357,77.61043,13.19956,77.70688,0
6102,39568,12,,2,105,393,15,,8/17/13 3:50,8/17/13 4:39,1,0,8/15/13 12:29,13.01766,77.64503,13.19956,77.70688,0
6103,37713,12,,2,393,601,15,,8/15/13 14:09,8/15/13 15:55,1,0,8/15/13 12:44,13.19956,77.70688,13.02434,77.56593,1
6104,39573,12,,2,393,142,15,,8/19/13 23:02,8/20/13 0:40,1,0,8/15/13 13:18,13.19956,77.70688,12.91281,77.60923,0
6105,39576,12,,2,1054,393,15,,8/18/13 6:57,8/18/13 8:19,1,0,8/15/13 13:47,12.90184,77.581587,13.19956,77.70688,0
6106,39582,12,,2,1056,393,15,,8/16/13 5:02,8/16/13 6:18,1,0,8/15/13 15:10,12.919199,77.60931,13.19956,77.70688,0
6107,39589,12,,2,105,822,15,,8/15/13 18:43,8/15/13 19:38,1,0,8/15/13 17:04,13.01766,77.64503,13.01024,77.58056,1
6108,39590,12,,2,410,1384,15,,8/15/13 18:57,8/15/13 19:36,1,0,8/15/13 17:05,13.05121,77.54113,13.02853,77.54625,0
6109,38353,12,,2,417,393,15,,8/17/13 2:24,8/17/13 3:48,1,0,8/15/13 17:26,12.96539,77.65863,13.19956,77.70688,0
6110,39597,12,,2,1323,585,15,,8/15/13 21:36,8/15/13 22:05,1,0,8/15/13 17:31,12.869805,77.653211,12.97677,77.5727,0
6111,39599,12,,2,731,585,15,,8/15/13 21:36,8/15/13 22:41,1,0,8/15/13 17:40,13.04937,77.51179,12.97677,77.5727,0
6112,39600,12,,2,393,1071,15,,8/16/13 7:40,8/16/13 8:53,1,0,8/15/13 17:45,13.19956,77.70688,12.937585,77.694433,0
6113,35437,12,,2,832,571,15,,8/20/13 7:12,8/20/13 8:01,0,0,8/15/13 18:13,12.88019,77.64558,12.95185,77.69642,0
6114,39586,12,,2,585,1214,15,,8/15/13 22:19,8/15/13 23:13,1,0,8/15/13 19:11,12.97677,77.5727,12.97672,77.64927,0
6115,27595,65,2,3,1341,,,,8/16/13 10:04,8/16/13 19:00,0,0,8/15/13 19:42,12.979703,77.69382,,,0
6116,27090,12,,2,585,58,15,,8/16/13 5:31,8/16/13 6:15,1,0,8/15/13 20:04,12.97677,77.5727,12.88963,77.60119,0
6117,39618,12,,2,393,1147,15,,8/16/13 3:36,8/16/13 4:25,1,0,8/15/13 20:07,13.19956,77.70688,13.03064,77.6491,0
6118,39622,12,,2,1039,590,15,,8/15/13 20:24,8/15/13 21:19,0,0,8/15/13 20:21,12.979949,77.642913,13.00826,77.56433,0
6119,33188,12,,2,571,393,15,,8/17/13 7:12,8/17/13 8:23,1,0,8/15/13 20:38,12.95185,77.69642,13.19956,77.70688,0
6120,20191,12,,2,356,625,15,,8/16/13 18:57,8/16/13 21:54,1,0,8/15/13 20:41,12.833854,77.400913,12.95431,77.6553,0
6121,38892,12,1,3,1280,,,,8/16/13 10:33,8/16/13 15:30,0,0,8/15/13 20:45,12.966054,77.717837,,,0
6122,23786,12,,2,269,1297,15,,8/16/13 11:31,8/16/13 12:12,1,0,8/15/13 21:21,12.9744,77.69183,12.966049,77.598575,0
6123,40512,12,,2,1399,625,15,,8/20/13 17:31,8/20/13 17:50,0,0,8/15/13 21:27,12.944965,77.683676,12.95431,77.6553,0
6124,2723,12,,2,393,776,15,,8/16/13 12:00,8/16/13 13:19,1,0,8/15/13 22:05,13.19956,77.70688,13.01508,77.67796,0
6125,39633,12,,2,83,768,15,,8/16/13 7:26,8/16/13 8:31,1,0,8/15/13 22:41,12.92415,77.67229,12.98999,77.55332,0
6126,15121,12,,2,788,393,15,,8/16/13 9:36,8/16/13 11:31,0,0,8/16/13 1:42,12.92471,77.49867,13.19956,77.70688,0
6127,39081,12,2,3,1021,,,,8/16/13 9:36,8/16/13 18:30,0,0,8/16/13 7:22,13.02853,77.54625,,,0
6128,39654,12,,1,1192,,15,64,8/16/13 12:28,8/16/13 0:00,0,0,8/16/13 8:32,12.97677,77.5727,,,0
6129,17920,89,,2,393,994,15,,8/26/13 3:36,8/26/13 4:49,1,0,8/16/13 9:02,13.19956,77.70688,12.93965,77.74657,0
6130,36227,12,,2,1096,393,15,,8/16/13 12:28,8/16/13 14:18,0,0,8/16/13 9:55,12.96519,77.71932,13.19956,77.70688,0
6131,39665,12,,2,83,455,15,,8/16/13 12:28,8/16/13 12:52,0,0,8/16/13 11:03,12.92415,77.67229,12.999874,77.67812,0
6132,39666,12,,2,410,393,15,,8/17/13 16:33,8/17/13 17:34,1,0,8/16/13 11:17,13.05121,77.54113,13.19956,77.70688,0
6133,39668,12,,2,1060,393,15,,8/17/13 6:57,8/17/13 8:25,1,0,8/16/13 11:22,12.970602,77.650037,13.19956,77.70688,0
6134,18629,12,,2,1384,1096,15,,8/16/13 13:40,8/16/13 15:07,0,0,8/16/13 11:40,13.02853,77.54625,12.96519,77.71932,0
6135,39672,12,3,3,58,,,,8/16/13 13:55,8/16/13 21:00,1,0,8/16/13 11:57,12.88963,77.60119,,,1
6136,39673,12,,2,142,393,15,,8/17/13 6:57,8/17/13 8:18,1,0,8/16/13 12:11,12.91281,77.60923,13.19956,77.70688,0
6137,39675,65,,2,1010,575,15,,8/16/13 12:57,8/16/13 14:21,0,0,8/16/13 12:30,12.96691,77.74935,13.03017,77.56684,0
6138,31021,12,,2,413,393,15,,8/16/13 12:57,8/16/13 13:04,0,0,8/16/13 12:38,12.92171,77.59017,13.19956,77.70688,0
6139,39683,12,,2,1152,393,15,,8/17/13 8:09,8/17/13 10:57,1,0,8/16/13 14:20,12.87153,77.60206,13.19956,77.70688,0
6140,39686,24,,2,105,393,15,,8/16/13 18:00,8/16/13 19:54,0,0,8/16/13 14:39,13.01766,77.64503,13.19956,77.70688,0
6141,39692,89,,2,1189,1033,15,,8/16/13 16:48,8/16/13 17:19,1,0,8/16/13 15:16,12.91873,77.61494,12.906358,77.599547,1
6142,39002,12,,2,1010,871,15,,8/16/13 18:00,8/16/13 20:13,1,0,8/16/13 15:21,12.96691,77.74935,12.98712,77.56624,1
6143,30757,12,,2,393,1096,15,,8/16/13 20:24,8/16/13 23:14,0,0,8/16/13 15:23,13.19956,77.70688,12.96519,77.71932,0
6144,39696,12,,2,149,452,15,,8/16/13 18:00,8/16/13 18:32,1,0,8/16/13 15:33,12.93022,77.56039,12.95278,77.59088,0
6145,25190,12,1,3,571,,,,8/16/13 17:45,8/16/13 22:45,0,0,8/16/13 15:40,12.95185,77.69642,,,0
6146,39700,12,,2,798,136,15,,8/16/13 17:31,8/16/13 18:20,1,0,8/16/13 15:52,12.95785,77.64929,12.90796,77.62418,1
6147,39701,12,,2,1152,585,15,,8/16/13 18:57,8/16/13 20:53,0,1,8/16/13 15:53,12.87153,77.60206,12.97677,77.5727,1
6148,26307,12,,2,1351,393,15,,8/17/13 12:28,8/17/13 13:40,1,0,8/16/13 16:02,12.894352,77.675265,13.19956,77.70688,0
6149,39710,12,,2,410,603,15,,8/16/13 18:28,8/16/13 20:11,1,0,8/16/13 16:29,13.05121,77.54113,12.97357,77.61043,0
6150,39711,12,4,3,85,,,,8/17/13 7:55,8/17/13 18:00,0,0,8/16/13 16:30,12.95755,77.71803,,,0
6151,39713,12,,2,61,1384,15,,8/16/13 21:21,8/16/13 23:12,1,0,8/16/13 16:37,12.96298,77.71229,13.02853,77.54625,0
6152,38175,12,,2,968,1095,15,,8/16/13 19:26,8/16/13 20:03,1,0,8/16/13 16:51,12.96555,77.61912,12.92415,77.67229,0
6153,39719,12,,2,393,1330,15,,8/21/13 21:50,8/21/13 23:07,1,0,8/16/13 17:12,13.19956,77.70688,12.953434,77.70651,0
6154,39721,12,,2,1378,393,15,,8/17/13 4:04,8/17/13 5:31,1,0,8/16/13 17:26,12.827912,77.679642,13.19956,77.70688,0
6155,39725,12,,2,292,1248,15,,8/16/13 19:55,8/16/13 20:53,1,0,8/16/13 17:49,12.93944,77.62923,12.978945,77.574849,0
6156,39727,89,1,3,293,,15,,8/16/13 19:26,8/17/13 0:01,1,0,8/16/13 17:55,12.849482,77.663187,,,0
6157,39731,12,,2,83,1278,15,,8/17/13 11:16,8/17/13 11:42,1,0,8/16/13 18:45,12.92415,77.67229,12.927772,77.669469,1
6158,18868,12,,2,1384,1017,15,,8/17/13 9:50,8/17/13 10:44,1,0,8/16/13 18:51,13.02853,77.54625,13.11084,77.60074,0
6159,38694,12,2,3,793,,,,8/16/13 19:55,8/17/13 0:01,0,0,8/16/13 19:00,13.02239,77.59492,,,0
6160,38342,12,,2,410,393,15,,8/17/13 6:28,8/17/13 7:21,0,1,8/16/13 19:52,13.05121,77.54113,13.19956,77.70688,0
6161,39737,12,1,3,34,,,,8/17/13 8:24,8/17/13 13:30,1,0,8/16/13 19:59,12.96467,77.67424,,,0
6162,20676,12,,2,603,393,15,,8/16/13 21:21,8/16/13 23:43,1,0,8/16/13 20:04,12.97357,77.61043,13.19956,77.70688,0
6163,39740,12,,2,1083,393,15,,8/17/13 16:04,8/17/13 17:53,1,0,8/16/13 20:15,12.900648,77.589183,13.19956,77.70688,0
6164,34388,12,,2,1120,393,15,,8/17/13 5:02,8/17/13 6:22,1,0,8/16/13 20:26,12.89724,77.61065,13.19956,77.70688,0
6165,39744,12,,2,977,585,15,,8/17/13 4:33,8/17/13 5:08,1,0,8/16/13 20:45,12.969933,77.533286,12.97677,77.5727,0
6166,39746,12,,2,1183,393,15,,8/17/13 4:33,8/17/13 5:39,1,0,8/16/13 21:07,12.965563,77.668576,13.19956,77.70688,0
6167,39747,12,,2,363,1371,15,,8/16/13 22:48,8/16/13 23:27,1,0,8/16/13 21:15,12.99287,77.71662,13.000418,77.674835,0
6168,39754,89,,2,603,393,15,,8/16/13 22:48,8/17/13 0:19,1,0,8/16/13 21:41,12.97357,77.61043,13.19956,77.70688,0
6169,39757,12,1,3,1108,,,,8/17/13 10:33,8/17/13 15:30,1,0,8/16/13 22:00,13.00097,77.65079,,,0
6170,39759,12,,2,949,393,15,,8/18/13 5:02,8/18/13 6:00,0,0,8/16/13 22:11,12.98275,77.61582,13.19956,77.70688,0
6171,35270,12,,2,393,293,15,,8/17/13 12:28,8/17/13 13:31,1,0,8/16/13 22:29,13.19956,77.70688,12.849482,77.663187,0
6172,17826,12,,2,689,142,15,,8/17/13 9:36,8/17/13 13:08,1,0,8/16/13 22:36,12.97672,77.64927,12.91281,77.60923,0
6173,34723,12,,2,1068,393,15,,8/17/13 6:00,8/17/13 6:49,1,0,8/16/13 22:59,13.044009,77.606805,13.19956,77.70688,0
6174,39763,12,1,3,353,,,,8/21/13 11:02,8/21/13 16:00,0,0,8/16/13 23:15,13.03241,77.59914,,,0
6175,39764,12,,2,1384,1165,15,,8/17/13 11:31,8/17/13 13:18,1,0,8/16/13 23:26,13.02853,77.54625,12.990947,77.687112,0
6176,37906,12,,2,393,540,15,,8/19/13 13:40,8/19/13 15:26,1,0,8/16/13 23:28,13.19956,77.70688,12.92768,77.62664,0
6177,39765,12,,2,1147,168,15,,8/17/13 5:02,8/17/13 5:37,0,0,8/16/13 23:56,13.03064,77.6491,12.99313,77.59828,0
6178,39766,12,,2,1338,393,15,,8/17/13 3:36,8/17/13 4:00,1,0,8/17/13 0:09,13.03017,77.56684,13.19956,77.70688,0
6179,39636,12,2,3,1238,,,,8/17/13 7:55,8/17/13 17:00,0,0,8/17/13 0:28,12.92323,77.59203,,,0
6180,38980,89,3,3,61,,,,8/17/13 12:57,8/17/13 20:00,1,0,8/17/13 0:45,12.96298,77.71229,,,0
6181,39776,12,,2,142,393,15,,8/17/13 7:26,8/17/13 8:48,0,0,8/17/13 3:21,12.91281,77.60923,13.19956,77.70688,0
6182,31541,12,1,3,1010,,,,8/17/13 10:33,8/17/13 15:30,0,0,8/17/13 9:28,12.96691,77.74935,,,0
6183,7500,12,2,3,112,,,,8/17/13 12:00,8/17/13 21:00,0,0,8/17/13 9:56,12.93331,77.56666,,,0
6184,39791,12,,2,590,585,15,,8/17/13 16:33,8/17/13 17:03,0,0,8/17/13 10:01,13.00826,77.56433,12.97677,77.5727,0
6185,39798,12,,2,1384,112,15,,8/18/13 6:28,8/18/13 7:20,0,0,8/17/13 10:48,13.02853,77.54625,12.93331,77.56666,0
6186,36033,12,1,3,949,,,,8/17/13 11:31,8/17/13 16:30,0,0,8/17/13 10:51,12.98275,77.61582,,,0
6187,39450,12,,2,768,393,15,,8/18/13 1:26,8/18/13 1:54,0,0,8/17/13 11:37,12.98999,77.55332,13.19956,77.70688,0
6188,27250,12,,2,1388,393,15,,8/19/13 4:04,8/19/13 5:13,1,0,8/17/13 11:43,12.919722,77.592806,13.19956,77.70688,0
6189,39328,12,,2,142,393,15,,8/18/13 3:50,8/18/13 5:06,1,0,8/17/13 12:05,12.91281,77.60923,13.19956,77.70688,0
6190,39807,12,,2,601,168,15,,8/17/13 21:50,8/17/13 22:32,0,0,8/17/13 12:14,13.02434,77.56593,12.99313,77.59828,0
6191,39808,65,2,3,363,,,,8/17/13 15:07,8/18/13 0:00,1,0,8/17/13 12:21,12.99287,77.71662,,,0
6192,8652,12,,2,776,393,15,,8/19/13 3:07,8/19/13 3:35,0,0,8/17/13 12:23,13.01508,77.67796,13.19956,77.70688,0
6193,39817,12,,2,393,585,15,,8/22/13 16:04,8/22/13 17:23,1,0,8/17/13 13:05,13.19956,77.70688,12.97677,77.5727,0
6194,39205,12,1,3,1056,,,,8/17/13 19:40,8/18/13 0:45,1,0,8/17/13 13:45,12.919199,77.60931,,,0
6195,39826,12,,2,977,1384,15,,8/17/13 21:36,8/17/13 22:36,0,0,8/17/13 13:59,12.969933,77.533286,13.02853,77.54625,0
6196,39829,12,,2,218,83,15,,8/18/13 7:40,8/18/13 8:29,1,0,8/17/13 14:09,12.96799,77.58882,12.92415,77.67229,0
6197,27329,12,,2,1330,393,15,,8/18/13 6:28,8/18/13 7:59,0,0,8/17/13 16:10,12.953434,77.70651,13.19956,77.70688,0
6198,39844,12,,2,466,393,15,,8/18/13 4:48,8/18/13 5:39,1,0,8/17/13 16:12,13.017436,77.64458,13.19956,77.70688,0
6199,39852,12,,2,561,603,15,,8/17/13 19:26,8/17/13 20:51,0,0,8/17/13 16:49,13.00983,77.62967,12.97357,77.61043,0
6200,8820,12,,2,571,1102,15,,8/17/13 17:45,8/17/13 19:02,0,0,8/17/13 17:22,12.95185,77.69642,12.93652,77.54481,0
6201,39856,12,,2,768,977,15,,8/18/13 6:28,8/18/13 6:54,0,0,8/17/13 17:30,12.98999,77.55332,12.969933,77.533286,0
6202,3291,89,,2,271,452,15,,8/17/13 21:07,8/17/13 22:03,0,0,8/17/13 17:31,12.95641,77.64076,12.95278,77.59088,0
6203,39859,12,,2,963,667,15,,8/17/13 19:26,8/17/13 20:53,0,0,8/17/13 17:36,12.99111,77.59204,12.97165,77.51316,0
6204,25112,89,,2,393,1330,15,,8/18/13 11:31,8/18/13 13:57,1,0,8/17/13 17:46,13.19956,77.70688,12.953434,77.70651,0
6205,14256,12,,2,1021,849,15,,8/17/13 20:24,8/17/13 22:02,0,0,8/17/13 17:46,13.02853,77.54625,12.95434,77.60072,1
6206,39868,12,,2,1102,793,15,,8/17/13 20:38,8/17/13 22:28,0,0,8/17/13 18:47,12.93652,77.54481,13.02239,77.59492,0
6207,39873,12,,2,1095,1298,15,,8/18/13 9:50,8/18/13 10:14,1,0,8/17/13 19:04,12.92415,77.67229,12.879678,77.646355,0
6208,38239,12,,1,269,,15,108,8/18/13 7:55,8/18/13 23:59,0,0,8/17/13 19:23,12.9744,77.69183,,,0
6209,39880,12,,2,392,601,15,,8/17/13 20:09,8/17/13 21:07,0,0,8/17/13 19:37,12.986284,77.735245,13.02434,77.56593,0
6210,39883,12,,2,1181,1193,15,,8/18/13 17:02,8/18/13 18:08,1,0,8/17/13 20:03,12.97896,77.67345,13.00446,77.56923,0
6211,39205,12,,2,1056,393,15,,8/18/13 3:36,8/18/13 4:48,0,1,8/17/13 20:04,12.919199,77.60931,13.19956,77.70688,0
6212,39886,12,,2,1181,393,15,,8/18/13 3:36,8/18/13 4:35,0,0,8/17/13 20:28,12.97896,77.67345,13.19956,77.70688,0
6213,39888,12,1,3,1173,,,,8/18/13 10:04,8/18/13 15:00,1,0,8/17/13 20:49,12.959979,77.647998,,,0
6214,39895,12,1,3,1010,,,,8/17/13 22:33,8/18/13 1:42,0,0,8/17/13 21:50,12.96691,77.74935,,,0
6215,39901,12,,2,357,393,15,,8/18/13 5:31,8/18/13 6:28,0,1,8/17/13 22:47,13.03064,77.6491,13.19956,77.70688,0
6216,22471,89,,2,297,393,15,,8/18/13 8:24,8/18/13 10:14,1,0,8/17/13 23:05,12.99789,77.61488,13.19956,77.70688,0
6217,39903,12,,2,393,603,15,,8/18/13 0:28,8/18/13 1:35,1,0,8/17/13 23:17,13.19956,77.70688,12.97357,77.61043,0
6218,27492,12,,2,1010,218,15,,8/18/13 5:02,8/18/13 5:54,0,0,8/17/13 23:26,12.96691,77.74935,12.96799,77.58882,0
6219,39909,12,1,3,1330,,,,8/18/13 7:55,8/18/13 12:44,0,0,8/18/13 1:10,12.953434,77.70651,,,0
6220,38968,12,,2,297,1096,15,,8/18/13 11:02,8/18/13 12:21,0,0,8/18/13 7:47,12.99789,77.61488,12.96519,77.71932,0
6221,38175,12,1,3,212,,,,8/18/13 10:33,8/18/13 15:30,1,0,8/18/13 8:05,12.99474,77.60797,,,1
6222,39919,12,1,3,168,,,,8/18/13 13:55,8/18/13 19:00,0,0,8/18/13 8:09,12.99313,77.59828,,,0
6223,39926,12,,2,590,1057,15,,8/18/13 11:02,8/18/13 12:05,0,0,8/18/13 9:58,13.00826,77.56433,12.916156,77.643803,0
6224,39928,12,,2,585,458,15,,8/18/13 14:24,8/18/13 15:36,0,0,8/18/13 10:05,12.97677,77.5727,13.00037,77.72746,0
6225,39936,12,,2,393,339,15,,8/18/13 23:02,8/19/13 0:50,0,1,8/18/13 10:49,13.19956,77.70688,12.91028,77.64512,0
6226,5142,12,,2,450,393,15,,8/19/13 5:31,8/19/13 6:33,1,0,8/18/13 13:01,12.9334,77.62652,13.19956,77.70688,0
6227,39950,12,,2,585,410,15,,8/24/13 4:33,8/24/13 5:06,1,0,8/18/13 13:47,12.97677,77.5727,13.05121,77.54113,0
6228,39952,65,,2,793,393,15,,8/19/13 6:57,8/19/13 7:54,1,0,8/18/13 14:01,13.02239,77.59492,13.19956,77.70688,0
6229,39954,89,,2,156,393,15,,8/19/13 9:21,8/19/13 11:16,0,0,8/18/13 14:23,13.02622,77.70143,13.19956,77.70688,0
6230,2554,12,1,3,149,,,,8/18/13 18:28,8/18/13 23:30,0,0,8/18/13 16:01,12.93022,77.56039,,,0
6231,30290,12,,2,1054,1254,15,,8/20/13 9:50,8/20/13 10:26,0,0,8/18/13 16:27,12.90184,77.581587,12.934048,77.580568,0
6232,30290,12,,2,1054,1254,15,,8/22/13 9:50,8/22/13 10:06,0,0,8/18/13 16:27,12.90184,77.581587,12.934048,77.580568,0
6233,30290,12,,2,1254,1054,15,,8/21/13 17:02,8/21/13 17:35,0,0,8/18/13 16:28,12.934048,77.580568,12.90184,77.581587,0
6234,39970,12,,2,2,393,15,,8/18/13 18:57,8/18/13 21:16,1,0,8/18/13 16:39,12.99212,77.67218,13.19956,77.70688,0
6235,39971,12,,2,105,585,15,,8/18/13 18:57,8/18/13 20:27,1,0,8/18/13 16:42,13.01766,77.64503,12.97677,77.5727,0
6236,39972,89,,2,376,572,15,,8/18/13 20:38,8/18/13 21:35,1,0,8/18/13 17:08,12.90245,77.66081,12.91873,77.61494,1
6237,24019,12,,2,393,1033,15,,8/18/13 23:31,8/19/13 1:19,1,0,8/18/13 17:08,13.19956,77.70688,12.906358,77.599547,0
6238,519,12,,2,585,1280,15,,8/19/13 6:57,8/19/13 7:59,0,1,8/18/13 17:24,12.97677,77.5727,12.966054,77.717837,0
6239,38205,12,,2,168,1010,15,,8/19/13 5:16,8/19/13 5:59,1,0,8/18/13 18:01,12.99313,77.59828,12.96691,77.74935,0
6240,28488,12,,2,585,1032,15,,8/19/13 7:26,8/19/13 8:25,0,1,8/18/13 19:12,12.97677,77.5727,12.913301,77.685592,0
6241,38920,89,,2,869,393,15,,8/19/13 18:57,8/19/13 22:18,1,0,8/18/13 19:40,12.93545,77.5547,13.19956,77.70688,0
6242,4872,12,,2,115,934,15,,8/19/13 6:28,8/19/13 7:15,0,0,8/18/13 19:56,12.99319,77.54472,12.92323,77.59203,0
6243,33614,85,,2,392,1289,15,,8/19/13 20:24,8/19/13 22:52,0,0,8/18/13 20:06,12.986284,77.735245,12.977795,77.544204,0
6244,37639,12,,2,330,393,15,,8/19/13 5:16,8/19/13 6:46,1,0,8/18/13 20:13,12.858833,77.589127,13.19956,77.70688,0
6245,39988,12,,2,1205,393,15,,8/19/13 4:48,8/19/13 5:43,1,0,8/18/13 21:02,13.01899,77.54744,13.19956,77.70688,0
6246,39478,89,,2,393,293,15,,8/19/13 8:38,8/19/13 11:26,1,0,8/18/13 21:46,13.19956,77.70688,12.849482,77.663187,0
6247,39993,89,,2,308,393,15,,8/19/13 9:07,8/19/13 10:50,1,0,8/18/13 22:18,12.99049,77.69798,13.19956,77.70688,0
6248,39996,12,,2,1340,1010,15,,8/19/13 6:28,8/19/13 7:21,0,0,8/18/13 22:27,13.049165,77.593189,12.96691,77.74935,0
6249,39999,89,,2,220,83,15,,8/19/13 9:07,8/19/13 10:18,0,0,8/18/13 22:45,12.99722,77.62003,12.92415,77.67229,0
6250,40002,12,,2,187,585,15,,8/19/13 5:16,8/19/13 5:45,0,0,8/18/13 23:00,12.95892,77.5277,12.97677,77.5727,0
6251,24472,12,,2,393,1101,15,,8/19/13 11:16,8/19/13 13:47,0,1,8/18/13 23:19,13.19956,77.70688,12.93652,77.54481,0
6252,40008,12,,2,901,393,15,,8/19/13 3:36,8/19/13 4:21,0,0,8/18/13 23:31,13.01012,77.57554,13.19956,77.70688,0
6253,40010,12,,2,393,293,15,,8/18/13 23:45,8/19/13 1:49,0,0,8/18/13 23:35,13.19956,77.70688,12.849482,77.663187,0
6254,40011,12,,2,92,585,15,,8/19/13 4:33,8/19/13 5:13,1,0,8/18/13 23:40,12.99569,77.6835,12.97677,77.5727,0
6255,34908,12,,2,571,393,15,,8/19/13 4:04,8/19/13 5:13,1,0,8/19/13 0:12,12.95185,77.69642,13.19956,77.70688,0
6256,20570,12,,2,689,1068,15,,8/19/13 9:50,8/19/13 10:52,0,0,8/19/13 0:45,12.97672,77.64927,13.044009,77.606805,0
6257,40021,89,,2,393,122,15,,8/19/13 9:50,8/19/13 11:14,1,0,8/19/13 1:06,13.19956,77.70688,12.99682,77.60436,0
6258,22934,12,,2,1192,192,15,,8/19/13 5:16,8/19/13 6:02,0,0,8/19/13 4:19,12.97677,77.5727,13.07799,77.50576,0
6259,25041,12,2,3,1300,,,,8/19/13 10:04,8/19/13 19:00,1,0,8/19/13 7:27,12.990006,77.723088,,,1
6260,20605,12,,2,393,571,15,,8/19/13 23:45,8/20/13 1:27,1,0,8/19/13 8:35,13.19956,77.70688,12.95185,77.69642,0
6261,40027,12,,2,1096,1371,15,,8/19/13 18:57,8/19/13 20:01,0,0,8/19/13 8:48,12.96519,77.71932,13.000418,77.674835,0
6262,40028,12,4,3,1097,,,,8/19/13 11:31,8/19/13 21:30,0,0,8/19/13 9:08,12.97943,77.66125,,,0
6263,40029,89,,2,1384,293,15,,8/19/13 14:24,8/19/13 16:05,0,0,8/19/13 9:30,13.02853,77.54625,12.849482,77.663187,0
6264,39573,12,,2,1384,142,15,,8/20/13 7:55,8/20/13 9:29,0,0,8/19/13 9:32,13.02853,77.54625,12.91281,77.60923,0
6265,40033,12,,2,330,393,15,,8/19/13 12:00,8/19/13 14:10,0,1,8/19/13 9:51,12.858833,77.589127,13.19956,77.70688,0
6266,40040,12,,2,393,484,15,,8/19/13 14:09,8/19/13 16:06,1,0,8/19/13 11:04,13.19956,77.70688,12.90013,77.48279,0
6267,39785,87,2,3,83,,,,8/19/13 23:02,8/20/13 8:00,0,0,8/19/13 11:06,12.92415,77.67229,,,0
6268,40042,12,,2,1237,393,15,,8/20/13 6:57,8/20/13 8:18,1,0,8/19/13 11:28,12.92645,77.61206,13.19956,77.70688,1
6269,27611,12,,2,1159,1335,15,,8/20/13 9:21,8/20/13 9:52,1,0,8/19/13 11:28,12.90163,77.582,12.894848,77.598843,0
6270,40043,12,,2,1040,585,15,,8/19/13 12:00,8/19/13 12:54,0,0,8/19/13 11:28,12.920078,77.583432,12.97677,77.5727,0
6271,40047,28,,2,393,136,15,,8/22/13 6:00,8/22/13 7:20,1,0,8/19/13 11:39,13.19956,77.70688,12.90796,77.62418,0
6272,35772,12,1,3,1330,,,,8/22/13 10:48,8/22/13 15:45,1,0,8/19/13 12:12,12.953434,77.70651,,,0
6273,7795,65,2,3,1098,,,,8/19/13 23:31,8/20/13 1:44,0,0,8/19/13 12:29,12.93652,77.54481,,,0
6274,704,12,,2,953,393,15,,8/21/13 15:07,8/21/13 16:57,1,0,8/19/13 13:00,12.90536,77.54309,13.19956,77.70688,0
6275,40055,12,,2,1230,393,15,,8/21/13 4:19,8/21/13 4:37,1,0,8/19/13 13:14,13.02239,77.59492,13.19956,77.70688,0
6276,868,12,1,3,505,,,,8/19/13 18:28,8/19/13 23:30,0,0,8/19/13 14:07,13.00154,77.52962,,,0
6277,33002,12,,2,269,1026,15,,8/19/13 18:00,8/19/13 18:31,0,0,8/19/13 15:06,12.9744,77.69183,13.10482,77.57631,0
6278,25594,12,,2,1083,1398,15,,8/19/13 16:04,8/19/13 16:24,0,0,8/19/13 15:14,12.900648,77.589183,12.891549,77.582313,0
